% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.033253301e+02 +1.033253301e+02 +8.638533007e+01 +8.638533007e+01 +4.0976e-01 +1.8163e+00 +3.4461e-01 +8.9446e-01 +8.4678e-01 +3.6051e-02 +2.4125e-01 +9.9379e-01 +1.3802e+00 +1.3900e+00
2 +7.867474102e+01 +7.867474102e+01 +6.173474102e+01 +6.173474102e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01
20 +6.098472418e+01 +6.098472418e+01 +4.404472418e+01 +4.404472418e+01 +1.2329e+00 +1.0571e+00 +1.4574e-01 +1.2249e+00 +6.9480e-01 +5.1038e-01 +3.0224e-01 +5.3019e-01 +1.1164e+00 +9.0235e-01
140 +3.657105075e+01 +3.657105075e+01 +1.963105075e+01 +1.963105075e+01 +2.2857e+00 +1.9807e+00 +9.0019e-02 +7.5523e-01 +1.4420e+00 +2.4747e-01 +1.5225e+00 +8.9465e-02 +3.7399e-01 +3.1882e-03
165 +2.426574896e+01 +2.426574896e+01 +7.325748957e+00 +7.325748957e+00 +1.8911e+00 +2.5821e+00 +3.7905e-02 +1.1034e+00 +6.6283e-01 -7.7465e-01 +2.4254e+00 -5.7460e-01 +5.9035e-01 -6.4481e-01
196 +1.401584197e+01 +1.401584197e+01 -2.924158027e+00 -2.924158027e+00 +3.5434e+00 +2.8980e+00 -5.7924e-01 +2.7768e+00 +1.8105e+00 -2.0082e+00 +4.1699e+00 +1.0484e-01 +4.6262e-01 -1.8642e+00
214 +8.553401929e+00 +8.553401929e+00 -8.386598071e+00 -8.386598071e+00 +3.6277e+00 +2.2881e+00 -1.6765e-01 +1.8044e+00 +4.9536e-01 -1.8491e+00 +4.3810e+00 -1.0562e+00 +4.8234e-01 -2.0065e+00
326 +5.849469756e+00 +5.849469756e+00 -1.109053024e+01 -1.109053024e+01 +4.6247e+00 +2.8677e+00 -1.1074e+00 +1.8198e+00 +8.8658e-01 -1.6807e+00 +4.0607e+00 -2.0994e+00 -3.5195e-01 -2.0049e+00
422 +3.163157453e+00 +3.163157453e+00 -1.377684255e+01 -1.377684255e+01 +3.0518e+00 +2.3976e+00 -7.5434e-01 +2.0288e+00 +1.0434e+00 -1.3627e+00 +2.9438e+00 -1.9383e+00 -2.6530e-01 -2.0490e+00
523 +2.384517019e+00 +2.384517019e+00 -1.455548298e+01 -1.455548298e+01 +3.6008e+00 +2.6985e+00 -5.1080e-01 +1.7912e+00 +1.2314e+00 -1.5340e+00 +3.4840e+00 -1.6966e+00 -1.3819e-01 -2.2725e+00
682 +1.486110769e+00 +1.486110769e+00 -1.545388923e+01 -1.545388923e+01 +3.4482e+00 +2.6020e+00 -8.3847e-01 +1.8636e+00 +1.2502e+00 -1.7159e+00 +3.6223e+00 -2.3167e+00 -2.5132e-01 -2.1526e+00
724 +9.682688896e-01 +9.682688896e-01 -1.597173111e+01 -1.597173111e+01 +3.5466e+00 +2.5693e+00 -8.9186e-01 +1.7228e+00 +1.3526e+00 -1.9514e+00 +3.7392e+00 -2.2901e+00 -2.0681e-01 -2.0962e+00
1271 +5.639615062e-01 +5.639615062e-01 -1.637603849e+01 -1.637603849e+01 +3.7302e+00 +2.5756e+00 -1.1659e+00 +1.6488e+00 +1.3455e+00 -1.9948e+00 +3.7629e+00 -2.2774e+00 -1.2644e-01 -1.9197e+00
1661 +3.931105925e-01 +3.931105925e-01 -1.654688941e+01 -1.654688941e+01 +3.7561e+00 +2.5703e+00 -1.1991e+00 +1.6006e+00 +1.3113e+00 -2.0128e+00 +3.7255e+00 -2.2927e+00 -1.4101e-01 -1.9143e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.461204670e+01 +2.461204670e+01 +4.342204670e+01 +4.342204670e+01 +4.0976e-01 +1.8163e+00 +3.4461e-01 +8.9446e-01 +8.4678e-01 +3.6051e-02 +2.4125e-01 +9.9379e-01 +1.3802e+00 +1.3900e+00
44 +1.443228621e+01 +1.443228621e+01 +3.324228621e+01 +3.324228621e+01 +4.2329e-01 +8.4780e-01 -5.2784e-01 +8.1748e-01 +6.3535e-01 -1.5413e-01 +4.9173e-01 +7.6337e-01 +8.0279e-01 +1.5333e+00
274 +8.447736638e+00 +8.447736638e+00 +2.725773664e+01 +2.725773664e+01 -8.6076e-01 +1.2826e+00 -9.7911e-01 -6.1054e-03 +1.6730e+00 -1.9503e+00 +1.0802e+00 +1.2431e+00 -3.8070e-01 +1.4789e+00
398 +6.273268279e+00 +6.273268279e+00 +2.508326828e+01 +2.508326828e+01 -7.3935e-01 +1.2520e+00 -1.2906e+00 +5.9998e-01 +1.7175e+00 -2.1932e+00 -5.8190e-01 +1.3575e+00 +8.2877e-01 +3.1838e+00
538 +3.174714058e+00 +3.174714058e+00 +2.198471406e+01 +2.198471406e+01 -3.3485e-01 +7.7935e-01 -1.3417e+00 +4.2629e-01 +1.3513e+00 -1.7708e+00 +2.0933e-01 +6.7231e-01 +5.0816e-01 +3.1586e+00
