% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
302 +2.396468364e+02 +2.396468364e+02 +1.050668364e+02 +1.050668364e+02 -5.5486e-02 -8.7261e-02 +1.0172e+00 +1.8110e-01 -1.3754e+00 +2.5700e+00 +1.0952e+00 -1.7142e+00 -7.9429e-01 +6.3671e-01 +8.1117e-01 +1.5814e+00 +1.3067e+00 -1.7945e+00 +9.0348e-01 -8.0998e-01 +5.0110e-02 +1.3286e+00 +4.5173e-01 -1.4371e+00
1167 +1.560700059e+02 +1.560700059e+02 +2.149000588e+01 +2.149000588e+01 -2.5231e+00 +5.6513e-01 +2.1611e+00 -2.3579e+00 -1.7783e+00 +2.9784e+00 +3.1991e+00 +3.7606e-01 -1.8541e+00 +3.2663e+00 +1.6902e+00 +2.6372e+00 +1.5491e+00 -2.7333e+00 +7.2441e-01 -6.0353e-01 -3.2682e+00 +2.1356e+00 +4.2538e-01 -1.1108e+00
2852 +9.671166996e+01 +9.671166996e+01 -3.786833004e+01 -3.786833004e+01 -3.5179e+00 +1.1795e+00 +3.2440e+00 -1.4216e+00 -2.9446e+00 +2.2470e+00 +2.8431e+00 +3.2003e-02 -4.7000e+00 +2.7799e+00 +1.7808e+00 +3.5724e+00 +2.7192e+00 -2.9101e+00 +1.4172e+00 -1.1867e+00 -2.1579e+00 +1.7877e+00 +9.2886e-01 -2.1378e+00
3077 +6.126548435e+01 +6.126548435e+01 -7.331451565e+01 -7.331451565e+01 -3.2817e+00 +1.0616e+00 +3.3118e+00 -1.2153e+00 -2.6709e+00 +2.2616e+00 +2.6401e+00 +4.4845e-02 -4.8423e+00 +2.8850e+00 +1.6438e+00 +3.4775e+00 +2.7507e+00 -2.8982e+00 +1.5078e+00 -1.2122e+00 -2.1646e+00 +1.8555e+00 +1.0124e+00 -2.0271e+00
3398 +3.800877128e+01 +3.800877128e+01 -9.657122872e+01 -9.657122872e+01 -3.2367e+00 +9.6450e-01 +3.2703e+00 -1.1424e+00 -2.5935e+00 +2.2129e+00 +2.6298e+00 +6.9950e-02 -4.8315e+00 +2.8957e+00 +1.5581e+00 +3.4952e+00 +2.7586e+00 -2.8601e+00 +1.4229e+00 -1.2966e+00 -2.0131e+00 +1.7766e+00 +1.0383e+00 -2.1023e+00
% function evaluation | noise-free fitness - Fopt (1.205900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.431263584e+02 +5.431263584e+02 +6.637163584e+02 +6.637163584e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
130 +3.724460207e+02 +3.724460207e+02 +4.930360207e+02 +4.930360207e+02 +6.1803e-01 +1.2661e+00 -2.0356e-01 +6.6125e-01 +1.0279e+00 -6.1023e-01 +4.8255e-01 +1.0064e-01 +1.4290e-01 +7.7032e-01 -1.4391e-01 +7.0317e-01 -7.1893e-02 -2.1712e-03 +5.0350e-01 -2.2712e-01 +7.2679e-01 +3.2340e-01 +1.1143e+00 +1.4562e+00
294 +2.278466623e+02 +2.278466623e+02 +3.484366623e+02 +3.484366623e+02 -1.2762e+00 +2.2195e+00 -1.6524e+00 -4.1082e-02 +3.0624e+00 -1.5122e+00 -5.1120e-01 -1.2049e+00 +8.9234e-01 +3.6693e-01 +2.3272e+00 -8.5746e-01 -1.4748e+00 +9.8727e-01 -5.4472e-01 -1.4754e+00 +2.2608e+00 -1.9300e+00 +1.7636e+00 +4.7147e-01
956 +1.485197992e+02 +1.485197992e+02 +2.691097992e+02 +2.691097992e+02 -1.1627e+00 +1.5496e+00 -2.6328e+00 +1.0013e+00 +3.0235e+00 -3.4487e+00 -4.4286e-01 -1.3966e+00 -1.0954e+00 +1.4357e+00 +3.1529e+00 -8.8297e-01 -2.4690e+00 +3.8777e-01 -1.5843e+00 -8.2819e-01 +1.1447e+00 -2.3432e+00 +2.6629e+00 +1.2106e+00
2289 +9.863999927e+01 +9.863999927e+01 +2.192299993e+02 +2.192299993e+02 -1.0299e+00 +1.5183e+00 -2.7042e+00 +1.3731e+00 +3.6296e+00 -2.4784e+00 -4.3991e-01 -2.2223e+00 -1.2143e+00 +2.6946e+00 +2.2901e+00 -6.0488e-01 -2.0277e+00 +8.3625e-01 -1.9243e+00 -1.7831e+00 +1.2969e+00 -1.6566e+00 +2.8220e+00 -7.6214e-02
2506 +6.159207919e+01 +6.159207919e+01 +1.821820792e+02 +1.821820792e+02 -9.7629e-01 +1.6172e+00 -2.7234e+00 +1.3508e+00 +3.6549e+00 -2.6798e+00 -6.1069e-01 -2.0844e+00 -1.1912e+00 +2.7139e+00 +2.6199e+00 -6.1225e-01 -1.9831e+00 +8.8837e-01 -1.9158e+00 -1.8986e+00 +1.2365e+00 -1.6792e+00 +2.7823e+00 -1.6134e-01
2757 +3.728754216e+01 +3.728754216e+01 +1.578775422e+02 +1.578775422e+02 -9.0649e-01 +1.6807e+00 -2.7203e+00 +1.3826e+00 +3.5891e+00 -2.6352e+00 -6.0252e-01 -2.2093e+00 -1.1195e+00 +2.6007e+00 +2.5477e+00 -6.0814e-01 -1.9458e+00 +8.8592e-01 -1.9157e+00 -1.9967e+00 +1.2417e+00 -1.6409e+00 +2.6745e+00 -9.2974e-02
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.010681955e+03 +1.010681955e+03 +2.010681955e+03 +2.010681955e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
15 +9.966241300e+02 +9.966241300e+02 +1.996624130e+03 +1.996624130e+03 +7.7737e-01 +6.5959e-01 +6.8860e-02 +1.1548e+00 +3.1987e-01 +5.4275e-01 +2.9156e-02 +7.8620e-01 +1.2762e+00 +8.3037e-01 -2.0479e-01 +1.2765e+00 +6.8153e-01 +4.8423e-01 +1.6996e-01 +9.3501e-02 +6.3082e-01 +8.3067e-01 +6.7279e-01 +1.1387e+00
98 +5.711446962e+02 +5.711446962e+02 +1.571144696e+03 +1.571144696e+03 +5.2061e-01 +7.0785e-01 -9.9010e-01 +1.5803e+00 +4.0528e-01 +9.4129e-01 +1.7605e+00 +1.5565e+00 +1.7392e+00 -1.7457e-01 -4.8068e-02 +7.5366e-01 +1.3797e+00 +1.2858e+00 -4.5399e-01 +1.1068e+00 +1.8520e+00 +3.3810e-01 +7.4412e-01 +9.2646e-01
138 +3.825014710e+02 +3.825014710e+02 +1.382501471e+03 +1.382501471e+03 +1.3517e-01 +8.1522e-03 -1.5972e+00 +1.2271e+00 +2.2690e-02 +2.3108e+00 +2.2425e+00 +2.3966e+00 +3.0920e+00 -7.8747e-01 +8.5578e-02 +8.5647e-01 +1.6059e+00 +2.3399e+00 -1.0503e+00 +1.4459e+00 +3.2922e+00 +7.4800e-02 +6.3577e-01 +9.6664e-02
218 +2.486457096e+02 +2.486457096e+02 +1.248645710e+03 +1.248645710e+03 -7.5693e-01 -2.5061e-01 -4.4539e+00 +2.1620e+00 -4.7538e-02 +4.3465e+00 +3.6668e+00 +1.3665e+00 +1.9968e+00 -2.8753e+00 -1.1363e+00 +6.4100e-02 +1.5327e+00 +2.1876e+00 +6.2739e-01 +1.7532e+00 +1.5737e+00 -2.5506e-01 -1.2524e+00 +1.6533e+00
511 +1.480343378e+02 +1.480343378e+02 +1.148034338e+03 +1.148034338e+03 -1.7160e+00 -1.7529e+00 -2.2812e+00 +2.4987e+00 -1.7570e+00 +2.8050e+00 +4.8562e+00 +3.1525e+00 +3.0914e+00 -4.7838e+00 -1.9393e+00 +1.3345e+00 +2.0369e+00 +3.1944e+00 -4.7856e-01 +1.1832e+00 +1.6066e+00 +2.3139e-01 +9.2571e-01 +2.6029e+00
2499 +9.303436181e+01 +9.303436181e+01 +1.093034362e+03 +1.093034362e+03 -1.5592e+00 -1.1934e+00 -2.3937e+00 +2.8273e+00 -9.5504e-03 +3.4265e+00 +5.2071e+00 +2.6642e+00 +1.9233e+00 -4.9913e+00 -1.8492e+00 +2.9408e-01 +3.0743e+00 +2.8908e+00 -1.9221e+00 +1.3119e+00 +2.6247e+00 -6.7659e-01 +1.1065e+00 +5.8350e-01
2761 +5.688209013e+01 +5.688209013e+01 +1.056882090e+03 +1.056882090e+03 -1.4453e+00 -1.1092e+00 -2.4406e+00 +2.6636e+00 +1.1851e-01 +3.2895e+00 +5.2610e+00 +2.6946e+00 +2.0954e+00 -5.1534e+00 -1.9504e+00 +2.6359e-01 +2.9726e+00 +2.9120e+00 -1.9766e+00 +1.2988e+00 +2.6039e+00 -6.2735e-01 +1.1884e+00 +5.7077e-01
2971 +3.844181898e+01 +3.844181898e+01 +1.038441819e+03 +1.038441819e+03 -1.5280e+00 -1.1164e+00 -2.3823e+00 +2.5257e+00 +4.9679e-02 +3.2718e+00 +5.2175e+00 +2.7395e+00 +2.0869e+00 -5.1412e+00 -1.9396e+00 +3.6367e-01 +3.0396e+00 +2.9525e+00 -1.8964e+00 +1.2854e+00 +2.6854e+00 -6.2740e-01 +1.2101e+00 +5.5900e-01
% function evaluation | noise-free fitness - Fopt (-9.166000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.475369165e+02 +7.475369165e+02 +6.558769165e+02 +6.558769165e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
25 +6.153847252e+02 +6.153847252e+02 +5.237247252e+02 +5.237247252e+02 +5.6605e-01 +8.5582e-01 +2.1230e-01 +4.4306e-01 +1.6129e-01 -1.0523e-01 +8.6349e-01 +8.3136e-01 +5.3655e-01 +1.4716e+00 -2.4356e-01 +1.3921e+00 +4.7475e-01 +2.2442e-01 +9.0678e-01 +9.1444e-02 +6.2056e-01 +3.1612e-01 +1.3317e+00 +1.4375e+00
143 +3.920655999e+02 +3.920655999e+02 +3.004055999e+02 +3.004055999e+02 -1.7551e-01 -2.3756e-01 +1.3143e+00 -5.2763e-01 +3.8588e-01 +5.3250e-01 +1.8029e+00 -1.1622e+00 +1.0126e+00 +2.8924e+00 -1.2997e+00 +1.2328e+00 -7.4373e-01 -4.9441e-01 +5.4271e-01 +6.7689e-01 -2.9390e-01 -1.1263e+00 +1.7146e+00 +1.4081e+00
205 +2.466946666e+02 +2.466946666e+02 +1.550346666e+02 +1.550346666e+02 -1.2368e-01 -1.7816e+00 +2.5536e+00 -7.8910e-01 +2.0118e+00 -1.2424e+00 +4.8521e+00 -1.7898e+00 +1.7205e-01 +4.2580e+00 -2.3740e+00 +8.2722e-01 -1.1492e+00 -3.5834e+00 +2.4844e-01 +1.8347e+00 -1.8381e+00 -2.6509e+00 +2.2293e+00 +2.1879e+00
711 +1.548961873e+02 +1.548961873e+02 +6.323618734e+01 +6.323618734e+01 +8.9294e-01 -2.9858e+00 +3.0950e+00 +8.3608e-01 +1.7677e+00 -7.7016e-01 +3.0062e+00 -9.5729e-01 +2.1917e+00 +4.0798e+00 -3.0495e+00 +1.7808e-01 -9.0481e-01 -1.1728e+00 +2.1307e+00 +2.1780e+00 -8.5489e-01 -2.2634e+00 +1.3357e+00 +1.6778e+00
1598 +8.396546937e+01 +8.396546937e+01 -7.694530629e+00 -7.694530629e+00 +3.1112e-01 -2.5030e+00 +3.4925e+00 +8.5716e-01 +2.3530e+00 -6.6299e-01 +2.3402e+00 -2.0602e+00 +2.4817e+00 +3.5167e+00 -3.4130e+00 +1.5316e-01 -2.6109e+00 -2.1433e+00 +2.3053e+00 +2.3921e+00 +1.3570e-01 -3.8207e+00 +4.9747e-01 +2.9698e+00
1958 +6.204428952e+01 +6.204428952e+01 -2.961571048e+01 -2.961571048e+01 +4.7911e-01 -2.4832e+00 +3.5318e+00 +7.7837e-01 +2.3551e+00 -5.8332e-01 +2.3640e+00 -2.1224e+00 +2.2956e+00 +3.4027e+00 -3.3753e+00 +2.7199e-01 -2.6987e+00 -2.1727e+00 +2.0478e+00 +2.2961e+00 +2.4914e-02 -3.7622e+00 +4.9541e-01 +3.0725e+00
2567 +3.970717488e+01 +3.970717488e+01 -5.195282512e+01 -5.195282512e+01 +4.2350e-01 -2.4355e+00 +3.5901e+00 +8.0977e-01 +2.4429e+00 -5.7669e-01 +2.3262e+00 -2.1458e+00 +2.3227e+00 +3.5215e+00 -3.3421e+00 +1.8596e-01 -2.6977e+00 -2.2523e+00 +2.1903e+00 +2.2735e+00 -1.9229e-02 -3.7292e+00 +3.7832e-01 +3.0534e+00
% function evaluation | noise-free fitness - Fopt (5.961500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074328507e+03 +1.074328507e+03 +1.670478507e+03 +1.670478507e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
8 +9.967532163e+02 +9.967532163e+02 +1.592903216e+03 +1.592903216e+03 +7.2660e-01 +6.5141e-01 -2.0905e-01 +1.6712e+00 +1.1290e+00 +1.8980e-01 -9.8637e-02 +2.8724e-01 +9.0455e-01 +1.2023e+00 -2.4199e-01 +2.7163e-01 +5.2244e-01 +5.8543e-01 +9.1769e-01 +2.7739e-01 +3.8268e-01 +9.7084e-01 +6.4936e-01 +1.2181e+00
86 +5.984413471e+02 +5.984413471e+02 +1.194591347e+03 +1.194591347e+03 +6.4205e-01 -4.2942e-01 +1.2997e-01 +2.1031e+00 +5.7377e-01 -5.1442e-01 -5.9777e-01 -7.2030e-01 +1.5856e+00 +2.7241e+00 -9.6959e-01 -1.2151e+00 +2.6028e-01 +1.0917e+00 -4.2539e-01 -2.5548e-01 +4.7436e-01 -7.2830e-02 +9.8921e-01 +1.5175e+00
159 +3.898875148e+02 +3.898875148e+02 +9.860375148e+02 +9.860375148e+02 -1.1965e+00 -1.7213e+00 +1.2330e-01 +2.3733e+00 -9.4635e-02 -1.4566e+00 -1.1328e+00 -1.7584e+00 +1.1711e+00 +2.6066e+00 -2.0995e-01 -2.6905e+00 -1.3283e+00 +9.2688e-01 -2.3679e+00 +1.5721e+00 +1.4076e+00 -1.5629e+00 +4.6840e-01 +1.7421e+00
222 +2.487195379e+02 +2.487195379e+02 +8.448695379e+02 +8.448695379e+02 -9.8477e-01 -3.3499e+00 -1.7406e+00 +2.8251e+00 -1.1743e+00 -1.8012e+00 -1.4822e+00 -3.7164e+00 +2.5911e+00 +3.7146e+00 -2.8451e-01 -4.5498e+00 -2.1924e+00 -6.8111e-01 -4.4323e+00 +5.6580e-01 +5.3615e-01 -5.4239e+00 +1.3783e+00 +7.8290e-01
1064 +1.524855413e+02 +1.524855413e+02 +7.486355413e+02 +7.486355413e+02 -1.4905e+00 -1.2651e+00 -1.2120e+00 +3.8857e+00 -2.1387e+00 -2.9183e+00 -2.4416e+00 -3.5792e+00 +2.5181e+00 +3.9006e+00 -3.5333e+00 -5.1705e+00 -2.6852e+00 +6.0793e-01 -4.0662e+00 +1.4070e+00 -2.9271e-01 -4.2562e+00 +8.0603e-01 +2.2198e+00
2368 +9.357089971e+01 +9.357089971e+01 +6.897208997e+02 +6.897208997e+02 -2.7275e+00 -7.0694e-01 -1.6289e+00 +3.4936e+00 -2.5849e+00 -2.0843e+00 -3.8821e+00 -3.7741e+00 +2.6257e+00 +3.7075e+00 -3.6356e+00 -4.4792e+00 -4.1145e+00 +1.9058e+00 -4.2291e+00 +9.9022e-01 -9.2210e-01 -4.1420e+00 +8.1512e-04 +1.8916e+00
2612 +6.281551977e+01 +6.281551977e+01 +6.589655198e+02 +6.589655198e+02 -2.7074e+00 -7.1562e-01 -1.5257e+00 +3.5057e+00 -2.5081e+00 -2.0268e+00 -3.9216e+00 -4.0775e+00 +2.6684e+00 +3.6394e+00 -3.6505e+00 -4.4205e+00 -4.1262e+00 +1.9605e+00 -4.1722e+00 +1.1706e+00 -9.5351e-01 -4.0286e+00 +4.1257e-02 +2.0163e+00
2950 +3.966727464e+01 +3.966727464e+01 +6.358172746e+02 +6.358172746e+02 -2.5868e+00 -7.9127e-01 -1.5153e+00 +3.4872e+00 -2.3984e+00 -2.0565e+00 -3.8047e+00 -4.0311e+00 +2.6329e+00 +3.6287e+00 -3.5629e+00 -4.3953e+00 -4.0307e+00 +1.8707e+00 -4.1360e+00 +1.1552e+00 -8.8915e-01 -4.1232e+00 -7.2359e-03 +1.9731e+00
% function evaluation | noise-free fitness - Fopt (1.325100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.012407684e+03 +1.012407684e+03 +1.144917684e+03 +1.144917684e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
4 +9.364793872e+02 +9.364793872e+02 +1.068989387e+03 +1.068989387e+03 +1.2405e+00 +9.9327e-01 +1.8633e-01 +1.3897e+00 +3.9102e-01 +3.0653e-01 +5.2902e-01 +4.7377e-01 +1.0222e+00 +6.1514e-01 -1.8677e-01 +1.0021e+00 +1.1738e+00 +1.2610e+00 +6.0021e-01 +1.9809e-01 +3.9701e-01 +3.3583e-01 +6.6052e-01 +4.2109e-01
60 +6.296618710e+02 +6.296618710e+02 +7.621718710e+02 +7.621718710e+02 +1.2326e+00 +8.8675e-01 +2.5012e-01 +4.4578e-01 +4.9957e-01 +5.4238e-02 +1.3305e+00 +4.4612e-01 +1.6675e+00 +3.5452e-01 -2.9677e-01 -3.1607e-01 +1.4698e+00 +1.6595e+00 +4.8585e-02 +9.3691e-01 -1.2243e-01 -2.5874e-01 +2.6122e-01 +4.1487e-01
110 +3.902747261e+02 +3.902747261e+02 +5.227847261e+02 +5.227847261e+02 +9.0244e-01 +1.7182e+00 -2.4468e-01 -1.1622e+00 +4.9603e-01 +5.9624e-01 +2.1168e+00 +1.5727e+00 +1.3963e+00 -4.0534e-01 -1.9544e+00 -1.4384e-01 +7.7602e-01 +2.0696e+00 -6.6390e-01 +2.0226e+00 +3.5697e-01 -1.0491e+00 -2.5779e-01 +1.2381e+00
223 +2.511113777e+02 +2.511113777e+02 +3.836213777e+02 +3.836213777e+02 +2.4199e+00 +2.3796e+00 +2.2404e-01 -2.3014e+00 +1.2172e+00 +2.2353e+00 +3.2033e+00 +1.8918e+00 +1.5576e+00 -8.8465e-01 -1.0223e+00 -9.9612e-01 +1.5311e+00 +1.9091e+00 +7.1282e-01 +3.4688e+00 +2.6538e+00 -1.6717e+00 -2.3334e-01 -3.2149e-01
510 +1.460472561e+02 +1.460472561e+02 +2.785572561e+02 +2.785572561e+02 +2.2273e+00 +3.6097e+00 +2.9077e+00 -3.5279e+00 -5.4798e-01 +2.6653e+00 +2.5291e+00 +1.9021e+00 +1.2632e+00 -8.2145e-01 -8.2241e-01 -1.0376e+00 +5.7718e-01 +3.0615e+00 +5.4177e-01 +3.2438e+00 +3.0649e+00 -2.5541e+00 -1.0070e+00 +1.0334e-01
2749 +9.147136362e+01 +9.147136362e+01 +2.239813636e+02 +2.239813636e+02 +2.4139e+00 +1.9943e+00 +3.3378e+00 -3.1730e+00 -2.5122e-01 +2.3803e+00 +3.9763e+00 +1.1314e+00 -7.8779e-01 -1.7030e+00 -1.2647e+00 -2.3953e+00 +1.5548e+00 +1.1207e+00 +2.3944e+00 +2.2814e+00 +1.9176e+00 -6.2053e-01 -1.3688e+00 -4.9829e-01
2938 +6.297923757e+01 +6.297923757e+01 +1.954892376e+02 +1.954892376e+02 +2.4843e+00 +1.9581e+00 +3.3019e+00 -3.2960e+00 -1.5138e-01 +2.3318e+00 +3.9354e+00 +1.0781e+00 -8.4529e-01 -1.7596e+00 -1.2863e+00 -2.5720e+00 +1.4183e+00 +1.0354e+00 +2.4189e+00 +2.2912e+00 +1.9416e+00 -6.3096e-01 -1.2523e+00 -3.5327e-01
3148 +3.567963502e+01 +3.567963502e+01 +1.681896350e+02 +1.681896350e+02 +2.5237e+00 +1.9305e+00 +3.3736e+00 -3.3430e+00 -2.0812e-01 +2.3140e+00 +3.9758e+00 +1.0232e+00 -8.0790e-01 -1.7825e+00 -1.3588e+00 -2.4839e+00 +1.3182e+00 +9.7975e-01 +2.3948e+00 +2.3089e+00 +1.9481e+00 -6.1459e-01 -1.2413e+00 -2.1569e-01
% function evaluation | noise-free fitness - Fopt (-2.401800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.024106955e+02 +7.024106955e+02 +4.622306955e+02 +4.622306955e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
28 +6.285399463e+02 +6.285399463e+02 +3.883599463e+02 +3.883599463e+02 +7.1454e-01 +1.0389e+00 -3.5772e-01 +8.6358e-01 +1.8211e-01 +4.1483e-01 +7.8640e-01 +1.2157e-01 +1.0133e+00 +7.2271e-01 +6.8849e-01 +8.1532e-01 +6.5837e-01 +3.5451e-01 +3.6212e-01 -8.1949e-02 +2.8964e-01 +1.1317e+00 +1.5382e+00 +1.0957e+00
129 +3.643079603e+02 +3.643079603e+02 +1.241279603e+02 +1.241279603e+02 -6.6592e-01 +3.1778e-01 +4.8405e-03 +1.0444e+00 +6.1347e-01 +1.2793e+00 -1.5398e+00 -1.2663e+00 +1.6746e+00 -2.1127e-01 +1.2695e+00 +7.9566e-01 +1.0466e+00 -4.6755e-01 -3.1668e-01 +4.6287e-01 -7.8849e-01 +2.0178e+00 +1.8597e+00 +1.2533e+00
261 +2.189381604e+02 +2.189381604e+02 -2.124183955e+01 -2.124183955e+01 -1.3907e+00 +1.1693e+00 +1.2497e+00 -5.5347e-01 +1.5452e+00 +1.2209e+00 -3.2364e+00 -8.0508e-01 +2.8919e+00 -2.1909e+00 +2.5238e+00 +2.6544e+00 +1.6023e+00 -2.6546e+00 -3.2080e-02 -4.3397e-01 -2.0034e+00 +2.2432e+00 +2.9793e+00 +9.7284e-01
608 +1.581642085e+02 +1.581642085e+02 -8.201579153e+01 -8.201579153e+01 -3.3819e+00 +1.5862e+00 -4.9516e-02 -1.5933e+00 +5.4894e-01 +7.2682e-01 -3.1991e+00 -2.9648e+00 +2.1887e+00 -2.2693e+00 +1.6870e+00 +2.1919e+00 +2.1454e+00 -2.2589e+00 +2.1150e-02 -1.3494e+00 -2.3139e+00 +3.1889e+00 +5.4048e+00 +6.3573e-01
2201 +9.825409067e+01 +9.825409067e+01 -1.419259093e+02 -1.419259093e+02 -3.0294e+00 +2.8245e+00 +3.5659e-01 -1.8303e+00 +3.1090e-01 +1.0459e-01 -3.9182e+00 -2.5930e+00 +3.1935e+00 -1.9642e+00 +2.6014e+00 +9.3419e-01 +1.9570e+00 -2.5886e+00 -4.0118e-02 -1.1290e+00 -2.5568e+00 +1.5376e+00 +4.2110e+00 +9.5834e-01
2367 +6.255455924e+01 +6.255455924e+01 -1.776254408e+02 -1.776254408e+02 -2.9207e+00 +2.7152e+00 +3.5330e-01 -1.7680e+00 +2.9986e-01 +1.3528e-01 -4.0172e+00 -2.6547e+00 +3.3115e+00 -1.9259e+00 +2.6233e+00 +1.0113e+00 +2.0056e+00 -2.7675e+00 -5.7046e-02 -1.0454e+00 -2.5236e+00 +1.4243e+00 +4.2180e+00 +1.0330e+00
2649 +3.885169391e+01 +3.885169391e+01 -2.013283061e+02 -2.013283061e+02 -2.9363e+00 +2.8547e+00 +3.1890e-01 -1.8269e+00 +2.8289e-01 +4.1174e-02 -3.9609e+00 -2.4914e+00 +3.2151e+00 -1.9572e+00 +2.4769e+00 +9.2337e-01 +1.9457e+00 -2.7086e+00 -6.9757e-03 -1.0339e+00 -2.5460e+00 +1.4417e+00 +4.3382e+00 +1.1412e+00
3173 +2.511586227e+01 +2.511586227e+01 -2.150641377e+02 -2.150641377e+02 -3.0319e+00 +2.7752e+00 +4.2379e-01 -1.8904e+00 +3.8397e-01 +9.1105e-02 -3.9408e+00 -2.4410e+00 +3.2646e+00 -1.9739e+00 +2.4764e+00 +9.0212e-01 +1.9250e+00 -2.6525e+00 -3.6607e-03 -9.8600e-01 -2.4954e+00 +1.4860e+00 +4.2474e+00 +1.1508e+00
% function evaluation | noise-free fitness - Fopt (-3.941600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.633052095e+02 +9.633052095e+02 +5.691452095e+02 +5.691452095e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
71 +6.244611198e+02 +6.244611198e+02 +2.303011198e+02 +2.303011198e+02 +1.0032e+00 +4.1368e-01 -7.9517e-01 +1.4951e+00 -1.0432e-01 +3.0529e-01 -2.4150e-01 +1.5496e+00 +1.1801e+00 +1.3914e+00 -2.8904e-01 +5.4994e-01 +1.5777e+00 +1.9819e+00 +1.1675e+00 +1.5295e+00 +7.7791e-01 +8.2007e-01 +1.2251e+00 +4.5098e-01
128 +3.570072241e+02 +3.570072241e+02 -3.715277586e+01 -3.715277586e+01 +1.5365e-01 -4.8454e-01 -6.3490e-01 +1.5535e+00 -9.3975e-01 +1.0181e+00 -1.6702e+00 +1.1407e+00 +1.5738e+00 +6.7474e-01 -1.5609e+00 +8.8650e-02 +2.2972e+00 +2.8401e+00 +1.0229e+00 +1.6360e+00 +1.5136e+00 +5.2851e-02 +1.5957e+00 -1.3306e+00
218 +2.215644335e+02 +2.215644335e+02 -1.725955665e+02 -1.725955665e+02 -1.5495e+00 -1.0621e+00 -8.1458e-01 +8.5609e-01 -4.6220e-01 +6.0993e-01 -1.3976e+00 +8.5161e-01 -9.4884e-02 -8.2351e-01 -2.4977e+00 +1.3280e-01 +3.4362e+00 +4.0870e+00 +6.1598e-01 +3.2905e-01 +2.3586e+00 +2.5875e-01 -7.2551e-01 -1.4710e+00
