% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.642875550e+04 +4.642875550e+04 +4.620785550e+04 +4.620785550e+04 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
13 +3.345531028e+04 +3.345531028e+04 +3.323441028e+04 +3.323441028e+04 +1.0546e+00 +1.0396e+00 -1.9349e-01 +1.0192e+00 +2.8873e-01 +1.9901e-01 -2.4673e-01 +2.6999e-01 +1.0621e+00 +4.1448e-01 -6.3137e-03 +9.5827e-01 +6.5424e-01 +5.7351e-01 +1.0901e+00 +4.6508e-01 +5.9541e-01 +1.1275e+00 +4.5353e-01 +1.0977e+00
53 +2.274319546e+04 +2.274319546e+04 +2.252229546e+04 +2.252229546e+04 +1.1859e+00 +3.4622e-01 -4.5546e-01 +1.2500e+00 +4.3778e-01 +2.3726e-01 -7.2126e-01 +1.2244e-01 +9.4463e-01 -1.5215e-01 -1.6402e-01 +7.3307e-01 +3.5858e-01 +8.0560e-01 +1.3079e+00 +1.1122e+00 +1.1693e+00 +1.5079e+00 +3.4654e-01 +1.2114e+00
79 +1.553985087e+04 +1.553985087e+04 +1.531895087e+04 +1.531895087e+04 +1.3051e+00 +5.6523e-01 -5.0644e-01 +1.9028e+00 +1.1588e+00 +1.2628e-01 -1.4027e-01 +1.6590e-01 +9.3994e-01 -8.8086e-01 -2.4810e-01 +5.2062e-01 +8.2848e-02 +1.2180e+00 +1.3225e+00 +2.2670e-01 +9.3416e-01 +9.5599e-01 +6.7559e-01 +1.4297e+00
129 +7.470118029e+03 +7.470118029e+03 +7.249218029e+03 +7.249218029e+03 +1.5079e+00 +2.3060e-01 -1.0386e+00 +2.0633e+00 +2.7953e-01 -3.8091e-01 -4.4123e-01 +9.7596e-01 +1.8076e+00 -1.3152e+00 -1.1034e-01 +1.5436e-01 -1.5248e+00 +1.0457e+00 +1.1088e+00 +6.1669e-01 +9.6111e-01 +2.4658e-01 +6.6481e-02 +1.1748e+00
155 +4.748929372e+03 +4.748929372e+03 +4.528029372e+03 +4.528029372e+03 +1.0844e+00 -2.2684e-01 -1.5175e+00 +1.2975e+00 +4.8322e-01 -5.2019e-01 -4.3482e-01 +1.5214e+00 +1.0884e+00 -1.1271e+00 +2.9502e-01 +8.2827e-02 -1.7964e+00 +1.5163e+00 +7.2999e-01 +5.6464e-01 +1.6045e+00 +5.4499e-02 -8.4134e-01 +7.5469e-01
175 +3.298989210e+03 +3.298989210e+03 +3.078089210e+03 +3.078089210e+03 +6.4502e-01 +7.4458e-01 -1.3182e+00 +2.2329e+00 +2.3687e-01 -5.4078e-01 -9.5920e-01 +1.7681e+00 +1.6953e+00 -2.3133e+00 +7.0218e-01 -8.1673e-01 -2.1202e+00 +1.5041e+00 +1.5360e+00 +8.6711e-01 +1.9857e+00 -1.0239e-01 +4.5244e-02 +6.3404e-01
187 +2.449484189e+03 +2.449484189e+03 +2.228584189e+03 +2.228584189e+03 +3.8525e-01 +1.2648e-01 -1.3560e+00 +1.8320e+00 +1.2380e+00 -1.1711e-01 -9.4383e-01 +9.7796e-01 +8.6872e-01 -1.7260e+00 +1.3382e+00 -3.8453e-01 -1.8544e+00 +2.1640e+00 +9.1477e-01 +9.6770e-01 +1.2342e+00 -3.2605e-01 -6.4407e-01 +1.5907e-01
245 +1.470392585e+03 +1.470392585e+03 +1.249492585e+03 +1.249492585e+03 +3.7547e-01 -4.1328e-01 -1.6167e+00 +1.9100e+00 +4.7048e-01 -4.0926e-01 -1.5046e+00 +2.0389e+00 +1.3856e+00 -1.8223e+00 +2.9566e-01 -1.6962e+00 -1.5037e+00 +8.1540e-01 +7.3134e-01 +6.2261e-01 +4.9675e-01 -5.9569e-01 -3.2661e-01 +4.9556e-01
269 +9.979929594e+02 +9.979929594e+02 +7.770929594e+02 +7.770929594e+02 -3.2326e-01 -1.7373e-02 -1.5772e+00 +1.9003e+00 +7.1860e-02 -1.4530e-01 -1.5265e+00 +1.7515e+00 +1.6852e+00 -2.0442e+00 +8.5029e-01 -8.7934e-01 -1.7747e+00 +1.3194e+00 -1.7426e-01 -6.0647e-01 +9.8357e-02 -2.4579e-01 -3.4707e-01 -5.5740e-02
285 +4.071255251e+02 +4.071255251e+02 +1.862255251e+02 +1.862255251e+02 -1.3107e+00 -6.1851e-01 -1.9367e+00 +1.1382e+00 +3.5547e-01 +1.5150e-01 -2.1214e+00 +1.8292e+00 +2.5950e+00 -1.9475e+00 +3.6527e-01 -2.0436e+00 -1.9460e+00 +1.0524e+00 -3.7745e-01 -6.1213e-01 +7.6593e-01 -1.4704e+00 -9.4254e-01 -7.0527e-02
343 +3.852001855e+02 +3.852001855e+02 +1.643001855e+02 +1.643001855e+02 -8.7419e-01 -1.3629e+00 -2.8543e+00 +5.5132e-01 +7.7402e-01 +1.2808e+00 -1.8273e+00 +1.9541e+00 +2.4592e+00 -2.4201e+00 -6.1384e-02 -2.1093e+00 -2.1051e+00 +4.0019e-01 -1.0395e+00 -1.5531e-01 +1.3652e+00 -1.8907e+00 -5.0896e-01 -3.3806e-01
458 +2.368990990e+02 +2.368990990e+02 +1.599909903e+01 +1.599909903e+01 -1.5930e+00 -1.0171e+00 -3.1629e+00 +6.9603e-01 +5.8996e-01 +3.9558e-01 -1.8226e+00 +1.6558e+00 +1.2003e+00 -2.4200e+00 -2.5581e-01 -1.5872e+00 -2.2809e+00 +8.6001e-01 -1.3567e-01 -7.8604e-01 +1.2675e+00 -7.2780e-01 -1.7514e+00 -2.8900e-01
502 +1.374530117e+02 +1.374530117e+02 -8.344698832e+01 -8.344698832e+01 -1.3793e+00 -1.0693e+00 -2.4813e+00 +4.7955e-01 +4.1154e-01 +7.1424e-01 -2.0595e+00 +1.7941e+00 +1.4916e+00 -2.8362e+00 -1.0576e-01 -2.1506e+00 -2.7082e+00 +9.4170e-01 +2.7852e-01 +1.0841e-02 +1.2125e+00 -1.0207e+00 -1.7531e+00 -5.4483e-01
577 +9.964858057e+01 +9.964858057e+01 -1.212514194e+02 -1.212514194e+02 -1.6048e+00 -1.1898e+00 -2.3921e+00 +1.0868e+00 +2.2361e-01 +1.3581e+00 -1.9427e+00 +1.8071e+00 +1.7173e+00 -2.6392e+00 -1.8758e-01 -1.5882e+00 -2.2354e+00 +8.5921e-01 -3.7088e-01 -8.4826e-01 +1.1674e+00 -1.1744e+00 -1.8157e+00 -6.5963e-01
665 +6.198918482e+01 +6.198918482e+01 -1.589108152e+02 -1.589108152e+02 -1.2876e+00 -1.2133e+00 -2.5343e+00 +7.6229e-01 +4.4876e-01 +8.5341e-01 -1.9321e+00 +1.9044e+00 +1.7904e+00 -2.6012e+00 -8.5082e-02 -1.9334e+00 -2.2438e+00 +6.5322e-01 -2.4856e-01 -3.8941e-01 +1.0963e+00 -1.0770e+00 -2.0709e+00 -7.1088e-01
727 +3.719145598e+01 +3.719145598e+01 -1.837085440e+02 -1.837085440e+02 -1.5199e+00 -1.1208e+00 -2.5951e+00 +8.5591e-01 +4.4783e-01 +1.0273e+00 -2.1355e+00 +1.7973e+00 +1.8613e+00 -2.7208e+00 -1.4432e-01 -1.8490e+00 -2.4756e+00 +3.7507e-01 -5.1910e-01 -5.0477e-01 +8.2316e-01 -9.1127e-01 -1.6874e+00 -6.3163e-01
883 +2.453100911e+01 +2.453100911e+01 -1.963689909e+02 -1.963689909e+02 -1.3098e+00 -1.1639e+00 -2.5908e+00 +8.4461e-01 +4.8114e-01 +1.0293e+00 -2.0480e+00 +1.6693e+00 +1.9265e+00 -2.7585e+00 -2.0563e-01 -1.8497e+00 -2.2998e+00 +4.3567e-01 -3.3782e-01 -4.4223e-01 +1.0902e+00 -1.1156e+00 -1.7942e+00 -6.6813e-01
4805 +1.584022708e+01 +1.584022708e+01 -2.050597729e+02 -2.050597729e+02 -2.0614e-01 -5.9019e-01 -2.1320e+00 +1.0790e+00 +5.0001e-01 +9.6277e-01 -2.0385e+00 +1.7173e+00 +1.8832e+00 -2.8851e+00 -2.6296e-01 -1.8310e+00 -2.2944e+00 +4.5201e-01 -4.3219e-01 -4.7610e-01 +1.0266e+00 -1.0880e+00 -1.7119e+00 -6.3823e-01
% function evaluation | noise-free fitness - Fopt (-3.594800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.823851913e+05 +1.823851913e+05 +1.820257113e+05 +1.820257113e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
16 +1.576028690e+05 +1.576028690e+05 +1.572433890e+05 +1.572433890e+05 +1.6120e-01 +9.5983e-01 +3.3430e-01 +1.1015e+00 +9.7123e-01 -1.5717e-01 -3.0851e-01 +5.8748e-01 +1.1163e+00 +1.5569e+00 +2.5852e-01 +1.1224e+00 +8.7650e-01 +8.5324e-01 +1.7346e-01 -1.8643e-01 +2.1484e-01 +8.2621e-01 +9.2992e-01 +3.7288e-01
51 +8.678431852e+04 +8.678431852e+04 +8.642483852e+04 +8.642483852e+04 -2.4837e-01 +4.2323e-01 +3.8008e-01 +9.3393e-01 +7.8583e-01 -4.7480e-02 -5.4234e-01 +1.1766e+00 +1.1979e-01 +1.1725e+00 +4.4350e-01 +4.7814e-01 +3.9455e-01 +1.5863e+00 -1.3267e-01 -4.0135e-01 +1.0363e+00 +9.2955e-01 -3.1735e-01 +1.6309e+00
103 +6.208524511e+04 +6.208524511e+04 +6.172576511e+04 +6.172576511e+04 -7.1253e-01 +1.6087e-01 +3.7620e-02 +9.2273e-01 +1.2343e+00 -5.7649e-01 -6.9034e-01 +6.1827e-01 +5.1992e-01 +4.3550e-01 +4.4983e-01 +3.6850e-01 +5.8637e-01 +9.6088e-01 +4.0119e-01 -5.1435e-01 +6.8203e-01 +1.1404e+00 -1.0242e+00 +1.6739e+00
146 +3.896359771e+04 +3.896359771e+04 +3.860411771e+04 +3.860411771e+04 -2.2861e+00 -1.2333e+00 +1.0545e+00 +1.0516e+00 +1.4761e+00 -9.9632e-01 +7.9235e-02 +1.1945e+00 -1.2180e+00 +5.8681e-01 +1.0895e+00 -5.7806e-01 +6.1653e-01 +1.4125e+00 -9.8301e-01 -8.1011e-01 +7.9820e-01 +1.8962e+00 -2.2281e+00 +1.7804e+00
170 +1.991991141e+04 +1.991991141e+04 +1.956043141e+04 +1.956043141e+04 -2.1530e+00 -1.4411e+00 +4.9450e-01 +1.2797e+00 +1.3029e+00 -1.1002e+00 -7.8940e-02 +7.1315e-01 +2.6953e-01 -3.6561e-01 -2.3729e-02 +4.8765e-01 +2.1598e-01 +5.1278e-01 -3.8549e-01 -1.2772e+00 -2.4472e-01 +1.8782e+00 -2.0190e+00 +9.8379e-01
190 +1.553188321e+04 +1.553188321e+04 +1.517240321e+04 +1.517240321e+04 -2.6404e+00 -1.6117e+00 +1.8332e+00 +1.3967e-01 +1.3097e+00 -1.4493e+00 -1.4668e+00 +1.1908e+00 -5.6965e-01 -2.2239e-01 +4.0974e-01 +1.4325e+00 +9.9278e-01 +7.7418e-01 -3.7202e-01 -9.5738e-01 -3.0416e-02 -1.2944e-01 -2.4185e+00 +8.3510e-01
211 +9.522646418e+03 +9.522646418e+03 +9.163166418e+03 +9.163166418e+03 -2.5467e+00 -2.7545e+00 +1.2487e+00 +2.3478e-01 +1.4182e+00 -1.7950e+00 -1.2625e+00 +1.1363e+00 +9.8443e-02 -7.8340e-01 -7.2218e-01 +3.7654e-01 -2.3203e-03 +8.1505e-01 -1.1872e+00 -1.7650e+00 +7.4924e-02 +3.5127e-01 -2.0838e+00 +5.7884e-01
231 +2.845536102e+03 +2.845536102e+03 +2.486056102e+03 +2.486056102e+03 -2.5681e+00 -2.8079e+00 +1.5451e+00 -9.2150e-01 +1.4346e-01 -2.4469e+00 -1.3397e+00 +1.9127e+00 -5.9843e-01 -1.1835e+00 -1.4606e+00 +7.6703e-01 +8.0024e-01 +6.2605e-01 -2.0947e+00 -1.7510e+00 -4.8493e-01 +1.5336e+00 -2.8441e+00 +2.5287e+00
259 +2.396628743e+03 +2.396628743e+03 +2.037148743e+03 +2.037148743e+03 -4.0840e+00 -3.4543e+00 +1.3816e+00 -6.2531e-01 +5.1021e-01 -1.5163e+00 -1.9035e+00 +2.6443e+00 +9.8855e-01 -1.0936e+00 -8.5989e-02 +1.9498e+00 +1.0889e-01 -2.2355e-01 -2.1707e+00 -3.2631e+00 -1.0650e+00 +2.2730e+00 -2.9099e+00 +2.5536e+00
393 +1.475541342e+03 +1.475541342e+03 +1.116061342e+03 +1.116061342e+03 -3.8622e+00 -2.5172e+00 +1.2594e+00 -7.5555e-01 -1.0491e+00 -1.8144e+00 -1.7424e+00 +7.2511e-01 +1.7912e+00 -3.4172e+00 -6.6012e-01 +7.8069e-01 +3.6511e-01 -1.0451e+00 -3.4410e+00 -3.3993e+00 -2.1185e+00 +1.1886e+00 -4.1793e+00 +3.2236e+00
450 +6.690886104e+02 +6.690886104e+02 +3.096086104e+02 +3.096086104e+02 -3.1828e+00 -2.7273e+00 +1.2525e+00 -1.8458e+00 -7.8864e-01 -1.7541e+00 -2.0534e+00 +5.9965e-01 +1.6586e+00 -3.2141e+00 -1.2129e+00 +1.2964e+00 +7.2815e-01 -7.8628e-01 -2.5691e+00 -3.1200e+00 -1.9588e+00 +7.5380e-01 -3.4332e+00 +2.8268e+00
495 +6.125677297e+02 +6.125677297e+02 +2.530877297e+02 +2.530877297e+02 -4.5387e+00 -3.0079e+00 +1.5729e+00 -1.7312e+00 -1.3171e+00 -1.4895e+00 -2.2881e+00 +2.6125e+00 +9.6990e-01 -2.5166e+00 -1.3393e+00 +9.6398e-01 +1.2487e+00 -1.7870e+00 -2.8576e+00 -2.9568e+00 -1.9003e+00 +1.7318e+00 -2.7004e+00 +2.7337e+00
555 +3.902872505e+02 +3.902872505e+02 +3.080725054e+01 +3.080725054e+01 -4.6157e+00 -2.9558e+00 +1.5327e+00 -1.5129e+00 -7.6542e-01 -2.0479e+00 -2.2459e+00 +2.1789e+00 +1.8865e+00 -2.4243e+00 -1.2835e+00 +8.5842e-01 +5.6015e-01 -9.8275e-01 -3.1250e+00 -2.7004e+00 -7.8878e-01 +1.8057e+00 -3.4841e+00 +2.1582e+00
670 +2.371868331e+02 +2.371868331e+02 -1.222931669e+02 -1.222931669e+02 -4.5597e+00 -3.1453e+00 +1.3255e+00 -1.0197e+00 -2.1337e-01 -1.4418e+00 -2.0056e+00 +1.9818e+00 +1.5877e+00 -2.6059e+00 -2.0542e+00 +4.2953e-01 +1.4463e+00 -1.0271e+00 -2.5024e+00 -2.3319e+00 -1.4542e+00 +1.5653e+00 -3.5593e+00 +1.8356e+00
735 +1.524477843e+02 +1.524477843e+02 -2.070322157e+02 -2.070322157e+02 -4.3653e+00 -3.2233e+00 +1.1284e+00 -1.3744e+00 -8.1382e-01 -1.4622e+00 -1.7145e+00 +2.1044e+00 +1.5935e+00 -3.0343e+00 -1.6553e+00 +1.4403e+00 +1.3242e+00 -1.0494e+00 -3.5130e+00 -2.9989e+00 -1.4526e+00 +1.1061e+00 -4.1178e+00 +2.1392e+00
819 +9.813256482e+01 +9.813256482e+01 -2.613474352e+02 -2.613474352e+02 -4.0631e+00 -3.2252e+00 +1.8530e+00 -1.0656e+00 -6.9318e-01 -1.6340e+00 -2.4830e+00 +1.6847e+00 +1.5562e+00 -2.5237e+00 -1.8295e+00 +1.2152e+00 +1.2493e+00 -7.0651e-01 -2.7116e+00 -2.8849e+00 -1.5348e+00 +1.2415e+00 -3.6957e+00 +1.2990e+00
937 +4.790597325e+01 +4.790597325e+01 -3.115740268e+02 -3.115740268e+02 -3.8911e+00 -3.2756e+00 +1.5074e+00 -1.0755e+00 -9.7995e-01 -1.6985e+00 -2.4000e+00 +1.6850e+00 +1.5976e+00 -2.5772e+00 -2.1265e+00 +1.1884e+00 +1.5935e+00 -9.6793e-01 -3.2461e+00 -3.2186e+00 -1.7678e+00 +1.1122e+00 -3.7719e+00 +1.4026e+00
1012 +3.439262795e+01 +3.439262795e+01 -3.250873720e+02 -3.250873720e+02 -3.9246e+00 -3.4816e+00 +1.3531e+00 -1.1542e+00 -8.8290e-01 -1.8498e+00 -2.4460e+00 +1.6983e+00 +1.4322e+00 -2.5009e+00 -2.0155e+00 +8.9908e-01 +1.2620e+00 -1.0781e+00 -3.1712e+00 -3.1047e+00 -1.9672e+00 +1.0793e+00 -3.6360e+00 +1.6229e+00
1151 +2.458103390e+01 +2.458103390e+01 -3.348989661e+02 -3.348989661e+02 -3.8523e+00 -3.5210e+00 +1.4719e+00 -1.1672e+00 -8.1990e-01 -1.7477e+00 -2.3754e+00 +1.6586e+00 +1.5272e+00 -2.6289e+00 -2.0295e+00 +1.1558e+00 +1.2125e+00 -1.1289e+00 -3.2675e+00 -3.0808e+00 -1.8406e+00 +9.3041e-01 -3.7244e+00 +1.4920e+00
3425 +1.577855839e+01 +1.577855839e+01 -3.437014416e+02 -3.437014416e+02 -3.0445e+00 -2.7443e+00 +1.8801e+00 -9.3779e-01 -8.1675e-01 -1.8013e+00 -2.3215e+00 +1.6473e+00 +1.4613e+00 -2.5910e+00 -1.9541e+00 +1.1802e+00 +1.2486e+00 -1.0178e+00 -3.2730e+00 -3.0947e+00 -1.8134e+00 +9.7528e-01 -3.7119e+00 +1.5231e+00
% function evaluation | noise-free fitness - Fopt (2.748000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.132527271e+05 +1.132527271e+05 +1.132802071e+05 +1.132802071e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
11 +9.567771203e+04 +9.567771203e+04 +9.570519203e+04 +9.570519203e+04 +4.9546e-01 +1.3868e+00 +4.9739e-01 +8.4449e-01 +1.8051e-01 -3.5848e-02 +2.3172e-01 +6.2970e-01 +8.7916e-01 +1.0979e+00 +2.7518e-01 +5.9539e-01 +6.7278e-01 +2.6304e-01 +6.4794e-01 +4.5714e-02 +4.2550e-01 +6.9823e-03 +6.5510e-01 +1.3322e+00
39 +4.844408893e+04 +4.844408893e+04 +4.847156893e+04 +4.847156893e+04 +1.0333e+00 +1.4902e+00 +5.9180e-01 +3.8487e-01 +3.9246e-01 -1.0949e-01 +1.7468e-01 +5.7113e-01 +3.9452e-03 +9.1664e-01 -5.6874e-01 +6.0722e-01 -1.2516e-01 +4.9547e-02 -3.3087e-03 -5.8766e-01 +2.5204e-01 -5.3727e-01 +8.4204e-01 +1.1821e+00
76 +3.205362798e+04 +3.205362798e+04 +3.208110798e+04 +3.208110798e+04 +6.9852e-01 +2.3168e+00 +4.9290e-01 -1.0867e-01 -2.1056e-01 +3.1493e-02 +1.1447e+00 -1.9496e-02 -6.9730e-02 +3.4406e-01 -1.2959e+00 +5.0557e-01 -1.4450e+00 +3.3777e-02 -2.4344e-01 -2.8718e-01 -3.3814e-01 -5.3657e-01 +7.6691e-02 +3.8290e-01
115 +2.475034081e+04 +2.475034081e+04 +2.477782081e+04 +2.477782081e+04 +5.2950e-01 +9.6562e-01 +1.3333e+00 -1.4022e+00 +1.2797e+00 -1.4956e+00 +5.4155e-01 -1.3406e+00 +6.9939e-01 +7.0166e-01 -1.4057e+00 +2.2085e-01 -5.4007e-01 +3.5654e-01 -8.0021e-01 +1.9035e-02 +6.7355e-03 -4.6693e-01 +2.7682e-01 +3.6345e-02
138 +1.129208947e+04 +1.129208947e+04 +1.131956947e+04 +1.131956947e+04 +2.2175e-01 +2.6516e+00 +2.1089e+00 -1.8539e+00 +2.2098e-01 -2.1476e+00 +9.7279e-01 -9.5270e-02 +6.2876e-01 +1.2902e+00 -3.0400e+00 -1.0634e+00 -9.4702e-01 -8.6574e-02 -2.5731e+00 +4.4210e-01 -1.1187e+00 -1.7303e+00 -6.0833e-01 +3.1375e-02
145 +9.549755838e+03 +9.549755838e+03 +9.577235838e+03 +9.577235838e+03 -4.6370e-01 +2.4431e+00 +2.1559e+00 -4.5716e-01 +1.8777e+00 -1.6279e+00 +7.6477e-01 -2.0058e-01 -9.5220e-02 +2.0539e+00 -3.3983e+00 -1.6529e+00 -1.0871e+00 -1.0937e+00 -1.7811e+00 +3.6036e-01 -2.0330e-01 -1.6401e+00 -2.5014e-01 -3.5830e-01
149 +4.810531872e+03 +4.810531872e+03 +4.838011872e+03 +4.838011872e+03 -3.7124e-01 +2.1711e+00 +1.3233e+00 -1.2331e+00 +1.7983e+00 -1.4525e+00 +1.5452e+00 -6.9252e-01 -5.0296e-02 +2.3930e+00 -1.8504e+00 -4.4788e-01 -1.7357e+00 -1.1405e+00 -2.1376e+00 -4.7699e-02 -1.2993e+00 -1.3810e+00 +1.0615e-01 +3.9341e-01
182 +3.568640681e+03 +3.568640681e+03 +3.596120681e+03 +3.596120681e+03 +8.5356e-01 +2.8751e+00 +1.7609e+00 -8.3245e-01 +2.1614e+00 -2.6095e+00 +2.0629e+00 +1.0646e+00 -5.5557e-01 +1.0529e-01 -4.6244e+00 -2.3971e+00 -2.8691e+00 -1.4798e+00 -2.7888e+00 +6.9334e-01 -3.7297e+00 -3.1792e+00 +8.2654e-01 +6.9496e-01
350 +1.544491303e+03 +1.544491303e+03 +1.571971303e+03 +1.571971303e+03 +1.5501e+00 +1.3756e+00 +5.0029e-01 -1.6280e+00 +2.3572e+00 -3.0808e+00 +2.4890e+00 -5.8978e-01 -1.7006e+00 +8.6127e-01 -4.3893e+00 -2.4856e+00 -2.6094e+00 -3.5273e+00 -2.5737e+00 +1.5797e+00 -1.8767e+00 -3.3212e+00 +1.2225e+00 -1.2137e+00
439 +9.220487967e+02 +9.220487967e+02 +9.495287967e+02 +9.495287967e+02 +1.5702e+00 +1.5965e+00 +1.9369e-01 -2.3782e+00 +6.3092e-01 -2.9609e+00 +1.0489e+00 -5.0797e-01 -2.3031e+00 +1.1422e+00 -3.2648e+00 -2.2583e+00 -3.0631e+00 -2.7836e+00 -3.3355e+00 +6.1268e-01 -3.3799e+00 -2.6985e+00 +1.8511e-01 +2.7552e-01
463 +6.141530818e+02 +6.141530818e+02 +6.416330818e+02 +6.416330818e+02 +1.8350e+00 +1.1643e+00 +3.4075e-01 -1.9186e+00 +2.1208e+00 -2.7410e+00 +1.5743e+00 +5.6802e-01 -2.1274e+00 +4.4720e-01 -3.4291e+00 -2.1571e+00 -2.7226e+00 -1.9779e+00 -2.6427e+00 +1.0201e+00 -2.6042e+00 -2.4682e+00 +3.6943e-01 -2.3935e-01
690 +3.740253446e+02 +3.740253446e+02 +4.015053446e+02 +4.015053446e+02 +1.9047e+00 +1.3473e+00 +2.5957e-01 -1.9506e+00 +1.3791e+00 -2.2621e+00 +1.2727e+00 +2.4778e-01 -2.0344e+00 +6.6748e-01 -3.6521e+00 -2.4393e+00 -3.2843e+00 -2.4739e+00 -3.1095e+00 +1.0990e+00 -2.2843e+00 -2.9620e+00 +4.5803e-01 -9.1323e-01
879 +2.394807097e+02 +2.394807097e+02 +2.669607097e+02 +2.669607097e+02 +2.1123e+00 +1.1712e+00 +8.9642e-01 -2.3841e+00 +1.6263e+00 -2.3730e+00 +1.3280e+00 -3.8917e-01 -1.8796e+00 +4.8888e-01 -3.4713e+00 -2.1549e+00 -3.1505e+00 -2.4118e+00 -2.9961e+00 +6.9529e-01 -2.6571e+00 -2.8254e+00 +5.0689e-01 -1.2645e+00
1038 +1.488854296e+02 +1.488854296e+02 +1.763654296e+02 +1.763654296e+02 +2.1173e+00 +1.3247e+00 +7.0000e-01 -2.3451e+00 +1.6107e+00 -2.4639e+00 +1.5322e+00 -1.9673e-01 -1.7858e+00 +1.0549e+00 -3.4958e+00 -2.2010e+00 -3.0320e+00 -2.3551e+00 -2.9089e+00 +6.6758e-01 -2.4536e+00 -2.8254e+00 +1.1149e+00 -2.1788e+00
1074 +8.661288812e+01 +8.661288812e+01 +1.140928881e+02 +1.140928881e+02 +2.2064e+00 +1.3440e+00 +7.8551e-01 -2.3414e+00 +1.5595e+00 -2.5826e+00 +1.4873e+00 -3.9818e-01 -1.7858e+00 +6.1788e-01 -3.3338e+00 -2.0128e+00 -2.9805e+00 -2.4086e+00 -2.9734e+00 +8.3609e-01 -2.2437e+00 -2.5245e+00 +1.5696e+00 -3.0909e+00
1133 +5.897732689e+01 +5.897732689e+01 +8.645732689e+01 +8.645732689e+01 +2.0981e+00 +1.3966e+00 +8.9684e-01 -2.6529e+00 +1.5774e+00 -2.5278e+00 +1.3168e+00 -2.9674e-01 -1.6533e+00 +6.5560e-01 -3.4331e+00 -1.9772e+00 -3.1079e+00 -2.6856e+00 -2.9431e+00 +8.9377e-01 -2.6112e+00 -2.9018e+00 +1.8607e+00 -3.3261e+00
1256 +3.939450976e+01 +3.939450976e+01 +6.687450976e+01 +6.687450976e+01 +2.2094e+00 +1.5785e+00 +9.0037e-01 -2.1839e+00 +1.5257e+00 -2.4589e+00 +1.2724e+00 -2.3376e-01 -1.9554e+00 +4.5478e-01 -3.6427e+00 -1.9908e+00 -3.0491e+00 -2.2789e+00 -2.8158e+00 +1.0368e+00 -2.6512e+00 -2.7733e+00 +1.8924e+00 -3.2778e+00
1366 +2.419684397e+01 +2.419684397e+01 +5.167684397e+01 +5.167684397e+01 +2.2176e+00 +1.4270e+00 +8.4453e-01 -2.4709e+00 +1.4996e+00 -2.3840e+00 +1.2302e+00 -2.7317e-01 -1.9041e+00 +6.4013e-01 -3.6334e+00 -2.1719e+00 -3.0917e+00 -2.4415e+00 -2.9692e+00 +1.0049e+00 -2.5676e+00 -2.8280e+00 +1.8758e+00 -3.3642e+00
2759 +1.584302886e+01 +1.584302886e+01 +4.332302886e+01 +4.332302886e+01 +2.4680e+00 +1.7449e+00 +1.0893e+00 -2.2295e+00 +1.5818e+00 -2.4615e+00 +1.3101e+00 -2.2448e-01 -1.9753e+00 +5.9078e-01 -3.6795e+00 -2.2127e+00 -3.0479e+00 -2.4309e+00 -2.9226e+00 +8.9478e-01 -2.6763e+00 -2.8751e+00 +1.9040e+00 -3.3412e+00
% function evaluation | noise-free fitness - Fopt (3.609000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.358362650e+05 +1.358362650e+05 +1.358723550e+05 +1.358723550e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
