% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1038 +2.397527559e+01 +2.397527559e+01 +1.225952756e+02 +1.225952756e+02 -2.0418e+00 -2.0781e+00 +1.4057e+00 -3.1906e+00 -1.4184e-01 +8.4231e-01 -2.2833e+00 -3.6912e+00 -3.6252e+00 -1.0864e+00 +6.6671e-01 -2.5688e+00 +2.5953e-01 -3.9920e+00 -3.4640e+00 -3.0781e+00 +6.9610e-01 +7.2617e-01 +1.2567e+00 -3.5492e-01
3616 +1.577205082e+01 +1.577205082e+01 +1.143920508e+02 +1.143920508e+02 -9.6388e-01 -1.4341e+00 +1.9611e+00 -2.9663e+00 -1.8067e-02 +8.0972e-01 -2.3439e+00 -3.7457e+00 -3.6854e+00 -1.1220e+00 +6.6120e-01 -2.5197e+00 +1.5749e-01 -3.9462e+00 -3.4907e+00 -3.1370e+00 +6.2469e-01 +6.5852e-01 +1.2221e+00 -3.5542e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.533745022e+05 +1.533745022e+05 +1.533273522e+05 +1.533273522e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
40 +9.889566192e+04 +9.889566192e+04 +9.884851192e+04 +9.884851192e+04 +6.5907e-01 +1.3300e+00 +3.6174e-01 +3.6258e-01 +1.0422e-01 -3.4901e-01 +3.2800e-01 +5.2581e-01 +1.0333e+00 +4.1445e-01 +9.0508e-02 +6.0458e-01 +1.2682e+00 +2.6103e-02 +4.0350e-01 +2.8985e-01 +3.6787e-01 +5.4112e-02 +8.9443e-01 +5.9770e-01
85 +5.918071133e+04 +5.918071133e+04 +5.913356133e+04 +5.913356133e+04 -3.1566e-02 +1.0147e+00 +6.0323e-01 +3.0687e-02 +4.1768e-01 -1.8034e-02 +3.6680e-01 +6.1484e-01 +8.3877e-01 -2.6423e-01 +7.3852e-01 +4.2670e-01 +9.7634e-01 -9.3646e-01 +3.5244e-01 +5.4374e-01 +7.4463e-02 -1.0509e+00 +3.0607e-01 +2.5118e-01
116 +3.494380751e+04 +3.494380751e+04 +3.489665751e+04 +3.489665751e+04 +1.2690e-01 +9.0420e-01 -3.2471e-01 -7.8381e-01 -5.3796e-01 -7.6169e-02 -1.7287e-01 +3.2272e-01 +1.1495e+00 -7.1246e-01 +2.8756e-01 -2.4062e-01 +1.1855e+00 -1.1346e+00 +3.1941e-02 +2.8601e-01 +1.2837e-01 -1.6811e+00 +1.0907e+00 +9.9409e-02
155 +2.402431174e+04 +2.402431174e+04 +2.397716174e+04 +2.397716174e+04 -4.3966e-01 +1.8388e-01 +5.2038e-01 -1.9103e+00 +2.6630e-02 -3.7715e-01 +7.7392e-01 -3.6082e-01 -5.9874e-01 -1.0674e+00 +1.0392e+00 -3.2121e-01 +1.6439e+00 -1.8733e+00 +4.9030e-01 +3.2616e-01 -1.1784e+00 -2.1204e+00 -1.2541e-01 -5.9709e-01
203 +1.441875842e+04 +1.441875842e+04 +1.437160842e+04 +1.437160842e+04 -6.1992e-01 -4.0863e-01 -1.9489e-01 -3.3635e+00 -4.4368e-02 -4.0361e-02 +4.9369e-01 -1.2058e+00 -1.6992e+00 -2.6682e+00 +1.6749e+00 -2.9756e-01 +2.8651e+00 -2.2928e+00 +4.1158e-01 -1.4765e-01 -2.8921e-01 -2.2939e+00 +8.3997e-02 -7.0354e-01
227 +8.881677381e+03 +8.881677381e+03 +8.834527381e+03 +8.834527381e+03 -1.8779e+00 +9.6480e-01 -9.6537e-01 -2.6348e+00 -1.5626e-02 +6.6010e-01 -3.8670e-01 -7.5774e-01 -1.1559e+00 -2.1318e+00 +1.6882e+00 -1.2730e+00 +3.3718e+00 -2.5366e+00 +8.8591e-01 -9.6923e-01 -6.2597e-01 -2.3197e+00 +4.0541e-01 +1.7507e-02
269 +5.196868441e+03 +5.196868441e+03 +5.149718441e+03 +5.149718441e+03 -2.3974e-01 -1.5814e+00 -5.0313e-01 -1.9494e+00 +5.7963e-01 +1.7701e+00 -2.5627e+00 -1.3577e+00 -3.2257e+00 -3.0360e+00 +1.0589e+00 -7.5611e-01 +2.5942e+00 -2.4520e+00 +5.8136e-01 -1.2068e+00 -1.3380e+00 -1.9368e+00 -1.5698e-01 +1.0951e+00
288 +3.358115600e+03 +3.358115600e+03 +3.310965600e+03 +3.310965600e+03 +3.5267e-01 -2.5301e+00 -2.4412e+00 -2.6045e+00 -4.3668e-02 +2.5504e+00 -1.1373e+00 -1.7363e+00 -2.2908e+00 -3.0913e+00 +2.2176e+00 -2.8721e+00 +2.6973e+00 -3.0932e+00 +9.2286e-01 -6.8331e-01 -1.1323e+00 -2.9320e+00 +6.7425e-01 +1.4577e+00
290 +1.358407924e+03 +1.358407924e+03 +1.311257924e+03 +1.311257924e+03 -1.1007e+00 -6.5847e-01 -2.3922e+00 -3.4447e+00 +3.4066e-01 +1.4857e+00 -2.8174e+00 -1.8211e+00 -1.3297e+00 -2.8759e+00 +1.2847e+00 -2.0907e+00 +2.0412e+00 -3.3317e+00 +1.0913e+00 -1.6910e+00 -1.4433e+00 -2.0545e+00 +2.7040e-01 +1.8183e-01
335 +7.544946566e+02 +7.544946566e+02 +7.073446566e+02 +7.073446566e+02 -2.4939e+00 -9.5895e-01 -2.5675e+00 -2.5001e+00 +3.4799e-01 +1.7575e+00 -1.8914e+00 -1.7768e+00 -1.2967e+00 -2.9306e+00 +1.5379e+00 -3.0448e+00 +1.8588e+00 -2.5766e+00 +2.5236e+00 -1.3975e+00 -2.2518e+00 -3.2769e+00 +3.5859e-01 +2.7731e-01
494 +4.971052397e+02 +4.971052397e+02 +4.499552397e+02 +4.499552397e+02 -1.4334e+00 -1.0843e+00 -2.0597e+00 -3.9699e+00 -9.8406e-02 +1.6871e+00 -1.8175e+00 -2.4269e+00 -1.7847e+00 -2.6183e+00 +1.0438e+00 -2.1933e+00 +1.3281e+00 -3.6095e+00 +2.2925e+00 -2.8716e+00 -2.0245e+00 -3.4957e+00 -8.7597e-01 -1.5377e+00
544 +3.111025316e+02 +3.111025316e+02 +2.639525316e+02 +2.639525316e+02 -1.9209e+00 -1.6343e+00 -1.8696e+00 -3.7658e+00 -6.8624e-01 +9.0275e-01 -2.3785e+00 -2.4098e+00 -2.3233e+00 -2.6930e+00 +1.5355e+00 -2.3742e+00 +1.8734e+00 -3.1267e+00 +2.2379e+00 -3.1837e+00 -1.6839e+00 -3.8193e+00 -1.5128e+00 -5.2214e-01
581 +2.144233465e+02 +2.144233465e+02 +1.672733465e+02 +1.672733465e+02 -1.6753e+00 -1.4823e+00 -1.7328e+00 -3.7538e+00 +6.0552e-02 +1.2577e+00 -2.3980e+00 -2.5533e+00 -1.9988e+00 -3.0896e+00 +2.2236e+00 -2.4153e+00 +1.6931e+00 -3.2965e+00 +2.0245e+00 -2.8966e+00 -1.8149e+00 -3.9718e+00 -1.3437e+00 -8.5673e-01
726 +1.337837321e+02 +1.337837321e+02 +8.663373207e+01 +8.663373207e+01 -1.4974e+00 -1.8576e+00 -2.0994e+00 -3.4494e+00 -2.2106e-01 +6.1600e-01 -2.1112e+00 -2.3554e+00 -1.7679e+00 -2.9471e+00 +2.1214e+00 -3.0326e+00 +1.9676e+00 -3.1422e+00 +2.0414e+00 -2.8201e+00 -2.1603e+00 -3.4970e+00 -9.5976e-01 -6.0719e-01
763 +9.134280470e+01 +9.134280470e+01 +4.419280470e+01 +4.419280470e+01 -1.0489e+00 -1.7241e+00 -2.4642e+00 -3.3673e+00 -4.0660e-01 +8.4754e-01 -2.4436e+00 -2.4586e+00 -1.8520e+00 -3.0947e+00 +2.0993e+00 -2.8254e+00 +1.8504e+00 -2.9894e+00 +1.8581e+00 -2.5253e+00 -1.9871e+00 -3.8601e+00 -1.0310e+00 -8.5439e-01
909 +5.262559175e+01 +5.262559175e+01 +5.475591751e+00 +5.475591751e+00 -1.3756e+00 -1.9469e+00 -2.0946e+00 -3.1468e+00 -3.9331e-01 +6.0488e-01 -2.5872e+00 -2.3568e+00 -1.5586e+00 -2.7492e+00 +1.8881e+00 -2.8405e+00 +1.5353e+00 -2.9144e+00 +2.1610e+00 -2.3116e+00 -2.4573e+00 -3.6943e+00 -9.9270e-01 -6.0511e-01
939 +3.546417466e+01 +3.546417466e+01 -1.168582534e+01 -1.168582534e+01 -1.2668e+00 -2.0300e+00 -2.1294e+00 -3.3526e+00 -2.4784e-01 +6.7049e-01 -2.5449e+00 -2.7144e+00 -1.7818e+00 -2.7867e+00 +1.8960e+00 -2.7885e+00 +1.6061e+00 -2.9143e+00 +1.9409e+00 -2.3294e+00 -2.4308e+00 -3.7417e+00 -1.0451e+00 -8.1998e-01
1072 +2.449456569e+01 +2.449456569e+01 -2.265543431e+01 -2.265543431e+01 -1.2439e+00 -1.6639e+00 -2.1111e+00 -3.2312e+00 -2.6285e-01 +6.6516e-01 -2.6022e+00 -2.6809e+00 -1.8192e+00 -2.8141e+00 +1.8488e+00 -2.7654e+00 +1.5342e+00 -3.0989e+00 +2.0313e+00 -2.2360e+00 -2.4874e+00 -3.8192e+00 -1.1323e+00 -7.7707e-01
3311 +1.581186945e+01 +1.581186945e+01 -3.133813055e+01 -3.133813055e+01 -4.9713e-01 -1.1073e+00 -1.7087e+00 -3.0843e+00 -3.2939e-01 +6.8052e-01 -2.5311e+00 -2.6671e+00 -1.8092e+00 -2.8084e+00 +1.7804e+00 -2.8211e+00 +1.5441e+00 -3.0834e+00 +1.9764e+00 -2.2480e+00 -2.4282e+00 -3.8744e+00 -1.1718e+00 -8.0849e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.363833194e+04 +8.363833194e+04 +8.367585194e+04 +8.367585194e+04 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
26 +4.964308105e+04 +4.964308105e+04 +4.968060105e+04 +4.968060105e+04 +4.4315e-01 +1.5658e-01 +2.3383e-02 +8.4115e-01 +5.1913e-01 -6.4741e-02 +2.4716e-01 +7.6075e-01 +1.1545e+00 +1.1922e+00 +1.4271e-01 +8.5530e-01 +1.0296e+00 +3.7776e-02 +3.2085e-01 +2.9654e-01 +4.7552e-01 -5.6164e-01 +3.9709e-01 +1.0349e+00
44 +3.564429102e+04 +3.564429102e+04 +3.568181102e+04 +3.568181102e+04 +8.0785e-01 +2.0323e-02 +1.9354e-01 +2.9097e-01 +1.1015e+00 +2.3441e-01 +1.2146e-01 +7.4557e-01 +1.8675e+00 +6.1914e-01 +2.5837e-01 +8.1994e-01 +8.1110e-01 +1.4899e-01 +3.6130e-01 +2.6761e-01 +7.6323e-01 -5.0410e-01 +5.2857e-01 +1.4394e+00
67 +2.467319754e+04 +2.467319754e+04 +2.471071754e+04 +2.471071754e+04 +1.2231e+00 -1.0469e+00 -5.5925e-01 +8.6428e-02 +7.7686e-01 +1.5581e-02 +4.9390e-02 +6.2845e-01 +1.4277e+00 +5.5615e-01 +6.3077e-01 +5.1444e-01 +1.4798e+00 -3.8957e-02 +6.1996e-01 +2.0334e-01 +7.2230e-01 -5.9952e-01 -7.0563e-01 +1.3415e+00
84 +1.467849494e+04 +1.467849494e+04 +1.471601494e+04 +1.471601494e+04 +7.2126e-01 -1.4846e+00 +2.0608e-02 -3.8143e-01 +4.0408e-01 +1.0754e+00 +1.0583e+00 +7.2434e-01 +2.1520e+00 +6.5334e-01 +5.3672e-01 +5.1909e-01 +1.1070e+00 -9.9100e-03 +4.3065e-01 +4.0531e-01 +2.6834e-01 -1.3406e+00 -7.8738e-01 +1.2832e+00
109 +9.375114452e+03 +9.375114452e+03 +9.412634452e+03 +9.412634452e+03 +1.2039e+00 -1.5164e+00 +1.7460e-01 -8.4609e-01 +1.5248e+00 -3.1813e-01 +6.2235e-01 +1.7056e+00 +3.2740e+00 -1.5555e-01 +1.9069e-01 +1.1703e-01 +1.9150e+00 -2.5115e-01 -1.2669e-01 -8.2058e-01 -6.0801e-02 -1.2508e+00 -5.4308e-01 +1.2226e+00
131 +4.639926554e+03 +4.639926554e+03 +4.677446554e+03 +4.677446554e+03 +6.6158e-01 -1.8766e+00 +3.8177e-01 -1.7482e+00 +2.5099e+00 -7.4143e-01 +4.6958e-01 +1.6445e+00 +1.2569e+00 -4.1712e-01 +1.3692e+00 +8.0377e-01 +2.0376e+00 +1.0123e+00 -1.1930e-01 -2.7150e-01 -2.1651e-01 -1.4289e+00 -7.1208e-01 +2.3292e+00
156 +3.402289377e+03 +3.402289377e+03 +3.439809377e+03 +3.439809377e+03 +2.0593e-01 -2.3112e+00 +4.4063e-01 -1.4723e+00 +5.8622e-01 +1.5664e+00 +6.3720e-01 +1.7994e+00 +2.1260e+00 -8.8223e-01 +1.7277e+00 +7.4012e-01 +1.4353e+00 +1.0028e-01 +3.6681e-01 -2.6411e-01 -1.0959e+00 -2.4075e+00 -1.0104e+00 +2.4250e+00
235 +2.385098485e+03 +2.385098485e+03 +2.422618485e+03 +2.422618485e+03 +1.2305e+00 -3.4848e+00 +1.0513e+00 -8.4887e-01 +1.9440e+00 +7.2880e-01 -2.1607e-01 +2.8620e+00 +2.4545e+00 -6.3853e-01 +8.7651e-01 +3.9301e-02 +3.5525e-01 +5.6287e-01 -1.3076e+00 -9.7427e-01 -1.5933e+00 -3.3517e+00 -1.6058e+00 +1.7163e+00
245 +1.304967634e+03 +1.304967634e+03 +1.342487634e+03 +1.342487634e+03 +2.1580e+00 -2.3465e+00 +2.2433e+00 -1.5533e+00 +2.5140e+00 +1.0118e+00 +4.9284e-01 +5.3925e-01 +2.4822e+00 -1.6921e+00 +1.2399e+00 +2.6539e-01 +1.5965e+00 +1.0779e+00 -2.1972e+00 -9.0099e-01 -1.3248e+00 -2.8918e+00 -2.0179e+00 +1.8169e+00
326 +9.952454168e+02 +9.952454168e+02 +1.032765417e+03 +1.032765417e+03 +7.2008e-01 -2.5715e+00 +1.2599e+00 -2.7244e+00 +1.3711e+00 +6.5146e-01 +1.5454e+00 +1.4332e+00 +8.8968e-01 -2.8125e+00 +2.0777e+00 +2.7871e-01 +1.5060e+00 +1.9462e+00 -1.7448e+00 -1.6537e+00 -1.2827e+00 -3.3785e+00 -1.8105e+00 +2.0302e+00
388 +5.582451768e+02 +5.582451768e+02 +5.957651768e+02 +5.957651768e+02 +5.7452e-01 -2.9272e+00 +1.5172e+00 -2.7181e+00 +2.6239e+00 +1.8508e+00 +1.8356e+00 +2.1642e+00 +1.6685e+00 -2.1335e+00 +1.4570e+00 -4.0260e-01 +1.1909e+00 +1.7084e+00 -2.3347e+00 -1.8624e+00 -1.6690e+00 -3.4530e+00 -2.5898e+00 +1.9169e+00
415 +3.490647764e+02 +3.490647764e+02 +3.865847764e+02 +3.865847764e+02 +1.2530e+00 -2.9571e+00 +2.3528e+00 -2.4883e+00 +1.9441e+00 +2.0323e+00 +2.0357e+00 +2.4728e+00 +2.1802e+00 -1.2693e+00 +1.6526e+00 +3.9405e-01 +1.0389e+00 +1.7418e+00 -1.9404e+00 -2.5804e+00 -2.0691e+00 -3.4939e+00 -2.0652e+00 +2.3626e+00
494 +1.472001784e+02 +1.472001784e+02 +1.847201784e+02 +1.847201784e+02 +1.7074e+00 -2.9054e+00 +1.9444e+00 -2.2298e+00 +2.1748e+00 +1.3219e+00 +1.9568e+00 +2.6145e+00 +1.5574e+00 -1.3262e+00 +2.1027e+00 +3.0361e-01 +1.0873e+00 +8.5868e-01 -1.0454e+00 -1.7679e+00 -1.9155e+00 -3.0191e+00 -1.8640e+00 +2.2298e+00
680 +8.128834401e+01 +8.128834401e+01 +1.188083440e+02 +1.188083440e+02 +1.4851e+00 -2.8833e+00 +1.9454e+00 -2.4387e+00 +1.9402e+00 +4.9660e-01 +1.7320e+00 +2.3553e+00 +1.7043e+00 -1.3140e+00 +1.7024e+00 +7.7785e-03 +1.3049e+00 +1.4586e+00 -1.6627e+00 -2.2942e+00 -1.8982e+00 -3.2533e+00 -1.7542e+00 +2.2125e+00
736 +5.891112227e+01 +5.891112227e+01 +9.643112227e+01 +9.643112227e+01 +1.6907e+00 -2.7064e+00 +2.1433e+00 -2.4206e+00 +2.0356e+00 +9.9966e-01 +1.5608e+00 +1.9515e+00 +1.7161e+00 -1.1533e+00 +1.8936e+00 +1.2273e-01 +1.1006e+00 +1.6236e+00 -1.6914e+00 -2.0098e+00 -1.9033e+00 -3.1261e+00 -1.9152e+00 +2.0557e+00
819 +3.938522593e+01 +3.938522593e+01 +7.690522593e+01 +7.690522593e+01 +1.8146e+00 -2.7401e+00 +2.0555e+00 -2.4272e+00 +2.0011e+00 +8.6036e-01 +1.2501e+00 +1.8094e+00 +1.2815e+00 -1.5070e+00 +1.8397e+00 +2.0950e-01 +1.4385e+00 +1.6466e+00 -1.6926e+00 -2.2717e+00 -1.8986e+00 -3.0714e+00 -1.8998e+00 +1.8338e+00
980 +2.495395149e+01 +2.495395149e+01 +6.247395149e+01 +6.247395149e+01 +1.7527e+00 -2.9259e+00 +2.0663e+00 -2.4424e+00 +2.0522e+00 +9.3482e-01 +1.3422e+00 +1.8597e+00 +1.2863e+00 -1.4043e+00 +1.8361e+00 +7.4669e-02 +1.0528e+00 +1.5382e+00 -1.8186e+00 -2.2069e+00 -2.0626e+00 -3.1233e+00 -2.0787e+00 +1.8808e+00
2657 +1.581928693e+01 +1.581928693e+01 +5.333928693e+01 +5.333928693e+01 +2.3278e+00 -2.2514e+00 +2.3997e+00 -2.2323e+00 +2.0562e+00 +9.3730e-01 +1.3045e+00 +1.8523e+00 +1.2482e+00 -1.3960e+00 +1.8923e+00 +8.9893e-02 +1.1071e+00 +1.5388e+00 -1.7440e+00 -2.2133e+00 -2.0388e+00 -3.1612e+00 -1.9834e+00 +1.9658e+00
% function evaluation | noise-free fitness - Fopt (-4.257500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.389124591e+05 +1.389124591e+05 +1.384867091e+05 +1.384867091e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
36 +9.385588482e+04 +9.385588482e+04 +9.343013482e+04 +9.343013482e+04 +5.9224e-01 +7.7560e-01 +4.8910e-01 +8.6863e-01 +7.7684e-01 -3.5048e-01 +2.1865e-01 +7.4394e-02 +4.3866e-01 +7.6664e-01 +1.6437e-01 +1.5268e-01 +6.0456e-01 +2.5011e-01 +4.5650e-01 +8.3506e-01 +7.5327e-01 +9.3059e-02 +8.8319e-01 +9.5245e-01
84 +6.120694358e+04 +6.120694358e+04 +6.078119358e+04 +6.078119358e+04 -4.8711e-01 +1.3840e+00 +4.2755e-02 +4.0682e-01 -2.1491e-01 -8.6601e-01 -9.9458e-02 -2.3042e-01 +2.1282e-01 +1.2399e+00 -2.3742e-01 +1.2156e-01 -1.3922e-02 -2.5917e-01 +6.0251e-01 -7.0906e-01 +9.1873e-02 -4.8717e-01 +8.1871e-01 +1.8774e+00
109 +3.619471692e+04 +3.619471692e+04 +3.576896692e+04 +3.576896692e+04 -5.2662e-01 +9.4867e-01 +9.8568e-04 -1.3072e-01 +3.8807e-01 -1.2640e+00 -8.8540e-01 -9.0651e-01 -5.6359e-01 +3.7791e-01 +8.2725e-01 -1.5234e-01 +7.5730e-02 +6.9081e-02 +6.2621e-01 -1.0598e+00 +2.0474e-01 -4.5162e-01 +4.6437e-01 +1.5273e+00
141 +2.462226077e+04 +2.462226077e+04 +2.419651077e+04 +2.419651077e+04 -9.1650e-01 +2.3913e-02 -4.0494e-01 -7.1030e-02 +2.0121e-01 -1.6084e+00 -6.6420e-04 -1.9262e+00 -5.3198e-01 -1.1885e-01 +1.3376e-01 -8.8557e-01 +3.9638e-01 +5.9521e-01 +3.8098e-01 -1.4457e+00 +2.2331e-01 -1.0459e+00 +1.8097e+00 +2.0685e+00
169 +1.516390383e+04 +1.516390383e+04 +1.473815383e+04 +1.473815383e+04 -1.4536e+00 +1.1921e+00 -1.1867e+00 -5.4695e-01 -9.0248e-01 -1.4922e+00 -1.9137e+00 -2.5392e+00 -8.3901e-01 -6.5397e-01 +5.3883e-01 -8.8035e-01 +7.2357e-01 +6.3457e-01 -8.9955e-01 -1.1135e+00 -1.7061e+00 -7.8087e-01 +2.2849e+00 +1.8297e+00
231 +4.299750657e+03 +4.299750657e+03 +3.874000657e+03 +3.874000657e+03 -2.1644e+00 +8.1303e-01 -1.0622e+00 -1.3853e+00 -4.4511e-02 -3.2847e+00 -1.2799e+00 -3.0688e+00 -1.6814e+00 -2.3853e+00 -9.9791e-01 -2.2388e+00 +1.7088e+00 +1.0556e-01 -8.7942e-01 -1.3547e+00 -1.4559e+00 -1.5749e+00 -1.7186e-01 +3.3323e+00
309 +2.839214462e+03 +2.839214462e+03 +2.413464462e+03 +2.413464462e+03 -2.2915e+00 +1.2741e+00 -2.4251e+00 -1.3027e+00 -2.6502e-02 -2.9455e+00 +2.0583e-01 -3.6178e+00 -1.9433e+00 -1.3731e+00 -1.4417e+00 -7.6897e-01 +2.5248e-01 +7.4662e-01 -1.4773e+00 +4.4459e-01 -2.3568e+00 -2.9168e+00 +1.1556e+00 +3.5286e+00
379 +2.479752753e+03 +2.479752753e+03 +2.054002753e+03 +2.054002753e+03 -2.3560e+00 +1.1137e+00 -1.3074e+00 -2.5316e+00 +9.1017e-01 -2.7342e+00 -6.6689e-01 -2.6661e+00 -6.5570e-01 -1.5279e+00 -2.0017e+00 -1.6154e+00 +1.7493e+00 -1.0040e+00 -1.6800e+00 +1.5437e+00 -2.4317e+00 -2.5197e+00 +5.7740e-01 +3.2645e+00
396 +1.153560197e+03 +1.153560197e+03 +7.278101968e+02 +7.278101968e+02 -2.6818e+00 +2.2232e+00 -2.3439e+00 -1.6597e+00 +8.0696e-01 -2.3891e+00 +1.0206e+00 -3.6707e+00 -2.7645e+00 -1.6582e+00 -1.9469e+00 -1.9729e+00 +1.3381e+00 -3.7859e-02 -1.6129e+00 +1.3278e+00 -2.3556e+00 -2.2333e+00 +1.5824e+00 +3.8230e+00
439 +8.354760428e+02 +8.354760428e+02 +4.097260428e+02 +4.097260428e+02 -3.2525e+00 +2.5857e+00 -3.0802e+00 -2.2371e+00 +1.0392e+00 -3.8513e+00 -4.1845e-01 -4.4229e+00 -2.3125e+00 -1.1953e+00 -1.0050e+00 -2.1926e+00 +9.6011e-01 -6.7609e-01 -8.4832e-01 +1.4530e+00 -2.5524e+00 -2.6625e+00 +9.7547e-01 +3.8938e+00
464 +5.648044978e+02 +5.648044978e+02 +1.390544978e+02 +1.390544978e+02 -1.8681e+00 +1.8667e+00 -3.2563e+00 -2.5712e+00 +1.7826e+00 -3.4173e+00 +4.4156e-01 -4.4210e+00 -2.3659e+00 -1.4114e+00 -1.9411e-01 -2.3429e+00 +1.4473e+00 +5.6044e-01 -6.0860e-01 +1.2495e+00 -2.6035e+00 -2.3987e+00 +5.0941e-01 +2.9680e+00
541 +3.124923521e+02 +3.124923521e+02 -1.132576479e+02 -1.132576479e+02 -2.7600e+00 +1.8827e+00 -2.4006e+00 -2.8215e+00 +8.8890e-01 -3.0073e+00 +1.4643e-01 -3.7817e+00 -2.8921e+00 -1.6307e+00 -9.8176e-01 -1.6840e+00 +1.5855e+00 -2.1358e-01 -1.0438e+00 +7.8584e-01 -3.5380e+00 -2.4314e+00 +8.2664e-01 +2.7734e+00
597 +2.337334731e+02 +2.337334731e+02 -1.920165269e+02 -1.920165269e+02 -2.8697e+00 +1.8488e+00 -2.7148e+00 -2.5872e+00 +1.1148e+00 -3.3081e+00 -2.7310e-01 -3.6585e+00 -1.9235e+00 -1.3562e+00 -5.8273e-01 -2.0931e+00 +1.1809e+00 -3.3022e-01 -8.6425e-01 +1.0322e+00 -2.7927e+00 -2.0231e+00 +7.6075e-01 +2.5228e+00
904 +1.523378938e+02 +1.523378938e+02 -2.734121062e+02 -2.734121062e+02 -2.7234e+00 +1.9498e+00 -2.5807e+00 -2.7861e+00 +1.2814e+00 -3.2355e+00 -1.2645e-01 -3.7961e+00 -2.6224e+00 -1.7561e+00 -3.5986e-01 -2.0358e+00 +7.8731e-01 -1.1239e-01 -9.0376e-01 +6.5971e-01 -3.4111e+00 -2.3892e+00 +4.5055e-01 +1.5741e+00
1062 +9.803633713e+01 +9.803633713e+01 -3.277136629e+02 -3.277136629e+02 -2.6230e+00 +1.8073e+00 -2.4469e+00 -2.5817e+00 +1.3071e+00 -3.2545e+00 +5.7203e-02 -3.9193e+00 -2.5200e+00 -1.8311e+00 -7.3920e-01 -2.1332e+00 +8.4267e-01 -3.8840e-01 -9.5263e-01 +6.6101e-01 -3.6283e+00 -2.6839e+00 +1.5024e-01 +9.5614e-01
1116 +6.303307659e+01 +6.303307659e+01 -3.627169234e+02 -3.627169234e+02 -2.5703e+00 +2.0956e+00 -2.5987e+00 -2.4818e+00 +1.0673e+00 -3.1304e+00 +2.4258e-01 -4.0549e+00 -2.4638e+00 -2.0397e+00 -8.2530e-01 -2.1204e+00 +8.8386e-01 -3.1834e-01 -9.2486e-01 +8.5907e-01 -3.2634e+00 -2.7328e+00 -2.8741e-01 +7.6506e-01
1283 +3.932759281e+01 +3.932759281e+01 -3.864224072e+02 -3.864224072e+02 -2.5527e+00 +1.8840e+00 -2.7723e+00 -2.4785e+00 +1.2877e+00 -3.2110e+00 +2.8725e-01 -3.8428e+00 -2.5905e+00 -2.0466e+00 -6.5664e-01 -2.3268e+00 +9.4835e-01 -4.3214e-01 -1.0039e+00 +7.2831e-01 -3.1403e+00 -2.9520e+00 -4.9537e-01 +3.7477e-01
1470 +2.490872711e+01 +2.490872711e+01 -4.008412729e+02 -4.008412729e+02 -2.3336e+00 +1.8870e+00 -2.7055e+00 -2.4800e+00 +1.3819e+00 -3.1099e+00 +8.7147e-02 -3.8610e+00 -2.5202e+00 -2.0910e+00 -6.9266e-01 -2.1127e+00 +9.3979e-01 -4.3946e-01 -9.4077e-01 +6.4991e-01 -3.1777e+00 -3.1043e+00 -5.6471e-01 +3.1683e-01
3723 +1.584725627e+01 +1.584725627e+01 -4.099027437e+02 -4.099027437e+02 -1.4743e+00 +2.5733e+00 -2.1950e+00 -2.2526e+00 +1.3313e+00 -3.1587e+00 +9.3377e-02 -3.9453e+00 -2.5148e+00 -2.1269e+00 -8.0866e-01 -2.1287e+00 +9.2412e-01 -3.6696e-01 -1.0049e+00 +7.0168e-01 -3.2382e+00 -3.1830e+00 -6.3863e-01 +3.6166e-01
% function evaluation | noise-free fitness - Fopt (-2.209000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
