% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.273157105e+04 +5.273157105e+04 +5.288072105e+04 +5.288072105e+04 +4.0976e-01 +1.8163e+00 +3.4461e-01 +8.9446e-01 +8.4678e-01 +3.6051e-02 +2.4125e-01 +9.9379e-01 +1.3802e+00 +1.3900e+00
3 +1.797550958e+04 +1.797550958e+04 +1.812465958e+04 +1.812465958e+04 +1.0812e+00 +5.6167e-01 -1.9367e-01 +6.7053e-01 -2.5093e-01 +5.2905e-01 +3.7606e-01 +3.2040e-01 +1.3686e+00 +4.5143e-01
15 +1.478099152e+04 +1.478099152e+04 +1.493014152e+04 +1.493014152e+04 +6.0487e-01 +4.5583e-01 +2.0491e-01 +1.2378e+00 -3.2496e-01 +2.5764e-01 +3.1457e-01 +4.4362e-01 +1.1435e+00 +7.2525e-01
28 +9.332020944e+03 +9.332020944e+03 +9.481170944e+03 +9.481170944e+03 +7.5316e-01 +7.8502e-03 +6.4199e-01 +9.4487e-01 -7.7973e-01 +1.5454e-02 +2.9917e-01 +5.8720e-02 +1.2585e+00 +5.7196e-01
42 +4.801114173e+03 +4.801114173e+03 +4.950264173e+03 +4.950264173e+03 +5.6185e-01 +3.5685e-01 +9.4518e-01 +1.4985e+00 -1.2070e+00 -5.2609e-01 -1.1930e-01 -3.3822e-02 +7.0918e-01 +8.7141e-01
56 +2.715938555e+03 +2.715938555e+03 +2.865088555e+03 +2.865088555e+03 +3.5372e-01 +4.8586e-02 +8.3249e-01 +1.0740e+00 -2.1784e+00 -4.5132e-01 +3.6667e-01 -1.6169e-01 +3.0984e-01 +8.2394e-01
65 +1.445639223e+03 +1.445639223e+03 +1.594789223e+03 +1.594789223e+03 +3.8149e-01 -2.3731e-01 +2.7882e-01 +4.7033e-01 -2.0554e+00 -9.8173e-01 -2.1738e-01 -4.3646e-01 +4.4198e-01 -1.2719e-01
93 +6.813344520e+02 +6.813344520e+02 +8.304844520e+02 +8.304844520e+02 -5.6831e-01 -8.5082e-01 -1.1702e+00 +1.0610e+00 -4.3119e+00 -1.9166e+00 -3.6884e-01 -4.2510e-01 -1.4198e-02 -5.2262e-01
132 +2.119227169e+02 +2.119227169e+02 +3.610727169e+02 +3.610727169e+02 -6.7013e-01 -9.2748e-01 -2.5156e-02 +1.3793e+00 -3.0395e+00 -1.9139e+00 -8.7056e-01 -1.1929e+00 +5.1146e-02 -1.1087e-01
202 +1.562283022e+02 +1.562283022e+02 +3.053783022e+02 +3.053783022e+02 -7.6577e-02 -7.1856e-01 -5.0237e-01 +5.6120e-01 -3.3363e+00 -1.4193e+00 -8.0301e-01 -1.3366e+00 -3.7236e-01 +4.6735e-01
