% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.239264415e+05 +1.239264415e+05 +1.240755915e+05 +1.240755915e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00
2 +1.269121829e+04 +1.269121829e+04 +1.284036829e+04 +1.284036829e+04 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
10 +4.793761073e+03 +4.793761073e+03 +4.942911073e+03 +4.942911073e+03 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00
16 +3.713437024e+03 +3.713437024e+03 +3.862587024e+03 +3.862587024e+03 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
40 +4.506107790e+02 +4.506107790e+02 +5.997607790e+02 +5.997607790e+02 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
131 +3.922327316e+02 +3.922327316e+02 +5.413827316e+02 +5.413827316e+02 -1.9052e+00 -7.1661e-01 -6.4781e-01 -3.7388e-01 -8.1002e-01
179 +1.215955579e+02 +1.215955579e+02 +2.707455579e+02 +2.707455579e+02 -4.0999e-01 -4.6050e-01 +2.3539e-01 +3.2089e+00 +1.6584e+00
350 +5.023676290e+01 +5.023676290e+01 +1.993867629e+02 +1.993867629e+02 -1.7148e-01 -5.3094e-02 +6.0221e-01 +3.2160e+00 +2.2445e+00
416 +2.870729487e+01 +2.870729487e+01 +1.778572949e+02 +1.778572949e+02 -1.5817e-01 -1.2025e-01 +5.5785e-01 +3.2229e+00 +2.1480e+00
600 +2.242057498e+01 +2.242057498e+01 +1.715705750e+02 +1.715705750e+02 -2.0903e+00 -8.5272e-02 +5.5624e-01 +3.5092e+00 +3.4010e+00
960 +1.266379102e+01 +1.266379102e+01 +1.618137910e+02 +1.618137910e+02 -2.1304e+00 -1.8731e-01 +6.3763e-01 +3.5258e+00 +3.4248e+00
1306 +8.620779244e+00 +8.620779244e+00 +1.577707792e+02 +1.577707792e+02 -2.1563e+00 -1.3272e-01 +6.3418e-01 +3.5097e+00 +3.3234e+00
3408 +6.306837826e+00 +6.306837826e+00 +1.554568378e+02 +1.554568378e+02 -2.1513e+00 -1.4623e-01 +5.1956e-01 +3.0799e+00 +1.2318e+00
4031 +2.583015017e+00 +2.583015017e+00 +1.517330150e+02 +1.517330150e+02 +3.6895e-02 -1.3484e-01 +5.4912e-01 +3.2285e+00 +1.9091e+00
4191 +2.464702448e+00 +2.464702448e+00 +1.516147024e+02 +1.516147024e+02 +4.5735e-02 -1.3462e-01 +5.4958e-01 +3.2299e+00 +1.9134e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.160686357e+05 +4.160686357e+05 +4.150686357e+05 +4.150686357e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00
2 +1.947826079e+05 +1.947826079e+05 +1.937826079e+05 +1.937826079e+05 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
3 +4.857834284e+04 +4.857834284e+04 +4.757834284e+04 +4.757834284e+04 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00
