% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
40 +6.234293243e+01 +6.234293243e+01 +1.757629324e+02 +1.757629324e+02 +5.6169e-01 +9.9977e-01 -3.4210e-01 +6.9156e-01 +4.0733e-01 -2.4146e-01 -1.2590e-01 +9.7411e-01 +1.1426e+00 +1.3184e+00 +6.6637e-01 +8.3994e-01 +9.5381e-01 +1.6040e-01 +5.4235e-01 -3.3784e-01 +7.2468e-01 +9.1251e-01 +2.7440e-01 +5.1491e-01
98 +3.877882187e+01 +3.877882187e+01 +1.521988219e+02 +1.521988219e+02 +1.3705e-01 +9.3627e-01 -1.0583e+00 -7.3880e-01 +4.3603e-01 -7.8143e-02 -6.3349e-01 +6.8509e-01 +1.3703e+00 +1.0921e+00 +6.4734e-01 +1.5078e+00 +1.1819e+00 -2.3374e-01 -6.5532e-02 -8.9583e-01 +8.9513e-01 +9.7955e-01 +6.2545e-01 -4.6830e-01
139 +2.497969029e+01 +2.497969029e+01 +1.383996903e+02 +1.383996903e+02 +2.9420e-01 +1.5717e+00 -2.3989e+00 -1.0248e+00 +2.1037e-01 +4.8802e-01 -1.0180e+00 +1.2680e-01 +1.9511e+00 +1.3545e+00 +1.7132e+00 +1.6474e+00 +6.1035e-01 +2.9154e-01 -4.6931e-01 -9.0803e-01 +1.3229e+00 +1.7844e+00 +3.4377e-01 -8.7815e-01
168 +1.579491261e+01 +1.579491261e+01 +1.292149126e+02 +1.292149126e+02 -2.8363e-01 +1.8968e+00 -1.9707e+00 -2.1591e+00 +2.0728e-01 -4.0476e-01 -1.9909e+00 -5.5748e-01 +1.7630e+00 +1.7983e+00 +1.7705e+00 +2.0727e+00 +7.3886e-01 +2.0041e-01 -9.0918e-02 -1.8365e-01 +2.1153e+00 +1.7133e+00 +9.1229e-01 -5.1609e-01
206 +9.782793635e+00 +9.782793635e+00 +1.232027936e+02 +1.232027936e+02 -2.5300e-01 +1.2839e+00 -2.1294e+00 -2.3708e+00 +2.0673e+00 -2.0055e-01 -2.9163e+00 +3.3911e-01 +1.9735e+00 +2.0529e+00 +1.4553e+00 +1.9036e+00 +4.9438e-01 +3.9938e-01 +6.9829e-02 -9.6985e-01 +1.5549e+00 +2.8095e+00 +1.2582e+00 -7.9544e-01
363 +3.537931324e+00 +3.537931324e+00 +1.169579313e+02 +1.169579313e+02 +3.2298e-01 -8.7794e-02 -2.3739e+00 -3.1995e+00 +2.9410e+00 -1.0660e+00 -3.2935e+00 -1.3411e-01 +2.3320e+00 +2.5854e+00 +1.7623e+00 +1.1458e+00 -2.0806e+00 +7.9024e-02 +8.4183e-02 +1.8733e+00 +2.5915e+00 +2.4808e+00 +1.4396e+00 -1.1252e+00
444 +2.258057027e+00 +2.258057027e+00 +1.156780570e+02 +1.156780570e+02 -5.4043e-01 -1.0658e-01 -1.9120e+00 -3.6349e+00 +3.8726e+00 -8.2338e-01 -3.0530e+00 -8.6549e-02 +2.2041e+00 +1.9983e+00 +1.8042e+00 +1.1218e+00 -2.4000e+00 +9.4140e-01 -1.0111e+00 +3.9906e-01 +1.6820e+00 +3.2445e+00 +5.9802e-01 -1.2745e+00
517 +1.478397980e+00 +1.478397980e+00 +1.148983980e+02 +1.148983980e+02 -1.5063e+00 +5.8729e-03 -1.9754e+00 -3.3988e+00 +2.7308e+00 -4.2540e-01 -2.8523e+00 -8.0952e-01 +1.8909e+00 +2.4070e+00 +1.9615e+00 +1.4180e+00 -1.3939e+00 +9.8667e-01 -4.6194e-01 +7.3449e-01 +1.8322e+00 +3.8584e+00 +4.7179e-01 -6.7728e-01
543 +6.206008426e-01 +6.206008426e-01 +1.140406008e+02 +1.140406008e+02 -2.0393e+00 -4.7153e-01 -1.8738e+00 -3.3132e+00 +3.5327e+00 -4.0618e-01 -2.5859e+00 -8.2920e-01 +1.9592e+00 +2.2595e+00 +2.4118e+00 +1.1322e+00 -1.9872e+00 +1.2110e+00 -9.1271e-01 +6.3545e-01 +2.2315e+00 +3.7375e+00 +5.8234e-01 -8.1765e-01
674 +2.522652251e-01 +2.522652251e-01 +1.136722652e+02 +1.136722652e+02 -1.8381e+00 -4.5112e-01 -2.2039e+00 -3.3417e+00 +3.2851e+00 -6.8764e-02 -2.5024e+00 -8.5560e-01 +1.5272e+00 +2.5115e+00 +2.5479e+00 +1.1878e+00 -2.4078e+00 +1.2590e+00 -7.0395e-01 +6.3716e-01 +1.9816e+00 +3.3763e+00 +1.1164e+00 -3.9224e-01
710 +1.781309576e-01 +1.781309576e-01 +1.135981310e+02 +1.135981310e+02 -1.8658e+00 -1.2967e-01 -2.4102e+00 -3.4185e+00 +3.4955e+00 -2.0306e-01 -2.6994e+00 -8.8996e-01 +1.4787e+00 +2.9990e+00 +2.4157e+00 +9.2297e-01 -2.7020e+00 +1.1956e+00 +5.0557e-02 +6.8513e-01 +1.7731e+00 +3.1408e+00 +9.8543e-01 -3.1753e-01
755 +1.489554911e-01 +1.489554911e-01 +1.135689555e+02 +1.135689555e+02 -1.7101e+00 -2.5580e-01 -2.6986e+00 -3.3902e+00 +2.9156e+00 -2.9098e-01 -2.3178e+00 -8.3074e-01 +1.7793e+00 +2.7652e+00 +2.0692e+00 +8.5384e-01 -2.6757e+00 +1.4629e+00 -2.2163e-01 +8.1879e-01 +2.4152e+00 +3.2808e+00 +1.0710e+00 -8.0834e-01
831 +8.390991901e-02 +8.390991901e-02 +1.135039099e+02 +1.135039099e+02 -1.8538e+00 -6.8630e-01 -2.9390e+00 -3.3519e+00 +3.4435e+00 -1.8000e-01 -2.3585e+00 -9.9269e-01 +1.7550e+00 +3.1260e+00 +2.3792e+00 +7.5987e-01 -2.9151e+00 +1.7487e+00 -7.2288e-04 +8.8470e-01 +2.3007e+00 +3.3377e+00 +1.1287e+00 -6.8343e-01
832 +4.405912445e-02 +4.405912445e-02 +1.134640591e+02 +1.134640591e+02 -1.8579e+00 -2.2731e-01 -2.9450e+00 -3.4861e+00 +3.3352e+00 -3.2921e-02 -2.2972e+00 -8.2406e-01 +1.6870e+00 +3.2409e+00 +2.5246e+00 +9.3171e-01 -3.1881e+00 +1.6109e+00 +2.1290e-02 +7.0428e-01 +2.1650e+00 +3.4384e+00 +1.2178e+00 -7.8971e-01
901 +2.462652209e-02 +2.462652209e-02 +1.134446265e+02 +1.134446265e+02 -1.8166e+00 -3.6060e-01 -3.1127e+00 -3.5635e+00 +3.5998e+00 -1.5071e-01 -2.2825e+00 -8.8843e-01 +1.6538e+00 +3.3497e+00 +2.4644e+00 +9.3064e-01 -3.5521e+00 +1.7545e+00 -4.4975e-03 +8.3683e-01 +2.2694e+00 +3.3679e+00 +1.1148e+00 -4.9999e-01
959 +1.330991796e-02 +1.330991796e-02 +1.134333099e+02 +1.134333099e+02 -1.6569e+00 -6.8402e-01 -3.1954e+00 -3.7122e+00 +3.6957e+00 -2.6671e-01 -2.2384e+00 -1.1571e+00 +1.7382e+00 +3.3992e+00 +2.5380e+00 +8.4841e-01 -3.5835e+00 +1.5844e+00 +9.5857e-03 +7.5045e-01 +2.0196e+00 +3.2778e+00 +1.0007e+00 -5.2871e-01
1047 +8.956429544e-03 +8.956429544e-03 +1.134289564e+02 +1.134289564e+02 -1.9531e+00 -4.9539e-01 -3.2348e+00 -3.6212e+00 +3.5104e+00 -9.3357e-02 -2.0342e+00 -1.1111e+00 +1.8812e+00 +3.3229e+00 +2.4364e+00 +8.9379e-01 -3.6848e+00 +1.8155e+00 +4.1107e-02 +4.7108e-01 +2.2942e+00 +3.4341e+00 +1.3521e+00 -4.2391e-01
1069 +5.652242859e-03 +5.652242859e-03 +1.134256522e+02 +1.134256522e+02 -1.8717e+00 -4.8866e-01 -3.3095e+00 -3.7961e+00 +3.3364e+00 -1.0442e-01 -2.0807e+00 -1.0798e+00 +1.7918e+00 +3.3462e+00 +2.5706e+00 +1.0103e+00 -3.5109e+00 +1.7550e+00 +1.0678e-01 +5.8133e-01 +2.1484e+00 +3.3520e+00 +1.2099e+00 -4.1922e-01
1091 +3.465232311e-03 +3.465232311e-03 +1.134234652e+02 +1.134234652e+02 -1.7252e+00 -5.5828e-01 -3.2729e+00 -3.7721e+00 +3.5029e+00 -1.6513e-01 -2.1246e+00 -1.1810e+00 +1.7896e+00 +3.5113e+00 +2.5382e+00 +9.8541e-01 -3.6526e+00 +1.6736e+00 +1.1302e-01 +6.8652e-01 +2.2795e+00 +3.4280e+00 +1.2247e+00 -4.5505e-01
1118 +2.061618620e-03 +2.061618620e-03 +1.134220616e+02 +1.134220616e+02 -1.8354e+00 -5.6427e-01 -3.2781e+00 -3.8161e+00 +3.4954e+00 -1.8482e-01 -2.1464e+00 -1.2286e+00 +1.7141e+00 +3.5730e+00 +2.5282e+00 +9.6776e-01 -3.6597e+00 +1.7452e+00 +1.5229e-01 +5.2016e-01 +2.2378e+00 +3.4464e+00 +1.2827e+00 -4.5559e-01
1177 +1.402254883e-03 +1.402254883e-03 +1.134214023e+02 +1.134214023e+02 -1.7870e+00 -6.9422e-01 -3.3562e+00 -3.6804e+00 +3.5032e+00 -2.3891e-01 -2.1249e+00 -1.0867e+00 +1.6585e+00 +3.7094e+00 +2.5263e+00 +1.1277e+00 -3.5815e+00 +1.8268e+00 +5.5718e-02 +4.2980e-01 +2.2708e+00 +3.3451e+00 +1.3465e+00 -5.5456e-01
1195 +9.443604286e-04 +9.443604286e-04 +1.134209444e+02 +1.134209444e+02 -1.6902e+00 -6.8193e-01 -3.3183e+00 -3.5619e+00 +3.3965e+00 -1.8980e-01 -2.0812e+00 -1.0938e+00 +1.7179e+00 +3.5526e+00 +2.6317e+00 +1.0463e+00 -3.4634e+00 +1.7720e+00 +6.8387e-02 +5.1743e-01 +2.2842e+00 +3.3834e+00 +1.4058e+00 -5.7009e-01
1363 +4.674375794e-04 +4.674375794e-04 +1.134204674e+02 +1.134204674e+02 -1.7230e+00 -6.5142e-01 -3.3698e+00 -3.6405e+00 +3.4015e+00 -2.6406e-01 -2.2261e+00 -1.1525e+00 +1.6549e+00 +3.6142e+00 +2.6112e+00 +1.0442e+00 -3.5161e+00 +1.7473e+00 +9.0943e-02 +5.5813e-01 +2.2164e+00 +3.3459e+00 +1.4797e+00 -5.7733e-01
1394 +3.780688026e-04 +3.780688026e-04 +1.134203781e+02 +1.134203781e+02 -1.7042e+00 -6.3341e-01 -3.3055e+00 -3.6486e+00 +3.3817e+00 -3.1157e-01 -2.1987e+00 -1.1535e+00 +1.6595e+00 +3.5897e+00 +2.6480e+00 +1.0486e+00 -3.5234e+00 +1.7643e+00 +1.1118e-01 +5.4525e-01 +2.2934e+00 +3.3754e+00 +1.3914e+00 -5.6201e-01
1425 +1.357121047e-04 +1.357121047e-04 +1.134201357e+02 +1.134201357e+02 -1.7218e+00 -6.6704e-01 -3.3387e+00 -3.6683e+00 +3.4083e+00 -2.5417e-01 -2.2006e+00 -1.2098e+00 +1.6354e+00 +3.5801e+00 +2.7087e+00 +1.0699e+00 -3.5576e+00 +1.8177e+00 +8.7738e-02 +5.2903e-01 +2.2985e+00 +3.3135e+00 +1.4939e+00 -6.0908e-01
1490 +8.345155024e-05 +8.345155024e-05 +1.134200835e+02 +1.134200835e+02 -1.7085e+00 -6.7568e-01 -3.3378e+00 -3.6004e+00 +3.3876e+00 -2.7752e-01 -2.1563e+00 -1.1661e+00 +1.6223e+00 +3.5569e+00 +2.6919e+00 +1.1199e+00 -3.5047e+00 +1.7710e+00 +1.1104e-01 +4.9906e-01 +2.3204e+00 +3.2808e+00 +1.5120e+00 -6.0297e-01
1508 +5.895700325e-05 +5.895700325e-05 +1.134200590e+02 +1.134200590e+02 -1.7088e+00 -6.8244e-01 -3.3950e+00 -3.6377e+00 +3.4187e+00 -2.6795e-01 -2.1753e+00 -1.1633e+00 +1.5809e+00 +3.5979e+00 +2.7261e+00 +1.0760e+00 -3.5264e+00 +1.7859e+00 +1.1548e-01 +4.8842e-01 +2.3054e+00 +3.2939e+00 +1.5556e+00 -6.0244e-01
1574 +3.179807506e-05 +3.179807506e-05 +1.134200318e+02 +1.134200318e+02 -1.6781e+00 -7.1929e-01 -3.4139e+00 -3.6360e+00 +3.3835e+00 -3.1472e-01 -2.1277e+00 -1.2195e+00 +1.5547e+00 +3.5937e+00 +2.8013e+00 +1.1138e+00 -3.5551e+00 +1.8058e+00 +1.0516e-01 +4.6125e-01 +2.3263e+00 +3.2198e+00 +1.5616e+00 -5.9702e-01
1635 +2.414064447e-05 +2.414064447e-05 +1.134200241e+02 +1.134200241e+02 -1.7204e+00 -7.2482e-01 -3.4469e+00 -3.6210e+00 +3.3824e+00 -2.7716e-01 -2.1164e+00 -1.2164e+00 +1.5274e+00 +3.5852e+00 +2.7629e+00 +1.1137e+00 -3.5324e+00 +1.8098e+00 +1.3066e-01 +4.0761e-01 +2.3416e+00 +3.2073e+00 +1.6015e+00 -6.0447e-01
1651 +1.276978797e-05 +1.276978797e-05 +1.134200128e+02 +1.134200128e+02 -1.7158e+00 -7.3256e-01 -3.4407e+00 -3.6313e+00 +3.4055e+00 -3.1040e-01 -2.1298e+00 -1.2217e+00 +1.5719e+00 +3.5991e+00 +2.7818e+00 +1.1316e+00 -3.5567e+00 +1.8188e+00 +1.2990e-01 +4.0608e-01 +2.3575e+00 +3.2010e+00 +1.5997e+00 -6.2857e-01
1702 +5.966401162e-06 +5.966401162e-06 +1.134200060e+02 +1.134200060e+02 -1.6966e+00 -7.3790e-01 -3.4127e+00 -3.6629e+00 +3.4109e+00 -2.9999e-01 -2.1514e+00 -1.2282e+00 +1.5456e+00 +3.6364e+00 +2.7872e+00 +1.1308e+00 -3.5352e+00 +1.7963e+00 +1.8138e-01 +4.1042e-01 +2.3728e+00 +3.1791e+00 +1.6466e+00 -6.3032e-01
1805 +3.964843572e-06 +3.964843572e-06 +1.134200040e+02 +1.134200040e+02 -1.6871e+00 -7.3995e-01 -3.4379e+00 -3.6674e+00 +3.4032e+00 -2.7826e-01 -2.1360e+00 -1.2276e+00 +1.5544e+00 +3.6245e+00 +2.7897e+00 +1.1205e+00 -3.5679e+00 +1.8145e+00 +1.7325e-01 +3.9404e-01 +2.4045e+00 +3.1760e+00 +1.6171e+00 -6.5217e-01
1853 +1.742265297e-06 +1.742265297e-06 +1.134200017e+02 +1.134200017e+02 -1.7123e+00 -7.3130e-01 -3.4664e+00 -3.6766e+00 +3.3955e+00 -2.8211e-01 -2.1608e+00 -1.2161e+00 +1.5409e+00 +3.6369e+00 +2.7804e+00 +1.1354e+00 -3.5914e+00 +1.8178e+00 +1.9733e-01 +4.0034e-01 +2.3855e+00 +3.2005e+00 +1.6203e+00 -6.5168e-01
1961 +1.363207787e-06 +1.363207787e-06 +1.134200014e+02 +1.134200014e+02 -1.6934e+00 -7.4450e-01 -3.4634e+00 -3.6879e+00 +3.4167e+00 -2.7871e-01 -2.1604e+00 -1.2392e+00 +1.5235e+00 +3.6683e+00 +2.8067e+00 +1.1196e+00 -3.5875e+00 +1.8061e+00 +2.0906e-01 +3.9345e-01 +2.3890e+00 +3.1917e+00 +1.6618e+00 -6.6160e-01
2000 +8.412703778e-07 +8.412703778e-07 +1.134200008e+02 +1.134200008e+02 -1.7098e+00 -7.5132e-01 -3.4662e+00 -3.6895e+00 +3.4084e+00 -2.8308e-01 -2.1643e+00 -1.2330e+00 +1.5240e+00 +3.6720e+00 +2.7948e+00 +1.1258e+00 -3.5825e+00 +1.8059e+00 +2.1304e-01 +3.9792e-01 +2.3908e+00 +3.1791e+00 +1.6539e+00 -6.5068e-01
2024 +5.045870637e-07 +5.045870637e-07 +1.134200005e+02 +1.134200005e+02 -1.7122e+00 -7.4699e-01 -3.4603e+00 -3.6750e+00 +3.4011e+00 -2.8642e-01 -2.1591e+00 -1.2475e+00 +1.5250e+00 +3.6732e+00 +2.7875e+00 +1.1278e+00 -3.5822e+00 +1.8069e+00 +2.0042e-01 +4.0229e-01 +2.3985e+00 +3.2002e+00 +1.6396e+00 -6.3818e-01
2092 +3.813950400e-07 +3.813950400e-07 +1.134200004e+02 +1.134200004e+02 -1.7258e+00 -7.5399e-01 -3.4697e+00 -3.6855e+00 +3.4032e+00 -2.7865e-01 -2.1569e+00 -1.2529e+00 +1.5210e+00 +3.6687e+00 +2.7987e+00 +1.1160e+00 -3.5983e+00 +1.8108e+00 +2.0934e-01 +4.0610e-01 +2.3860e+00 +3.1937e+00 +1.6708e+00 -6.5505e-01
2111 +2.367123955e-07 +2.367123955e-07 +1.134200002e+02 +1.134200002e+02 -1.7245e+00 -7.4616e-01 -3.4760e+00 -3.6864e+00 +3.4037e+00 -2.8303e-01 -2.1486e+00 -1.2642e+00 +1.5217e+00 +3.6852e+00 +2.7945e+00 +1.1187e+00 -3.6042e+00 +1.8192e+00 +2.1896e-01 +3.9401e-01 +2.4012e+00 +3.2014e+00 +1.6703e+00 -6.4391e-01
2166 +1.570022050e-07 +1.570022050e-07 +1.134200002e+02 +1.134200002e+02 -1.7289e+00 -7.4108e-01 -3.4507e+00 -3.6870e+00 +3.4042e+00 -2.7874e-01 -2.1449e+00 -1.2584e+00 +1.5293e+00 +3.6704e+00 +2.8005e+00 +1.1093e+00 -3.6018e+00 +1.8161e+00 +2.0916e-01 +4.1135e-01 +2.4054e+00 +3.2107e+00 +1.6429e+00 -6.4928e-01
2212 +8.189719836e-08 +8.189719836e-08 +1.134200001e+02 +1.134200001e+02 -1.7274e+00 -7.4021e-01 -3.4599e+00 -3.6932e+00 +3.4030e+00 -2.8021e-01 -2.1450e+00 -1.2605e+00 +1.5203e+00 +3.6813e+00 +2.7999e+00 +1.1148e+00 -3.6059e+00 +1.8160e+00 +2.0514e-01 +3.9997e-01 +2.4069e+00 +3.2099e+00 +1.6615e+00 -6.5222e-01
2225 +6.199132940e-08 +6.199132940e-08 +1.134200001e+02 +1.134200001e+02 -1.7339e+00 -7.4597e-01 -3.4584e+00 -3.7014e+00 +3.4092e+00 -2.7783e-01 -2.1491e+00 -1.2545e+00 +1.5339e+00 +3.6904e+00 +2.7890e+00 +1.1161e+00 -3.6069e+00 +1.8165e+00 +2.0030e-01 +4.1087e-01 +2.3938e+00 +3.2264e+00 +1.6527e+00 -6.5108e-01
2306 +2.813970923e-08 +2.813970923e-08 +1.134200000e+02 +1.134200000e+02 -1.7380e+00 -7.3555e-01 -3.4550e+00 -3.6962e+00 +3.4006e+00 -2.7525e-01 -2.1502e+00 -1.2617e+00 +1.5301e+00 +3.6876e+00 +2.7866e+00 +1.1141e+00 -3.6032e+00 +1.8106e+00 +2.1128e-01 +4.0377e-01 +2.4041e+00 +3.2191e+00 +1.6605e+00 -6.4390e-01
2313 +1.634818148e-08 +1.634818148e-08 +1.134200000e+02 +1.134200000e+02 -1.7381e+00 -7.2947e-01 -3.4543e+00 -3.6955e+00 +3.3989e+00 -2.7613e-01 -2.1465e+00 -1.2545e+00 +1.5252e+00 +3.6875e+00 +2.7802e+00 +1.1104e+00 -3.5941e+00 +1.8179e+00 +2.0512e-01 +4.0934e-01 +2.3985e+00 +3.2245e+00 +1.6505e+00 -6.4351e-01
2333 +1.006083039e-08 +1.006083039e-08 +1.134200000e+02 +1.134200000e+02 -1.7427e+00 -7.3758e-01 -3.4551e+00 -3.6952e+00 +3.3950e+00 -2.7700e-01 -2.1521e+00 -1.2671e+00 +1.5250e+00 +3.7029e+00 +2.7832e+00 +1.1153e+00 -3.5967e+00 +1.8083e+00 +2.1590e-01 +4.1424e-01 +2.4010e+00 +3.2164e+00 +1.6628e+00 -6.4763e-01
2387 +4.649336915e-09 +4.649336915e-09 +1.134200000e+02 +1.134200000e+02 -1.7411e+00 -7.3140e-01 -3.4558e+00 -3.6925e+00 +3.3937e+00 -2.7951e-01 -2.1463e+00 -1.2675e+00 +1.5256e+00 +3.6962e+00 +2.7759e+00 +1.1132e+00 -3.6065e+00 +1.8112e+00 +2.0699e-01 +4.2962e-01 +2.4022e+00 +3.2299e+00 +1.6733e+00 -6.4694e-01
2408 +3.153516559e-09 +3.153516559e-09 +1.134200000e+02 +1.134200000e+02 -1.7423e+00 -7.3436e-01 -3.4502e+00 -3.6930e+00 +3.3891e+00 -2.7596e-01 -2.1484e+00 -1.2691e+00 +1.5276e+00 +3.7020e+00 +2.7775e+00 +1.1110e+00 -3.6034e+00 +1.8083e+00 +2.0710e-01 +4.2790e-01 +2.3997e+00 +3.2288e+00 +1.6682e+00 -6.5108e-01
2530 +2.305597491e-09 +2.305597491e-09 +1.134200000e+02 +1.134200000e+02 -1.7428e+00 -7.3438e-01 -3.4516e+00 -3.6909e+00 +3.3930e+00 -2.7736e-01 -2.1458e+00 -1.2654e+00 +1.5281e+00 +3.6988e+00 +2.7756e+00 +1.1126e+00 -3.6083e+00 +1.8079e+00 +2.0782e-01 +4.2149e-01 +2.3990e+00 +3.2239e+00 +1.6628e+00 -6.4567e-01
2560 +1.380868753e-09 +1.380868753e-09 +1.134200000e+02 +1.134200000e+02 -1.7475e+00 -7.3411e-01 -3.4530e+00 -3.6957e+00 +3.3928e+00 -2.7296e-01 -2.1466e+00 -1.2662e+00 +1.5273e+00 +3.7002e+00 +2.7799e+00 +1.1102e+00 -3.6062e+00 +1.8063e+00 +2.0839e-01 +4.2273e-01 +2.4000e+00 +3.2282e+00 +1.6631e+00 -6.4405e-01
2586 +9.451923688e-10 +9.451923688e-10 +1.134200000e+02 +1.134200000e+02 -1.7466e+00 -7.3055e-01 -3.4483e+00 -3.6923e+00 +3.3897e+00 -2.7718e-01 -2.1461e+00 -1.2686e+00 +1.5251e+00 +3.6997e+00 +2.7746e+00 +1.1100e+00 -3.6016e+00 +1.8041e+00 +2.1129e-01 +4.2428e-01 +2.3958e+00 +3.2272e+00 +1.6631e+00 -6.4268e-01
2594 +4.286562216e-10 +4.286562216e-10 +1.134200000e+02 +1.134200000e+02 -1.7469e+00 -7.3389e-01 -3.4488e+00 -3.6926e+00 +3.3941e+00 -2.7453e-01 -2.1462e+00 -1.2645e+00 +1.5250e+00 +3.6965e+00 +2.7778e+00 +1.1081e+00 -3.6014e+00 +1.8035e+00 +2.0911e-01 +4.2513e-01 +2.3975e+00 +3.2249e+00 +1.6645e+00 -6.4293e-01
2652 +3.745981303e-10 +3.745981303e-10 +1.134200000e+02 +1.134200000e+02 -1.7443e+00 -7.3320e-01 -3.4485e+00 -3.6945e+00 +3.3955e+00 -2.7671e-01 -2.1477e+00 -1.2670e+00 +1.5236e+00 +3.6969e+00 +2.7787e+00 +1.1070e+00 -3.6025e+00 +1.8079e+00 +2.0690e-01 +4.2497e-01 +2.3961e+00 +3.2262e+00 +1.6665e+00 -6.4300e-01
2702 +2.475673000e-10 +2.475673000e-10 +1.134200000e+02 +1.134200000e+02 -1.7451e+00 -7.3443e-01 -3.4460e+00 -3.6909e+00 +3.3958e+00 -2.7833e-01 -2.1500e+00 -1.2699e+00 +1.5236e+00 +3.6957e+00 +2.7787e+00 +1.1067e+00 -3.6016e+00 +1.8056e+00 +2.0813e-01 +4.2699e-01 +2.3977e+00 +3.2248e+00 +1.6652e+00 -6.4444e-01
2727 +9.303846582e-11 +9.303846582e-11 +1.134200000e+02 +1.134200000e+02 -1.7439e+00 -7.3399e-01 -3.4458e+00 -3.6948e+00 +3.3960e+00 -2.7716e-01 -2.1485e+00 -1.2678e+00 +1.5235e+00 +3.6947e+00 +2.7781e+00 +1.1067e+00 -3.6020e+00 +1.8027e+00 +2.0931e-01 +4.2749e-01 +2.3964e+00 +3.2231e+00 +1.6654e+00 -6.4386e-01
2780 +2.853539627e-11 +2.853539627e-11 +1.134200000e+02 +1.134200000e+02 -1.7442e+00 -7.3410e-01 -3.4450e+00 -3.6959e+00 +3.3949e+00 -2.7812e-01 -2.1514e+00 -1.2708e+00 +1.5238e+00 +3.6965e+00 +2.7760e+00 +1.1071e+00 -3.6011e+00 +1.8038e+00 +2.0886e-01 +4.2812e-01 +2.3950e+00 +3.2244e+00 +1.6669e+00 -6.4504e-01
2818 +2.388844678e-11 +2.388844678e-11 +1.134200000e+02 +1.134200000e+02 -1.7431e+00 -7.3558e-01 -3.4456e+00 -3.6946e+00 +3.3950e+00 -2.7800e-01 -2.1497e+00 -1.2705e+00 +1.5241e+00 +3.6966e+00 +2.7778e+00 +1.1079e+00 -3.6004e+00 +1.8017e+00 +2.1095e-01 +4.2949e-01 +2.3955e+00 +3.2221e+00 +1.6691e+00 -6.4549e-01
2914 +1.372768565e-11 +1.372768565e-11 +1.134200000e+02 +1.134200000e+02 -1.7419e+00 -7.3557e-01 -3.4462e+00 -3.6954e+00 +3.3939e+00 -2.7784e-01 -2.1513e+00 -1.2723e+00 +1.5233e+00 +3.6971e+00 +2.7779e+00 +1.1072e+00 -3.5997e+00 +1.8018e+00 +2.1004e-01 +4.2869e-01 +2.3946e+00 +3.2200e+00 +1.6685e+00 -6.4417e-01
2947 +7.958078641e-12 +7.958078641e-12 +1.134200000e+02 +1.134200000e+02 -1.7428e+00 -7.3521e-01 -3.4477e+00 -3.6961e+00 +3.3934e+00 -2.7733e-01 -2.1524e+00 -1.2739e+00 +1.5233e+00 +3.6987e+00 +2.7753e+00 +1.1069e+00 -3.6018e+00 +1.7995e+00 +2.1172e-01 +4.2886e-01 +2.3942e+00 +3.2196e+00 +1.6696e+00 -6.4438e-01
2950 +4.988010005e-12 +4.988010005e-12 +1.134200000e+02 +1.134200000e+02 -1.7436e+00 -7.3456e-01 -3.4465e+00 -3.6948e+00 +3.3937e+00 -2.7714e-01 -2.1515e+00 -1.2727e+00 +1.5228e+00 +3.6977e+00 +2.7756e+00 +1.1077e+00 -3.6010e+00 +1.8008e+00 +2.0981e-01 +4.2922e-01 +2.3943e+00 +3.2224e+00 +1.6692e+00 -6.4520e-01
3011 +2.970068635e-12 +2.970068635e-12 +1.134200000e+02 +1.134200000e+02 -1.7450e+00 -7.3450e-01 -3.4458e+00 -3.6953e+00 +3.3935e+00 -2.7730e-01 -2.1523e+00 -1.2725e+00 +1.5225e+00 +3.6969e+00 +2.7762e+00 +1.1074e+00 -3.5998e+00 +1.7999e+00 +2.1100e-01 +4.2825e-01 +2.3937e+00 +3.2216e+00 +1.6698e+00 -6.4579e-01
3072 +2.060573934e-12 +2.060573934e-12 +1.134200000e+02 +1.134200000e+02 -1.7447e+00 -7.3503e-01 -3.4462e+00 -3.6960e+00 +3.3938e+00 -2.7742e-01 -2.1528e+00 -1.2739e+00 +1.5216e+00 +3.6978e+00 +2.7768e+00 +1.1071e+00 -3.5998e+00 +1.8002e+00 +2.1147e-01 +4.2827e-01 +2.3944e+00 +3.2209e+00 +1.6715e+00 -6.4539e-01
3109 +1.264766070e-12 +1.264766070e-12 +1.134200000e+02 +1.134200000e+02 -1.7448e+00 -7.3516e-01 -3.4463e+00 -3.6957e+00 +3.3931e+00 -2.7732e-01 -2.1527e+00 -1.2742e+00 +1.5222e+00 +3.6976e+00 +2.7760e+00 +1.1073e+00 -3.5999e+00 +1.8002e+00 +2.1119e-01 +4.2905e-01 +2.3936e+00 +3.2207e+00 +1.6705e+00 -6.4498e-01
3154 +9.237055565e-13 +9.237055565e-13 +1.134200000e+02 +1.134200000e+02 -1.7443e+00 -7.3547e-01 -3.4462e+00 -3.6954e+00 +3.3927e+00 -2.7781e-01 -2.1528e+00 -1.2738e+00 +1.5221e+00 +3.6977e+00 +2.7765e+00 +1.1072e+00 -3.6006e+00 +1.8008e+00 +2.1096e-01 +4.2905e-01 +2.3938e+00 +3.2208e+00 +1.6703e+00 -6.4553e-01
