% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.890333173e+01 +7.890333173e+01 +1.815133317e+02 +1.815133317e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00
6 +6.235479277e+01 +6.235479277e+01 +1.649647928e+02 +1.649647928e+02 -3.5811e+00 -7.8239e-01 +4.1574e+00
10 +3.415247383e+01 +3.415247383e+01 +1.367624738e+02 +1.367624738e+02 -1.0777e+00 +1.5548e+00 -3.2881e+00
24 +2.502235450e+01 +2.502235450e+01 +1.276323545e+02 +1.276323545e+02 -2.4249e+00 +3.4072e+00 -2.4572e+00
195 +1.165090485e+01 +1.165090485e+01 +1.142609049e+02 +1.142609049e+02 -1.4815e+00 +1.1627e+00 -2.8909e+00
286 +9.757475075e+00 +9.757475075e+00 +1.123674751e+02 +1.123674751e+02 -2.3178e+00 +1.7989e+00 -1.5216e+00
293 +5.043181877e+00 +5.043181877e+00 +1.076531819e+02 +1.076531819e+02 -2.4880e+00 +1.8667e+00 -2.4010e+00
1853 +3.819477897e+00 +3.819477897e+00 +1.064294779e+02 +1.064294779e+02 -2.4777e+00 +1.8647e+00 -2.4022e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.435459605e+01 +4.435459605e+01 +1.376545961e+02 +1.376545961e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00
15 +3.759174456e+01 +3.759174456e+01 +1.308917446e+02 +1.308917446e+02 +2.6552e+00 +2.9520e+00 -3.1313e+00
16 +1.329940014e+01 +1.329940014e+01 +1.065994001e+02 +1.065994001e+02 -1.0236e-01 -5.4414e-01 +1.4631e+00
134 +4.361591181e+00 +4.361591181e+00 +9.766159118e+01 +9.766159118e+01 -1.6555e+00 -6.5234e-01 +1.8156e+00
673 +3.935538182e+00 +3.935538182e+00 +9.723553818e+01 +9.723553818e+01 -1.9907e+00 -7.1886e-01 +1.4642e+00
2088 +7.586482017e-01 +7.586482017e-01 +9.405864820e+01 +9.405864820e+01 -1.1568e+00 -9.2315e-01 +1.3601e+00
3079 +5.027093850e-01 +5.027093850e-01 +9.380270938e+01 +9.380270938e+01 -1.1515e+00 -9.3227e-01 +1.3562e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.596462585e+01 +8.596462585e+01 +9.960462585e+01 +9.960462585e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00
10 +4.898967608e+01 +4.898967608e+01 +6.262967608e+01 +6.262967608e+01 -1.0777e+00 +1.5548e+00 -3.2881e+00
16 +3.463606244e+01 +3.463606244e+01 +4.827606244e+01 +4.827606244e+01 -1.0236e-01 -5.4414e-01 +1.4631e+00
94 +2.009042831e+01 +2.009042831e+01 +3.373042831e+01 +3.373042831e+01 -2.7596e+00 +9.3232e-01 -3.0804e+00
129 +1.344252582e+01 +1.344252582e+01 +2.708252582e+01 +2.708252582e+01 -1.0371e+00 -1.4252e-01 -5.6868e-01
331 +8.830300742e+00 +8.830300742e+00 +2.247030074e+01 +2.247030074e+01 -9.6068e-01 -1.3234e+00 -1.8434e+00
531 +5.594434381e+00 +5.594434381e+00 +1.923443438e+01 +1.923443438e+01 -1.0181e+00 -1.6199e+00 -1.8770e+00
3947 +3.746985660e+00 +3.746985660e+00 +1.738698566e+01 +1.738698566e+01 -1.7849e+00 -1.4999e+00 -1.9847e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.018547016e+01 +9.018547016e+01 +2.849854702e+02 +2.849854702e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00
3 +3.139940834e+01 +3.139940834e+01 +2.261994083e+02 +2.261994083e+02 -2.2150e+00 +4.6882e-01 +4.5751e+00
8 +2.061619361e+01 +2.061619361e+01 +2.154161936e+02 +2.154161936e+02 -4.6429e+00 +3.4913e+00 +4.3399e+00
133 +1.572245968e+01 +1.572245968e+01 +2.105224597e+02 +2.105224597e+02 -1.0517e+00 +8.3623e-01 +3.6584e+00
277 +7.303361173e+00 +7.303361173e+00 +2.021033612e+02 +2.021033612e+02 -9.1848e-01 +1.9421e+00 +2.2331e+00
1140 +5.535752926e+00 +5.535752926e+00 +2.003357529e+02 +2.003357529e+02 -1.2980e+00 +1.2594e+00 +2.7187e+00
2805 +3.972577470e+00 +3.972577470e+00 +1.987725775e+02 +1.987725775e+02 -1.7346e+00 +1.6883e+00 +2.8265e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.047373928e+01 +8.047373928e+01 -5.311626072e+01 -5.311626072e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00
10 +4.412467248e+01 +4.412467248e+01 -8.946532752e+01 -8.946532752e+01 -1.0777e+00 +1.5548e+00 -3.2881e+00
16 +3.723540353e+01 +3.723540353e+01 -9.635459647e+01 -9.635459647e+01 -1.0236e-01 -5.4414e-01 +1.4631e+00
21 +2.285595386e+01 +2.285595386e+01 -1.107340461e+02 -1.107340461e+02 +2.5127e+00 -2.4490e+00 +5.9571e-02
103 +4.682760677e+00 +4.682760677e+00 -1.289072393e+02 -1.289072393e+02 +2.4722e+00 -1.6273e+00 -1.5071e+00
1805 +3.917307101e+00 +3.917307101e+00 -1.296726929e+02 -1.296726929e+02 +2.5594e+00 -1.8095e+00 -1.5034e+00
% function evaluation | noise-free fitness - Fopt (1.543700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.120371900e+02 +1.120371900e+02 +2.664071900e+02 +2.664071900e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00
3 +7.988479093e+01 +7.988479093e+01 +2.342547909e+02 +2.342547909e+02 -2.2150e+00 +4.6882e-01 +4.5751e+00
4 +4.537518032e+01 +4.537518032e+01 +1.997451803e+02 +1.997451803e+02 +4.6489e+00 -3.4239e+00 +4.7059e+00
5 +3.519129432e+01 +3.519129432e+01 +1.895612943e+02 +1.895612943e+02 +4.5717e+00 -1.4624e-01 +3.0028e+00
29 +2.306979197e+01 +2.306979197e+01 +1.774397920e+02 +1.774397920e+02 +4.1719e+00 -2.1416e+00 +2.5720e+00
56 +1.408221981e+01 +1.408221981e+01 +1.684522198e+02 +1.684522198e+02 +8.9764e-01 -1.3045e+00 +2.4631e+00
229 +8.297261196e+00 +8.297261196e+00 +1.626672612e+02 +1.626672612e+02 +2.3394e+00 -1.5573e+00 +2.1358e+00
348 +5.089265619e+00 +5.089265619e+00 +1.594592656e+02 +1.594592656e+02 +1.7860e+00 -1.4544e+00 +2.4173e+00
2774 +3.939369835e+00 +3.939369835e+00 +1.583093698e+02 +1.583093698e+02 +1.9060e+00 -1.5033e+00 +2.2170e+00
% function evaluation | noise-free fitness - Fopt (-2.883300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
