% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.033780117e+02 +1.033780117e+02 +1.828580117e+02 +1.828580117e+02 -1.8458e+00 -1.6200e+00 +1.9179e+00 -4.9633e+00 +3.9759e+00
2 +4.761378421e+01 +4.761378421e+01 +1.270937842e+02 +1.270937842e+02 +3.6707e+00 +1.9137e-01 -4.2280e+00 -2.6520e+00 -3.6160e+00
3 +1.067197317e+01 +1.067197317e+01 +9.015197317e+01 +9.015197317e+01 +1.3274e-01 +1.2991e+00 -1.2807e+00 +3.4122e+00 -1.2287e+00
140 +8.223313190e+00 +8.223313190e+00 +8.770331319e+01 +8.770331319e+01 -4.7902e-01 -1.8829e+00 -1.4707e+00 +2.9073e+00 -5.0558e+00
169 +6.218142194e+00 +6.218142194e+00 +8.569814219e+01 +8.569814219e+01 +3.0954e-01 -2.1488e+00 +7.0865e-02 +2.3345e+00 -5.7543e-01
303 +2.977611328e+00 +2.977611328e+00 +8.245761133e+01 +8.245761133e+01 +2.1187e-02 -1.7087e-01 -2.0268e-01 +1.4335e+00 -3.8796e+00
324 +1.321848794e+00 +1.321848794e+00 +8.080184879e+01 +8.080184879e+01 -1.6880e-01 -1.7967e+00 -1.5036e+00 +1.6042e+00 -2.5290e+00
388 +5.623601246e-01 +5.623601246e-01 +8.004236012e+01 +8.004236012e+01 -4.4897e-01 -1.3407e+00 -7.3252e-01 +2.1151e+00 -2.7002e+00
481 +2.713608860e-01 +2.713608860e-01 +7.975136089e+01 +7.975136089e+01 +2.3161e-01 -7.8644e-01 -5.0501e-01 +1.6510e+00 -2.7805e+00
628 +2.192151206e-01 +2.192151206e-01 +7.969921512e+01 +7.969921512e+01 +1.3684e-01 -1.3407e+00 -1.0139e+00 +2.2223e+00 -2.7002e+00
674 +7.214336069e-02 +7.214336069e-02 +7.955214336e+01 +7.955214336e+01 +2.1199e-01 -1.3239e+00 -8.1741e-01 +2.1071e+00 -2.7148e+00
784 +2.434573868e-02 +2.434573868e-02 +7.950434574e+01 +7.950434574e+01 +2.8837e-01 -1.2782e+00 -7.6441e-01 +1.9056e+00 -2.6015e+00
904 +1.053332071e-02 +1.053332071e-02 +7.949053332e+01 +7.949053332e+01 +2.6404e-01 -1.1115e+00 -7.6441e-01 +1.9056e+00 -2.6015e+00
987 +7.828850860e-03 +7.828850860e-03 +7.948782885e+01 +7.948782885e+01 +2.6111e-01 -1.0877e+00 -7.5153e-01 +1.8985e+00 -2.7188e+00
1106 +6.115873630e-03 +6.115873630e-03 +7.948611587e+01 +7.948611587e+01 +2.8622e-01 -1.0918e+00 -7.0224e-01 +1.9139e+00 -2.6929e+00
1118 +3.861626186e-03 +3.861626186e-03 +7.948386163e+01 +7.948386163e+01 +3.0388e-01 -1.1525e+00 -6.9119e-01 +1.9386e+00 -2.6838e+00
1186 +2.317066001e-03 +2.317066001e-03 +7.948231707e+01 +7.948231707e+01 +2.7108e-01 -1.1629e+00 -7.0224e-01 +1.8945e+00 -2.7021e+00
1258 +1.081363435e-03 +1.081363435e-03 +7.948108136e+01 +7.948108136e+01 +2.3597e-01 -1.1496e+00 -7.1372e-01 +1.9424e+00 -2.7004e+00
1330 +6.655042888e-04 +6.655042888e-04 +7.948066550e+01 +7.948066550e+01 +2.4560e-01 -1.1715e+00 -7.1505e-01 +1.9413e+00 -2.6709e+00
1355 +2.565274214e-04 +2.565274214e-04 +7.948025653e+01 +7.948025653e+01 +2.6695e-01 -1.1567e+00 -7.2890e-01 +1.9208e+00 -2.6796e+00
1439 +1.318340539e-04 +1.318340539e-04 +7.948013183e+01 +7.948013183e+01 +2.5330e-01 -1.1595e+00 -7.1386e-01 +1.9265e+00 -2.6854e+00
1606 +5.501916733e-05 +5.501916733e-05 +7.948005502e+01 +7.948005502e+01 +2.5054e-01 -1.1543e+00 -7.3040e-01 +1.9249e+00 -2.6815e+00
1679 +1.202213366e-05 +1.202213366e-05 +7.948001202e+01 +7.948001202e+01 +2.5330e-01 -1.1583e+00 -7.2647e-01 +1.9265e+00 -2.6790e+00
1960 +7.096682637e-06 +7.096682637e-06 +7.948000710e+01 +7.948000710e+01 +2.5419e-01 -1.1552e+00 -7.2398e-01 +1.9271e+00 -2.6793e+00
2063 +5.897700561e-06 +5.897700561e-06 +7.948000590e+01 +7.948000590e+01 +2.5391e-01 -1.1587e+00 -7.2391e-01 +1.9272e+00 -2.6801e+00
2102 +3.124134594e-06 +3.124134594e-06 +7.948000312e+01 +7.948000312e+01 +2.5416e-01 -1.1573e+00 -7.2384e-01 +1.9264e+00 -2.6798e+00
2165 +1.719776307e-06 +1.719776307e-06 +7.948000172e+01 +7.948000172e+01 +2.5340e-01 -1.1574e+00 -7.2447e-01 +1.9260e+00 -2.6800e+00
2238 +1.499521503e-06 +1.499521503e-06 +7.948000150e+01 +7.948000150e+01 +2.5352e-01 -1.1569e+00 -7.2427e-01 +1.9272e+00 -2.6803e+00
2259 +9.152676483e-07 +9.152676483e-07 +7.948000092e+01 +7.948000092e+01 +2.5332e-01 -1.1570e+00 -7.2427e-01 +1.9270e+00 -2.6803e+00
2304 +5.824851712e-07 +5.824851712e-07 +7.948000058e+01 +7.948000058e+01 +2.5284e-01 -1.1566e+00 -7.2379e-01 +1.9260e+00 -2.6802e+00
2391 +3.818843055e-07 +3.818843055e-07 +7.948000038e+01 +7.948000038e+01 +2.5269e-01 -1.1571e+00 -7.2415e-01 +1.9261e+00 -2.6804e+00
2472 +1.356122681e-07 +1.356122681e-07 +7.948000014e+01 +7.948000014e+01 +2.5289e-01 -1.1566e+00 -7.2403e-01 +1.9261e+00 -2.6807e+00
2597 +9.926340283e-08 +9.926340283e-08 +7.948000010e+01 +7.948000010e+01 +2.5280e-01 -1.1570e+00 -7.2407e-01 +1.9262e+00 -2.6809e+00
2621 +2.829527546e-08 +2.829527546e-08 +7.948000003e+01 +7.948000003e+01 +2.5276e-01 -1.1568e+00 -7.2395e-01 +1.9263e+00 -2.6809e+00
2628 +2.193850435e-08 +2.193850435e-08 +7.948000002e+01 +7.948000002e+01 +2.5282e-01 -1.1568e+00 -7.2404e-01 +1.9265e+00 -2.6808e+00
2751 +9.243251498e-09 +9.243251498e-09 +7.948000001e+01 +7.948000001e+01 +2.5284e-01 -1.1569e+00 -7.2395e-01 +1.9264e+00 -2.6808e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.735355512e+01 +5.735355512e+01 +4.518335551e+02 +4.518335551e+02 +2.7801e+00 -1.7744e-01 -1.9383e+00 +4.7595e+00 +1.9489e+00
10 +1.038087914e+01 +1.038087914e+01 +4.048608791e+02 +4.048608791e+02 -3.7574e+00 -3.3004e+00 -2.3967e+00 +2.6732e+00 -1.7289e+00
96 +3.610094396e+00 +3.610094396e+00 +3.980900944e+02 +3.980900944e+02 -3.1775e+00 -3.2494e+00 -4.7501e+00 +3.1049e+00 -3.3335e-01
301 +2.393134965e+00 +2.393134965e+00 +3.968731350e+02 +3.968731350e+02 -3.7179e+00 -3.3651e+00 -3.3426e+00 +3.7437e+00 -5.1835e-01
343 +1.326274937e+00 +1.326274937e+00 +3.958062749e+02 +3.958062749e+02 -3.8548e+00 -2.5105e+00 -3.3361e+00 +3.8707e+00 -1.2130e-01
520 +3.724531087e-01 +3.724531087e-01 +3.948524531e+02 +3.948524531e+02 -3.7763e+00 -3.1774e+00 -3.4273e+00 +3.5689e+00 +1.0043e+00
667 +1.452407520e-01 +1.452407520e-01 +3.946252408e+02 +3.946252408e+02 -3.7746e+00 -3.0081e+00 -4.1327e+00 +3.8284e+00 +8.9065e-01
833 +9.941193953e-02 +9.941193953e-02 +3.945794119e+02 +3.945794119e+02 -3.8380e+00 -2.5878e+00 -3.8236e+00 +3.9380e+00 +9.1138e-01
