% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4153 +5.997550651e-02 +5.997550651e-02 +5.908999755e+02 +5.908999755e+02 +1.4542e+00 -3.3115e+00 -3.4777e+00 -1.1131e+00 -2.1621e-01 +8.0037e-01 +2.4015e+00 -7.8139e-01 +2.9996e+00 -1.9288e+00 -2.1134e-01 -6.2519e-01 +2.3483e+00 +1.2939e+00 -7.0177e-01 -2.7787e+00 -6.2188e-01 -1.1402e+00 +2.7218e+00 +2.4983e+00
4262 +3.050841610e-02 +3.050841610e-02 +5.908705084e+02 +5.908705084e+02 +1.4524e+00 -3.3245e+00 -3.4854e+00 -1.1363e+00 -2.3632e-01 +7.9907e-01 +2.4181e+00 -7.6800e-01 +2.9785e+00 -1.9400e+00 -2.0966e-01 -6.1999e-01 +2.3541e+00 +1.3093e+00 -6.9744e-01 -2.7996e+00 -6.1089e-01 -1.1427e+00 +2.7295e+00 +2.5049e+00
4418 +2.474624360e-02 +2.474624360e-02 +5.908647462e+02 +5.908647462e+02 +1.4480e+00 -3.3203e+00 -3.4766e+00 -1.1350e+00 -2.5029e-01 +7.9525e-01 +2.4155e+00 -7.7647e-01 +2.9869e+00 -1.9559e+00 -2.0941e-01 -6.2390e-01 +2.3574e+00 +1.3039e+00 -6.9008e-01 -2.7971e+00 -6.1416e-01 -1.1437e+00 +2.7160e+00 +2.4941e+00
4487 +1.516587874e-02 +1.516587874e-02 +5.908551659e+02 +5.908551659e+02 +1.4495e+00 -3.3284e+00 -3.4791e+00 -1.1466e+00 -2.6054e-01 +8.0352e-01 +2.4260e+00 -7.8174e-01 +2.9837e+00 -1.9634e+00 -2.0739e-01 -6.3350e-01 +2.3571e+00 +1.3101e+00 -7.0849e-01 -2.8040e+00 -6.0973e-01 -1.1375e+00 +2.7145e+00 +2.4957e+00
4579 +9.105954303e-03 +9.105954303e-03 +5.908491060e+02 +5.908491060e+02 +1.4418e+00 -3.3300e+00 -3.4925e+00 -1.1430e+00 -2.6136e-01 +8.0060e-01 +2.4164e+00 -7.7324e-01 +2.9796e+00 -1.9654e+00 -1.9765e-01 -6.2403e-01 +2.3634e+00 +1.3125e+00 -7.1068e-01 -2.7997e+00 -5.9830e-01 -1.1343e+00 +2.7107e+00 +2.5054e+00
4832 +5.231738358e-03 +5.231738358e-03 +5.908452317e+02 +5.908452317e+02 +1.4395e+00 -3.3369e+00 -3.4950e+00 -1.1457e+00 -2.7160e-01 +8.1003e-01 +2.4297e+00 -7.8144e-01 +2.9808e+00 -1.9659e+00 -2.0238e-01 -6.3043e-01 +2.3621e+00 +1.3122e+00 -7.1601e-01 -2.8078e+00 -5.9340e-01 -1.1372e+00 +2.7073e+00 +2.5031e+00
4973 +3.789893632e-03 +3.789893632e-03 +5.908437899e+02 +5.908437899e+02 +1.4443e+00 -3.3329e+00 -3.4958e+00 -1.1415e+00 -2.7738e-01 +8.0450e-01 +2.4274e+00 -7.8173e-01 +2.9788e+00 -1.9684e+00 -2.0374e-01 -6.3147e-01 +2.3700e+00 +1.3095e+00 -7.1794e-01 -2.8067e+00 -5.9335e-01 -1.1300e+00 +2.7087e+00 +2.5064e+00
% function evaluation | noise-free fitness - Fopt (3.098000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.782912276e+05 +7.782912276e+05 +7.783222076e+05 +7.783222076e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
14 +6.158390736e+05 +6.158390736e+05 +6.158700536e+05 +6.158700536e+05 +1.1684e+00 +8.0738e-01 -6.9414e-01 +1.2748e+00 +2.3393e-01 -4.6772e-01 -3.4679e-01 +6.7698e-01 +5.0277e-01 +1.2597e+00 +2.2535e-01 +1.3017e+00 +1.5324e+00 +1.3442e-02 +1.1567e+00 -4.4516e-02 +7.1637e-01 +1.2973e+00 +5.9713e-01 +8.7918e-01
91 +3.429097531e+05 +3.429097531e+05 +3.429407331e+05 +3.429407331e+05 +1.8257e+00 +4.0854e-01 -4.8904e-01 -1.5111e-01 -6.6552e-01 +3.5482e-01 -1.0293e+00 -7.1380e-01 +1.6748e-01 +1.5230e+00 -8.1851e-01 -6.2153e-01 +1.8756e+00 -4.2923e-02 +1.6396e+00 -3.0103e-01 +2.7072e-01 +2.3486e+00 +1.2208e-01 +4.4158e-01
128 +1.603439238e+05 +1.603439238e+05 +1.603749038e+05 +1.603749038e+05 +2.5726e+00 -9.0635e-01 -6.3451e-01 +3.3274e-01 -2.0107e+00 +1.8354e-01 -1.9390e+00 -1.7803e+00 +1.7178e+00 +1.1336e+00 -1.3731e+00 -4.5506e-01 +2.4124e+00 -1.5830e+00 +1.4677e+00 -2.6609e-01 -3.2015e-01 +2.9140e+00 -5.5528e-01 -2.2448e-01
134 +1.152444755e+05 +1.152444755e+05 +1.152754555e+05 +1.152754555e+05 +3.6516e+00 -1.0564e+00 -6.9409e-01 -2.3902e-02 -8.5797e-01 +9.8190e-02 -2.2658e+00 -1.2845e+00 +2.2860e+00 +1.7063e+00 -1.3710e+00 -1.1469e+00 +2.5307e+00 -1.7330e+00 +1.4134e+00 -9.6325e-01 +1.8050e-01 +3.2118e+00 -1.9117e-01 -6.6718e-01
149 +8.819485557e+04 +8.819485557e+04 +8.822583557e+04 +8.822583557e+04 +4.0882e+00 -8.0138e-01 -2.8803e-01 -6.4637e-01 -1.3562e+00 +3.8010e-02 -1.4432e+00 -1.4250e+00 +2.2610e+00 +4.7747e-01 -7.5365e-01 -6.2722e-01 +2.0198e+00 -2.0244e+00 +8.5941e-01 -1.3461e+00 +5.3392e-01 +3.0280e+00 -1.0231e+00 -1.4533e+00
175 +3.405466318e+04 +3.405466318e+04 +3.408564318e+04 +3.408564318e+04 +4.4838e+00 -1.6278e+00 -1.1313e+00 -1.8583e+00 -1.5646e+00 -1.1955e+00 -3.8675e+00 -2.2619e+00 +3.4790e+00 +2.1028e+00 -2.1162e+00 -1.5758e+00 +2.7449e+00 -2.3201e+00 +7.1182e-01 -1.2086e+00 +6.5914e-01 +2.6337e+00 -1.0026e+00 -9.2212e-01
195 +2.053271601e+04 +2.053271601e+04 +2.056369601e+04 +2.056369601e+04 +5.9320e+00 -3.8181e+00 -1.2392e+00 -2.0401e+00 -3.6121e-01 -1.2346e+00 -2.6303e+00 -1.0176e+00 +3.5207e+00 +2.3631e+00 -3.6703e+00 -1.9901e+00 +2.5281e+00 -2.1154e+00 +2.2645e-01 -3.2332e+00 +5.7872e-01 +3.3315e+00 +4.5695e-02 -1.2369e+00
224 +5.142417818e+03 +5.142417818e+03 +5.173397818e+03 +5.173397818e+03 +5.2852e+00 -3.2752e+00 -5.8560e-01 -2.5024e+00 -1.2344e+00 -2.7456e+00 -2.4738e+00 -9.6898e-01 +1.8048e-01 +2.2864e+00 -3.7422e+00 -1.5190e+00 +2.9264e+00 -5.8086e+00 +2.0730e-01 -1.1259e+00 +2.6267e-02 +4.2743e+00 +1.1159e+00 -3.2187e+00
245 +3.912303523e+03 +3.912303523e+03 +3.943283523e+03 +3.943283523e+03 +4.9688e+00 -3.5857e+00 +8.9581e-02 -3.0004e+00 -3.0195e+00 -1.6736e+00 -4.0801e+00 -1.9692e+00 +1.8309e+00 +7.8423e-01 -2.2129e+00 -2.9224e+00 +2.8764e+00 -4.4981e+00 +2.9175e-01 -3.2034e+00 +2.7845e+00 +4.1602e+00 -5.7745e-01 -7.4401e-01
253 +1.410098722e+02 +1.410098722e+02 +1.719898722e+02 +1.719898722e+02 +5.8566e+00 -3.4687e+00 -1.7998e-01 -2.6641e+00 -3.3574e+00 +3.7319e-01 -1.8004e+00 +5.1532e-01 +2.2517e+00 +3.7922e+00 -2.0038e+00 -1.7038e+00 +2.8626e+00 -5.9634e+00 +1.3987e-01 -1.3008e+00 -8.4826e-01 +6.2743e+00 -1.6380e-01 -3.6770e+00
765 +8.601504179e+01 +8.601504179e+01 +1.169950418e+02 +1.169950418e+02 +2.6344e+00 -3.4293e+00 -1.3402e+00 -3.5609e+00 -1.1582e+00 +2.2413e+00 -3.1908e+00 -2.4529e+00 +8.1406e-01 +2.0451e+00 -2.3149e+00 -1.2063e+00 +2.9213e+00 -5.2291e+00 -7.3686e-01 -2.9979e+00 +6.2197e-02 +5.2035e+00 +5.5561e-01 -2.8846e+00
927 +5.731819881e+01 +5.731819881e+01 +8.829819881e+01 +8.829819881e+01 +2.5989e+00 -3.4662e+00 -1.1980e+00 -4.7279e+00 -1.9864e+00 +1.5425e+00 -2.2609e+00 -1.9916e+00 +1.3330e+00 +2.2401e+00 -1.9326e+00 -1.0835e+00 +2.8045e+00 -4.9897e+00 -9.1465e-01 -2.4170e+00 -1.2041e+00 +5.0046e+00 +2.7268e-01 -2.2313e+00
1038 +3.956727046e+01 +3.956727046e+01 +7.054727046e+01 +7.054727046e+01 +3.1185e+00 -3.2581e+00 -1.6859e+00 -5.0855e+00 -2.0147e+00 +1.4782e+00 -1.8700e+00 -2.3433e+00 +1.8395e+00 +3.2167e+00 -1.1748e+00 -1.1534e+00 +2.1272e+00 -4.3507e+00 -1.6140e+00 -3.2957e+00 -1.2202e+00 +4.2164e+00 -3.7089e-01 -1.3967e+00
1261 +2.450044783e+01 +2.450044783e+01 +5.548044783e+01 +5.548044783e+01 +2.5399e+00 -3.0360e+00 -1.4389e+00 -5.2333e+00 -2.0940e+00 +2.4471e+00 -1.0855e+00 -2.6375e+00 +2.1487e+00 +3.4180e+00 -8.9695e-01 -1.3634e+00 +1.9167e+00 -4.2280e+00 -1.5778e+00 -2.8711e+00 -2.0375e+00 +3.6873e+00 -5.7378e-01 -1.4891e+00
1438 +1.545808437e+01 +1.545808437e+01 +4.643808437e+01 +4.643808437e+01 +3.0716e+00 -2.8304e+00 -2.0812e+00 -4.7351e+00 -1.4571e+00 +2.1690e+00 -8.6235e-01 -2.2834e+00 +1.9811e+00 +3.2076e+00 -7.3154e-01 -1.0925e+00 +2.6836e+00 -3.9305e+00 -2.2033e+00 -3.2947e+00 -1.5439e+00 +3.4289e+00 -1.2221e+00 -1.5621e+00
1563 +8.773221469e+00 +8.773221469e+00 +3.975322147e+01 +3.975322147e+01 +2.8381e+00 -2.5513e+00 -2.2296e+00 -4.4551e+00 -1.1872e+00 +2.3430e+00 -6.0564e-01 -2.5770e+00 +2.4908e+00 +3.3502e+00 -6.1738e-01 -9.8430e-01 +2.9768e+00 -3.8644e+00 -2.7309e+00 -3.0626e+00 -1.8621e+00 +3.5019e+00 -1.3135e+00 -1.5575e+00
1838 +5.641119113e+00 +5.641119113e+00 +3.662111911e+01 +3.662111911e+01 +2.5011e+00 -2.5694e+00 -2.3831e+00 -4.3925e+00 -6.2183e-01 +2.0569e+00 -3.4435e-01 -2.5413e+00 +2.5287e+00 +3.4390e+00 -4.6139e-01 -1.0282e+00 +3.1248e+00 -3.7432e+00 -2.8252e+00 -3.4125e+00 -2.0345e+00 +3.6173e+00 -1.6886e+00 -1.5382e+00
1961 +3.902965769e+00 +3.902965769e+00 +3.488296577e+01 +3.488296577e+01 +2.4641e+00 -2.5252e+00 -2.4102e+00 -4.2162e+00 -4.0572e-01 +2.0342e+00 -3.1084e-01 -2.6808e+00 +2.6387e+00 +3.2856e+00 -6.1717e-01 -8.7320e-01 +2.9890e+00 -3.6370e+00 -2.7876e+00 -3.4460e+00 -2.0942e+00 +3.5854e+00 -1.7521e+00 -1.3415e+00
2086 +2.187506717e+00 +2.187506717e+00 +3.316750672e+01 +3.316750672e+01 +2.2775e+00 -2.5249e+00 -2.4574e+00 -3.9355e+00 -1.9472e-01 +2.2201e+00 -1.7440e-01 -2.9706e+00 +2.6401e+00 +3.2595e+00 -5.9504e-01 -8.5926e-01 +3.0912e+00 -3.4470e+00 -2.9717e+00 -3.4835e+00 -2.2215e+00 +3.6683e+00 -2.0400e+00 -1.4272e+00
2288 +1.314831336e+00 +1.314831336e+00 +3.229483134e+01 +3.229483134e+01 +2.3016e+00 -2.5892e+00 -2.6047e+00 -3.9273e+00 -1.1048e-01 +2.2665e+00 -8.8382e-02 -2.9530e+00 +2.7986e+00 +3.2683e+00 -6.6586e-01 -7.5552e-01 +3.0074e+00 -3.4199e+00 -3.0127e+00 -3.4114e+00 -2.3282e+00 +3.6220e+00 -2.0886e+00 -1.3799e+00
2396 +7.665453551e-01 +7.665453551e-01 +3.174654536e+01 +3.174654536e+01 +2.3100e+00 -2.6070e+00 -2.6506e+00 -3.9966e+00 -3.0717e-02 +2.4232e+00 -5.5076e-03 -2.8871e+00 +2.8891e+00 +3.2461e+00 -7.0298e-01 -6.1303e-01 +2.9490e+00 -3.3569e+00 -2.9889e+00 -3.4505e+00 -2.3259e+00 +3.7138e+00 -2.1334e+00 -1.3726e+00
2553 +6.068349722e-01 +6.068349722e-01 +3.158683497e+01 +3.158683497e+01 +2.3062e+00 -2.6469e+00 -2.6630e+00 -3.9140e+00 -3.7892e-02 +2.4046e+00 +8.2705e-02 -2.9663e+00 +2.9159e+00 +3.2473e+00 -6.7871e-01 -6.0029e-01 +2.9658e+00 -3.2780e+00 -3.0346e+00 -3.5359e+00 -2.3657e+00 +3.7692e+00 -2.2694e+00 -1.3506e+00
2597 +3.890606861e-01 +3.890606861e-01 +3.136906069e+01 +3.136906069e+01 +2.2775e+00 -2.5579e+00 -2.6505e+00 -3.8920e+00 -3.7698e-03 +2.4264e+00 +1.1777e-01 -2.9068e+00 +2.8770e+00 +3.2470e+00 -6.8612e-01 -5.7471e-01 +3.0365e+00 -3.3653e+00 -3.0831e+00 -3.5060e+00 -2.3728e+00 +3.7404e+00 -2.3246e+00 -1.3128e+00
2927 +2.449994185e-01 +2.449994185e-01 +3.122499942e+01 +3.122499942e+01 +2.1461e+00 -2.5408e+00 -2.6235e+00 -3.8743e+00 +5.5998e-02 +2.4746e+00 +1.6787e-01 -2.8814e+00 +2.8681e+00 +3.2146e+00 -6.7001e-01 -5.0478e-01 +3.0679e+00 -3.3054e+00 -3.1076e+00 -3.5669e+00 -2.4291e+00 +3.7317e+00 -2.4157e+00 -1.3774e+00
3053 +1.507887727e-01 +1.507887727e-01 +3.113078877e+01 +3.113078877e+01 +2.1571e+00 -2.5093e+00 -2.6741e+00 -3.8525e+00 +3.8172e-02 +2.4658e+00 +1.6890e-01 -2.9467e+00 +2.8826e+00 +3.2486e+00 -6.0882e-01 -4.9486e-01 +3.0828e+00 -3.3018e+00 -3.1021e+00 -3.5645e+00 -2.4355e+00 +3.7299e+00 -2.4635e+00 -1.3701e+00
3285 +8.917258404e-02 +8.917258404e-02 +3.106917258e+01 +3.106917258e+01 +2.1858e+00 -2.4969e+00 -2.6984e+00 -3.8057e+00 +5.1408e-02 +2.5199e+00 +1.6875e-01 -2.9357e+00 +2.9302e+00 +3.2246e+00 -6.0743e-01 -5.0477e-01 +3.0789e+00 -3.2685e+00 -3.1413e+00 -3.5767e+00 -2.4892e+00 +3.7170e+00 -2.4945e+00 -1.3702e+00
3316 +4.706437353e-02 +4.706437353e-02 +3.102706437e+01 +3.102706437e+01 +2.1939e+00 -2.4800e+00 -2.7086e+00 -3.8218e+00 +5.8127e-02 +2.5164e+00 +2.0701e-01 -2.9108e+00 +2.9369e+00 +3.2304e+00 -6.0884e-01 -4.9495e-01 +3.0760e+00 -3.2582e+00 -3.1314e+00 -3.5750e+00 -2.4925e+00 +3.6889e+00 -2.4883e+00 -1.3817e+00
3746 +3.869059051e-02 +3.869059051e-02 +3.101869059e+01 +3.101869059e+01 +2.1687e+00 -2.4727e+00 -2.7431e+00 -3.8253e+00 +9.3739e-02 +2.4916e+00 +2.2623e-01 -2.9187e+00 +2.9212e+00 +3.2330e+00 -6.1430e-01 -4.6764e-01 +3.0939e+00 -3.2605e+00 -3.1079e+00 -3.5766e+00 -2.4772e+00 +3.7068e+00 -2.5147e+00 -1.3850e+00
3806 +2.424991208e-02 +2.424991208e-02 +3.100424991e+01 +3.100424991e+01 +2.1909e+00 -2.4720e+00 -2.7487e+00 -3.8190e+00 +8.9065e-02 +2.5102e+00 +2.3694e-01 -2.9249e+00 +2.9340e+00 +3.2449e+00 -6.2008e-01 -4.6682e-01 +3.0959e+00 -3.2538e+00 -3.1069e+00 -3.5790e+00 -2.4912e+00 +3.7055e+00 -2.5120e+00 -1.3823e+00
4005 +1.481232467e-02 +1.481232467e-02 +3.099481232e+01 +3.099481232e+01 +2.1863e+00 -2.4819e+00 -2.7542e+00 -3.8114e+00 +9.0602e-02 +2.5170e+00 +2.4926e-01 -2.9239e+00 +2.9540e+00 +3.2548e+00 -6.0874e-01 -4.6511e-01 +3.0956e+00 -3.2369e+00 -3.1123e+00 -3.5724e+00 -2.4855e+00 +3.6987e+00 -2.5266e+00 -1.3864e+00
4103 +9.215127961e-03 +9.215127961e-03 +3.098921513e+01 +3.098921513e+01 +2.1911e+00 -2.4840e+00 -2.7516e+00 -3.8177e+00 +8.0618e-02 +2.5206e+00 +2.5384e-01 -2.9322e+00 +2.9565e+00 +3.2544e+00 -6.0598e-01 -4.6112e-01 +3.0994e+00 -3.2350e+00 -3.1175e+00 -3.5695e+00 -2.4844e+00 +3.6896e+00 -2.5273e+00 -1.3785e+00
4587 +5.883470725e-03 +5.883470725e-03 +3.098588347e+01 +3.098588347e+01 +2.1893e+00 -2.4763e+00 -2.7488e+00 -3.8131e+00 +8.1431e-02 +2.5157e+00 +2.5539e-01 -2.9329e+00 +2.9570e+00 +3.2515e+00 -6.0255e-01 -4.6166e-01 +3.0974e+00 -3.2238e+00 -3.1224e+00 -3.5679e+00 -2.4861e+00 +3.6800e+00 -2.5377e+00 -1.3678e+00
4862 +3.757523950e-03 +3.757523950e-03 +3.098375752e+01 +3.098375752e+01 +2.1843e+00 -2.4771e+00 -2.7517e+00 -3.8136e+00 +9.1488e-02 +2.5164e+00 +2.6033e-01 -2.9346e+00 +2.9547e+00 +3.2510e+00 -6.0225e-01 -4.5579e-01 +3.1018e+00 -3.2212e+00 -3.1224e+00 -3.5700e+00 -2.4840e+00 +3.6833e+00 -2.5394e+00 -1.3718e+00
% function evaluation | noise-free fitness - Fopt (-1.445400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.896592961e+05 +1.896592961e+05 +1.895147561e+05 +1.895147561e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
13 +1.402870666e+05 +1.402870666e+05 +1.401425266e+05 +1.401425266e+05 +2.9822e-01 +1.0867e+00 +6.2958e-02 +7.4350e-01 +2.5316e-01 -1.5152e-01 +1.3017e-01 +9.6785e-01 +7.0384e-01 +1.0438e+00 -3.2154e-02 +2.9460e-01 +1.1201e+00 +4.6822e-01 +1.0177e+00 +2.3006e-01 +2.2002e-01 +9.6049e-01 +5.3253e-01 +7.2470e-01
57 +9.586784658e+04 +9.586784658e+04 +9.572330658e+04 +9.572330658e+04 +3.1530e-01 +1.0240e+00 -3.0678e-01 +5.4552e-01 +5.8711e-01 -4.3467e-01 +3.6206e-01 +1.5371e+00 +1.1119e+00 +1.1860e+00 +5.4645e-01 +2.3773e-01 +1.0553e+00 -1.6144e-01 +1.4622e+00 +8.1746e-01 -1.3155e-01 +8.4821e-01 +8.9153e-01 +8.4236e-01
87 +6.199162805e+04 +6.199162805e+04 +6.184708805e+04 +6.184708805e+04 +1.1550e-01 +1.4447e+00 -1.1956e+00 -1.2258e-01 -2.3422e-01 -1.1823e-01 +1.0859e+00 +1.7089e+00 +2.4593e-01 +1.7012e+00 +6.4597e-01 -1.0304e-01 +1.0062e+00 -9.6302e-02 +1.5459e+00 +8.3244e-01 +1.7452e-01 +9.0011e-01 +7.8075e-01 +3.2483e-01
110 +3.296531516e+04 +3.296531516e+04 +3.282077516e+04 +3.282077516e+04 -5.8190e-01 +1.0841e+00 -1.6190e+00 +5.0334e-01 -8.7416e-01 +1.1014e+00 +7.7346e-01 +2.1831e+00 +9.8530e-02 +1.9672e+00 +1.3193e+00 +2.4950e-01 +1.8031e+00 -1.5745e-01 +1.9718e+00 +1.0962e+00 -2.1067e-01 +1.2873e+00 +1.3982e+00 +5.0313e-02
126 +2.293137290e+04 +2.293137290e+04 +2.278683290e+04 +2.278683290e+04 -7.7154e-01 +6.1659e-01 -1.3789e+00 +5.0101e-02 -9.3489e-01 +1.5875e+00 +1.2720e+00 +2.2742e+00 +1.1158e+00 +1.4325e+00 +1.3996e+00 +8.4285e-02 +1.5006e+00 +6.4774e-01 +1.0345e+00 +1.4210e+00 -1.1320e+00 +9.0668e-01 +6.8982e-01 +2.3104e-02
133 +1.261498495e+04 +1.261498495e+04 +1.247044495e+04 +1.247044495e+04 -4.8732e-01 +1.2293e+00 -1.5892e+00 +4.3967e-01 -3.4510e-01 +1.0813e+00 +1.8767e+00 +2.4794e+00 +4.8811e-01 +5.8369e-01 +1.5940e+00 +2.1927e-01 +1.4183e+00 -4.1107e-01 +1.1146e+00 +6.0513e-01 -9.3947e-01 +1.6633e+00 +7.9635e-01 -3.9498e-01
155 +8.181343652e+03 +8.181343652e+03 +8.036803652e+03 +8.036803652e+03 -1.1494e+00 +1.1909e+00 -1.7118e+00 -6.9537e-01 -3.7062e-01 +1.4547e+00 +1.8330e+00 +2.7389e+00 +1.6619e-01 +8.6794e-01 +2.9936e+00 +4.6968e-01 +4.5776e-01 -2.7612e-01 +1.5177e+00 +7.3309e-01 -1.0910e+00 +1.2870e+00 +1.2005e+00 -2.2036e-01
206 +9.301189102e+02 +9.301189102e+02 +7.855789102e+02 +7.855789102e+02 -1.4836e+00 +8.1173e-01 -2.0331e+00 -5.2604e-02 +2.6896e-01 +9.2908e-01 +2.3039e+00 +2.9399e+00 +7.2438e-01 +1.6988e+00 +4.0714e+00 -9.2542e-02 +6.4363e-01 -3.8334e-01 +1.1002e+00 +1.3239e+00 -8.2115e-01 +2.1557e+00 +2.4007e+00 -1.9629e-01
224 +3.657988119e+02 +3.657988119e+02 +2.212588119e+02 +2.212588119e+02 -1.6920e+00 +3.0380e-01 -1.0210e+00 +1.9061e-01 -1.1735e+00 +1.5911e+00 +3.0506e+00 +3.6059e+00 +1.6085e+00 +1.9433e+00 +4.1021e+00 -1.7368e-01 +1.0027e+00 -3.9053e-01 +1.5324e+00 +3.6828e-01 -1.6419e+00 +2.9172e+00 +2.6805e+00 +4.4205e-03
268 +2.212763262e+02 +2.212763262e+02 +7.673632624e+01 +7.673632624e+01 -1.3707e+00 -4.4058e-01 -2.6807e+00 -6.7737e-01 -1.1123e+00 +1.0016e+00 +3.4615e+00 +3.2881e+00 +1.2350e+00 +6.9991e-01 +2.9868e+00 +3.2913e-01 +1.9641e-02 +3.5387e-02 +9.5807e-01 +5.1854e-02 -1.6187e+00 +2.8293e+00 +2.5959e+00 -9.3843e-01
429 +1.516621916e+02 +1.516621916e+02 +7.122191611e+00 +7.122191611e+00 -2.2592e+00 -1.0961e+00 -3.3903e+00 -1.8604e+00 +9.5445e-01 -1.7633e+00 +4.1417e+00 +2.7440e+00 +1.8863e+00 +1.1630e+00 +2.0385e+00 -3.8908e-01 +4.9524e-01 -1.6629e-01 +1.6471e+00 -1.6178e+00 -1.8441e+00 +2.5130e+00 +3.5963e+00 -7.8040e-01
566 +9.861292680e+01 +9.861292680e+01 -4.592707320e+01 -4.592707320e+01 -2.5695e+00 -5.3618e-01 -2.5895e+00 -1.5082e+00 +1.0465e+00 -1.8711e+00 +3.4101e+00 +2.1508e+00 +4.2692e-01 +1.1795e+00 +1.5132e+00 +6.9107e-01 -8.5400e-01 -4.1804e-02 +6.9983e-01 -4.5229e-01 -1.5063e+00 +6.5544e-02 +2.7538e+00 +6.3193e-01
732 +6.301961455e+01 +6.301961455e+01 -8.152038545e+01 -8.152038545e+01 -2.4783e+00 -3.9650e-01 -2.7642e+00 -6.2320e-01 +6.4615e-01 -2.0665e+00 +2.8571e+00 +2.1076e+00 +5.5973e-01 +5.2286e-01 +7.7964e-01 -7.7296e-01 -1.3178e+00 -1.0895e+00 +1.6733e+00 -1.6461e+00 -8.6125e-01 +5.6765e-01 +3.2091e+00 +1.7972e-01
929 +3.241883710e+01 +3.241883710e+01 -1.121211629e+02 -1.121211629e+02 -3.8124e+00 -7.8837e-01 -2.9203e+00 -1.2738e+00 +2.3699e+00 -2.4112e+00 +3.4423e+00 +1.5032e+00 +8.8014e-01 +5.1106e-01 -8.1011e-01 -2.5539e+00 -1.0942e+00 -2.0004e+00 +1.6482e+00 -1.6077e+00 -1.2746e+00 -1.1436e+00 +4.2031e+00 +5.1491e-01
1082 +2.396456371e+01 +2.396456371e+01 -1.205754363e+02 -1.205754363e+02 -3.5546e+00 -9.0296e-01 -3.1964e+00 -8.3445e-01 +1.4430e+00 -2.8857e+00 +3.2576e+00 +1.4444e+00 +3.4793e-01 -3.3492e-01 -5.6159e-01 -2.4484e+00 -1.6813e+00 -1.7635e+00 +1.3962e+00 -2.3353e+00 -9.8639e-01 -7.2507e-01 +4.0956e+00 +1.0250e+00
1444 +1.450754035e+01 +1.450754035e+01 -1.300324597e+02 -1.300324597e+02 -2.9319e+00 -1.2518e+00 -3.2355e+00 -8.0020e-01 +1.5917e+00 -2.8970e+00 +2.9986e+00 +1.0029e+00 +4.0532e-01 -2.9927e-01 -1.1502e+00 -2.4034e+00 -1.6392e+00 -1.7732e+00 +8.6619e-01 -2.2689e+00 -1.5208e+00 -1.3789e+00 +3.9092e+00 +6.4757e-02
1571 +9.475455789e+00 +9.475455789e+00 -1.350645442e+02 -1.350645442e+02 -2.7612e+00 -9.4251e-01 -3.2681e+00 -5.4190e-01 +1.5337e+00 -3.0125e+00 +2.9350e+00 +8.8127e-01 -1.1322e-01 +8.7647e-02 -1.5052e+00 -2.2118e+00 -1.4288e+00 -1.2229e+00 +8.6867e-01 -2.3605e+00 -1.6327e+00 -1.3468e+00 +3.7619e+00 -8.2585e-02
1677 +5.046566643e+00 +5.046566643e+00 -1.394934334e+02 -1.394934334e+02 -2.2927e+00 -7.3790e-01 -2.9838e+00 -5.0215e-01 +1.9457e+00 -2.5410e+00 +2.4065e+00 +1.0964e+00 -4.9253e-01 -1.5371e-01 -1.8169e+00 -2.2905e+00 -1.3750e+00 -1.1894e+00 +9.3786e-01 -2.4921e+00 -2.0195e+00 -1.5591e+00 +3.4194e+00 -1.9806e-01
1854 +3.894033398e+00 +3.894033398e+00 -1.406459666e+02 -1.406459666e+02 -2.1426e+00 -9.1242e-01 -3.1909e+00 -3.6188e-01 +2.0432e+00 -2.3315e+00 +2.3709e+00 +1.0598e+00 -7.4593e-01 +2.8047e-02 -1.9959e+00 -2.3498e+00 -1.2002e+00 -9.6515e-01 +9.3007e-01 -2.5041e+00 -2.1180e+00 -1.6102e+00 +3.5349e+00 -3.5291e-01
2083 +2.482527515e+00 +2.482527515e+00 -1.420574725e+02 -1.420574725e+02 -2.1322e+00 -5.1045e-01 -3.3212e+00 -2.6626e-01 +1.9166e+00 -2.3141e+00 +2.3112e+00 +1.0537e+00 -8.5804e-01 -1.6058e-01 -2.0558e+00 -2.3321e+00 -1.1096e+00 -7.6687e-01 +9.6582e-01 -2.3453e+00 -2.2662e+00 -1.7870e+00 +3.5449e+00 -2.6202e-01
