% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.323785840e+02 +3.323785840e+02 +2.797485840e+02 +2.797485840e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
132 +2.485077132e+02 +2.485077132e+02 +1.958777132e+02 +1.958777132e+02 +1.7060e-01 +6.5883e-02 -1.1379e-01 +4.5031e-01 -1.0061e-01 +7.6115e-01 -1.0402e-01 +5.3702e-01 +1.7103e+00 +1.8064e-01 -5.2709e-01 +1.1864e+00 +6.9039e-01 +1.9809e-01 -1.9857e-01 +1.5511e-01 +1.0375e+00 +3.4373e-02 -1.3305e-01 +6.5070e-01
717 +1.512672324e+02 +1.512672324e+02 +9.863723244e+01 +9.863723244e+01 -1.4345e+00 +1.4056e+00 -1.7490e+00 -1.6926e+00 +1.1910e+00 -1.8257e+00 +8.4117e-01 +1.1239e+00 +2.2407e-01 -1.8481e+00 +3.1914e-01 -7.9072e-02 -5.7985e-02 +2.9328e-01 -8.9695e-01 -1.7547e+00 +2.2424e+00 +8.3461e-01 +1.2825e-01 +2.2679e+00
4576 +9.489968426e+01 +9.489968426e+01 +4.226968426e+01 +4.226968426e+01 -1.7140e+00 +1.1601e+00 -1.6665e+00 -2.0048e+00 +8.4424e-01 -1.7418e+00 +3.4939e-01 +6.2515e-01 +2.3106e+00 -2.4605e+00 -7.1509e-01 -1.5397e+00 +7.6473e-01 +1.5882e+00 -6.9477e-01 -9.3360e-01 +8.7099e-01 +7.4891e-01 -6.5568e-01 +9.8511e-01
4956 +6.102669752e+01 +6.102669752e+01 +8.396697521e+00 +8.396697521e+00 -1.6978e+00 +1.1325e+00 -1.6811e+00 -1.9820e+00 +8.5019e-01 -1.6942e+00 +3.8094e-01 +6.2159e-01 +2.2792e+00 -2.4123e+00 -6.9136e-01 -1.5309e+00 +7.5887e-01 +1.5660e+00 -6.7818e-01 -9.0583e-01 +9.0092e-01 +7.4995e-01 -6.7803e-01 +1.0062e+00
% function evaluation | noise-free fitness - Fopt (-6.888900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.453823659e+02 +3.453823659e+02 -3.435076341e+02 -3.435076341e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
70 +2.430383080e+02 +2.430383080e+02 -4.458516920e+02 -4.458516920e+02 +7.1322e-01 +2.7914e-01 -4.8473e-01 +6.6501e-01 +1.4929e+00 +3.2423e-02 -4.0752e-01 +4.8465e-01 +1.2693e+00 +8.4702e-01 +5.2161e-01 +8.2514e-01 +9.4081e-01 +3.1699e-01 +3.4867e-01 -3.8353e-01 -3.0748e-02 +1.9668e-01 +6.2118e-01 +1.4078e+00
2036 +1.554088357e+02 +1.554088357e+02 -5.334811643e+02 -5.334811643e+02 -1.6895e+00 -4.4515e-01 -4.3052e-01 +2.3229e-01 +5.1675e-01 +1.6158e-01 -2.4373e-01 +1.0825e+00 +9.0025e-01 -7.8400e-01 +1.4489e+00 +1.4662e+00 -8.9102e-01 -1.3313e+00 +7.7537e-01 -1.5706e+00 +6.3462e-01 -4.2110e-01 -4.3182e-01 +1.3806e+00
4388 +9.979803128e+01 +9.979803128e+01 -5.890919687e+02 -5.890919687e+02 -1.6227e+00 -5.9143e-01 -5.1573e-01 +1.2521e+00 +9.0126e-01 -1.5331e-01 +3.0938e-02 +8.1655e-01 +6.4947e-01 -1.0593e+00 +1.6997e+00 +1.2262e+00 -8.0409e-01 -1.4717e+00 +1.1257e+00 -1.5082e+00 +6.2704e-01 -4.2453e-01 -1.3600e-01 +8.9669e-01
4780 +6.289509005e+01 +6.289509005e+01 -6.259949099e+02 -6.259949099e+02 -1.6149e+00 -5.9572e-01 -5.9132e-01 +1.2548e+00 +8.3841e-01 -9.6439e-02 +7.6266e-02 +8.5851e-01 +6.1924e-01 -1.0755e+00 +1.6309e+00 +1.2235e+00 -8.0997e-01 -1.4656e+00 +1.1018e+00 -1.5117e+00 +6.1304e-01 -4.2437e-01 -1.2695e-01 +8.8584e-01
% function evaluation | noise-free fitness - Fopt (-4.089000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.032822996e+02 +3.032822996e+02 +2.623922996e+02 +2.623922996e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
24 +2.489512600e+02 +2.489512600e+02 +2.080612600e+02 +2.080612600e+02 +5.8064e-01 +1.2475e+00 +3.4277e-01 +8.8944e-01 +3.1605e-01 +3.3624e-01 +2.7335e-01 +4.3407e-01 +7.9542e-01 +6.6691e-01 +6.9148e-01 +6.5263e-01 +7.3609e-01 +2.9739e-01 +3.0192e-01 -8.9211e-02 +4.3901e-01 +2.3818e-01 +7.7155e-01 +7.9537e-01
1558 +1.564365058e+02 +1.564365058e+02 +1.155465058e+02 +1.155465058e+02 +3.2179e+00 +2.2356e+00 -1.6636e+00 -2.1286e-01 -8.5733e-01 +1.2148e+00 +7.1022e-01 -1.5314e+00 +1.7088e+00 +1.1458e+00 +1.6917e+00 -1.1299e+00 +1.3950e+00 +8.9552e-01 +7.1873e-01 -1.8424e+00 +6.5820e-01 -1.6756e+00 -1.5080e+00 -2.3413e-01
% function evaluation | noise-free fitness - Fopt (-2.512400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.281222434e+02 +3.281222434e+02 +7.688224343e+01 +7.688224343e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
3 +2.334599934e+02 +2.334599934e+02 -1.778000662e+01 -1.778000662e+01 +4.8800e-01 +9.1556e-01 +2.9274e-01 +1.2436e+00 +1.0956e+00 +1.2332e-01 -1.6898e-01 +3.2419e-01 +6.3903e-01 +1.6700e+00 -2.7067e-02 +1.1950e+00 +8.9944e-01 +7.5196e-01 +5.7083e-01 -2.7879e-01 -4.9515e-03 +1.0622e+00 +7.3899e-01 +9.0068e-01
1766 +1.458373238e+02 +1.458373238e+02 -1.054026762e+02 -1.054026762e+02 +7.4805e-01 +1.5435e+00 +5.3593e-01 +1.6472e+00 +1.2105e+00 -2.1293e-01 +2.5405e+00 +7.8066e-01 +7.0343e-01 +4.7264e-01 +6.2795e-01 +4.4742e-02 -3.5480e-01 +1.6502e+00 +2.0268e+00 -1.3227e+00 +1.2148e+00 -7.5109e-01 +2.8619e-02 +1.8763e+00
% function evaluation | noise-free fitness - Fopt (-3.288000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.576834707e+02 +3.576834707e+02 +3.248034707e+02 +3.248034707e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
343 +2.341460787e+02 +2.341460787e+02 +2.012660787e+02 +2.012660787e+02 -5.3123e-01 +2.2632e+00 +7.4076e-01 +1.9561e+00 +1.7222e-01 +4.3883e-01 +1.9121e-01 +1.1121e-01 +1.2057e+00 +6.1863e-01 +4.2813e-01 +1.6232e-02 +8.4862e-01 +2.8569e-01 +9.8780e-01 +8.5087e-01 +1.1421e+00 +1.0313e+00 -6.8923e-02 +1.4370e+00
3116 +1.531924773e+02 +1.531924773e+02 +1.203124773e+02 +1.203124773e+02 -4.2764e-01 +1.8242e+00 +8.3768e-01 +1.0565e+00 -5.7027e-01 -1.4458e+00 +7.0827e-01 -7.8192e-01 -9.1666e-01 -8.7266e-01 +1.4048e+00 -4.9484e-01 +4.6380e-01 +2.1307e+00 +9.1800e-01 -2.4521e+00 +1.7622e+00 +1.1041e+00 -4.3856e-01 +1.8648e+00
% function evaluation | noise-free fitness - Fopt (-8.570000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.315494812e+02 +3.315494812e+02 +3.229794812e+02 +3.229794812e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
68 +2.287782734e+02 +2.287782734e+02 +2.202082734e+02 +2.202082734e+02 +3.6522e-01 +3.6254e-01 +6.7982e-01 +4.4622e-01 +5.2460e-01 +6.9365e-02 +3.2573e-01 +8.4733e-01 +1.2765e+00 -1.7704e-01 +1.0530e-01 +1.0315e+00 +8.3938e-01 +3.0757e-01 +7.2141e-01 +6.1759e-01 +2.6579e-01 +5.1497e-01 +4.5258e-03 +9.0449e-01
2221 +1.482122333e+02 +1.482122333e+02 +1.396422333e+02 +1.396422333e+02 -1.6252e+00 +1.9005e+00 +1.2677e+00 +4.2645e-01 -1.9750e+00 +1.3110e+00 +6.1975e-01 +1.9371e+00 +1.5335e+00 +1.2308e+00 +1.1233e+00 +2.4120e-01 +1.2517e+00 -2.9368e-01 +1.1571e+00 +5.3960e-01 -1.7411e+00 +1.3465e+00 -6.4287e-01 -7.7540e-01
