% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.355592944e+03 +2.355592944e+03 +1.893502944e+03 +1.893502944e+03 +3.8884e+00 -4.4447e+00 -4.7598e+00 +9.1427e-01 +2.9668e+00 -1.7848e+00 -1.4375e-01 -3.9971e+00 +3.0115e+00 -2.3990e+00
2 +1.188193569e+03 +1.188193569e+03 +7.261035686e+02 +7.261035686e+02 +5.4344e-02 -4.9681e+00 +4.1553e+00 -3.9050e+00 -1.2864e+00 +4.8521e+00 -1.8862e+00 +3.3543e+00 -2.9192e+00 +2.2714e+00
6 +6.151690465e+02 +6.151690465e+02 +1.530790465e+02 +1.530790465e+02 +3.8893e+00 +2.6469e+00 +8.5718e-01 -4.7944e+00 +1.0150e-01 -3.2204e+00 +1.6412e+00 +1.4526e+00 -1.6160e+00 -1.7108e+00
43 +3.489979216e+02 +3.489979216e+02 -1.130920784e+02 -1.130920784e+02 +2.3750e+00 -1.3549e+00 -6.1532e-02 +2.6931e+00 -2.8055e+00 +3.0008e+00 +1.9937e+00 -9.7901e-02 +3.3796e-01 +2.7982e+00
783 +2.095332687e+02 +2.095332687e+02 -2.525567313e+02 -2.525567313e+02 -2.5443e+00 -3.8192e-01 -5.6896e-01 +3.2647e+00 +2.5867e+00 -9.8833e-01 +1.8479e+00 +2.9389e+00 +1.7530e+00 +1.2992e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.176596070e+04 +1.176596070e+04 +1.184362070e+04 +1.184362070e+04 +4.6050e+00 +2.5196e+00 +9.1316e-01 -3.7336e+00 +4.4528e-01 +4.8114e+00 -4.1945e+00 +4.7517e+00 +3.8670e+00 +2.2203e+00
2 +2.638607153e+03 +2.638607153e+03 +2.716267153e+03 +2.716267153e+03 +3.4748e+00 -5.1239e-01 -3.9404e+00 +4.4295e+00 -2.7045e+00 -2.4990e+00 +5.0155e-02 +4.9650e+00 +1.4212e+00 +4.4958e+00
3 +1.390932224e+03 +1.390932224e+03 +1.468592224e+03 +1.468592224e+03 +2.2418e+00 -4.9147e+00 +1.5182e+00 -2.4360e+00 +3.7668e+00 +4.2927e+00 -6.9272e-02 -2.0065e+00 -1.2907e+00 +3.1701e+00
10 +5.762988715e+02 +5.762988715e+02 +6.539588715e+02 +6.539588715e+02 -2.1458e+00 -4.0678e+00 -3.9569e+00 +4.4295e+00 -3.1135e-02 -3.6974e+00 -3.6849e-01 +3.4874e+00 -3.0848e+00 +8.4035e-01
17 +3.717690527e+02 +3.717690527e+02 +4.494290527e+02 +4.494290527e+02 -5.7713e-01 +3.4313e+00 -3.5107e+00 -2.1037e-01 -4.2495e+00 +2.1793e+00 +6.9085e-01 +3.3473e-01 -2.7997e-02 -2.5992e+00
366 +2.064287200e+02 +2.064287200e+02 +2.840887200e+02 +2.840887200e+02 +1.2137e+00 -2.2876e+00 -3.0578e+00 -1.3141e+00 -3.2293e-02 +5.4842e-01 +8.3873e-02 -8.8104e-01 -6.7716e-01 -3.3173e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.202764371e+02 +7.202764371e+02 +8.359564371e+02 +8.359564371e+02 +2.5914e+00 +3.6444e-01 -2.9114e+00 +3.6590e+00 -4.8625e+00 +1.4562e+00 +4.0620e-02 -2.5556e+00 +3.3396e+00 +1.6889e+00
10 +4.759318845e+02 +4.759318845e+02 +5.916118845e+02 +5.916118845e+02 +3.6875e+00 +4.1842e+00 +5.5413e-01 +3.3861e+00 +3.3794e+00 -4.4051e+00 -1.4902e-01 +3.7863e+00 +2.1390e+00 -1.9136e+00
11 +3.402833391e+02 +3.402833391e+02 +4.559633391e+02 +4.559633391e+02 -3.8329e+00 +3.0606e+00 -2.0802e+00 +1.9612e-01 +3.5151e+00 -1.7107e+00 +2.9470e-01 -1.8785e+00 +2.2607e+00 -1.3470e+00
261 +2.149694242e+02 +2.149694242e+02 +3.306494242e+02 +3.306494242e+02 +2.4958e+00 -3.2553e-01 -4.2949e+00 +2.6118e+00 +3.2992e+00 -1.6991e+00 +3.1966e+00 +3.0186e+00 +3.6371e+00 +3.9106e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
