% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.242859264e+06 +2.242859264e+06 +2.242935534e+06 +2.242935534e+06 +4.0976e-01 +1.8163e+00 +3.4461e-01 +8.9446e-01 +8.4678e-01 +3.6051e-02 +2.4125e-01 +9.9379e-01 +1.3802e+00 +1.3900e+00
3 +1.390294182e+05 +1.390294182e+05 +1.391056882e+05 +1.391056882e+05 +1.0812e+00 +5.6167e-01 -1.9367e-01 +6.7053e-01 -2.5093e-01 +5.2905e-01 +3.7606e-01 +3.2040e-01 +1.3686e+00 +4.5143e-01
12 +2.545702736e+04 +2.545702736e+04 +2.553329736e+04 +2.553329736e+04 +1.2775e+00 +5.8672e-01 -7.5724e-01 +1.3141e+00 +8.0924e-02 +2.5415e-01 +1.6262e-01 +1.9430e-01 +1.8569e+00 -6.9423e-02
32 +1.586467149e+04 +1.586467149e+04 +1.594094149e+04 +1.594094149e+04 +1.0915e+00 +1.5716e+00 -7.1808e-01 +8.3720e-01 +3.8730e-01 -6.0760e-01 -9.5104e-02 +1.2268e-01 +9.5184e-01 +9.2519e-03
35 +9.438813739e+02 +9.438813739e+02 +1.020151374e+03 +1.020151374e+03 +1.0833e+00 +1.1803e+00 -6.8962e-01 +1.3218e+00 -3.2585e-01 +4.6632e-01 -3.6786e-01 +7.9050e-01 +1.5471e+00 -2.6722e-01
38 +5.513956116e+01 +5.513956116e+01 +1.314095612e+02 +1.314095612e+02 +3.2471e-01 +1.4670e+00 -8.6951e-01 +1.2515e+00 +1.0896e-01 -2.1176e-01 +8.1345e-02 +8.9611e-02 +2.2832e+00 +5.4564e-01
1867 +3.907033483e+01 +3.907033483e+01 +1.153403348e+02 +1.153403348e+02 +1.0157e+00 +6.2335e-01 -5.2368e-01 +1.7881e+00 -3.4851e-02 -1.6816e+00 -1.3660e+00 +1.8987e-01 -1.5069e-01 -9.0500e-01
2071 +2.341375524e+01 +2.341375524e+01 +9.968375524e+01 +9.968375524e+01 +9.0044e-01 -3.8384e-02 -7.8657e-01 +1.0458e+00 -4.4305e-01 -1.4039e+00 -9.1640e-01 +5.9065e-01 -7.2466e-01 +1.1974e-01
2122 +1.539501725e+01 +1.539501725e+01 +9.166501725e+01 +9.166501725e+01 +7.6441e-01 -3.7788e-01 -9.0977e-01 +1.0389e-01 -9.7955e-01 -1.2417e+00 -9.0391e-01 +9.9230e-01 -9.7366e-01 +1.2990e+00
2275 +9.780949833e+00 +9.780949833e+00 +8.605094983e+01 +8.605094983e+01 +3.7150e-01 -9.1247e-01 -1.0463e+00 -2.4335e-01 -1.0793e+00 -1.4164e+00 -7.8729e-01 +9.1260e-01 -1.5312e+00 +1.8550e+00
