% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.148224227e+03 +2.148224227e+03 +2.178194227e+03 +2.178194227e+03 +4.0976e-01 +1.8163e+00 +3.4461e-01 +8.9446e-01 +8.4678e-01 +3.6051e-02 +2.4125e-01 +9.9379e-01 +1.3802e+00 +1.3900e+00
32 +1.564049289e+03 +1.564049289e+03 +1.594019289e+03 +1.594019289e+03 +1.8141e-01 +2.9025e-01 -1.7574e-01 +2.1486e-01 +7.0617e-01 +2.6265e-01 -3.9466e-01 -2.9574e-01 +9.4620e-01 +1.2411e+00
73 +9.448136899e+02 +9.448136899e+02 +9.747836899e+02 +9.747836899e+02 +4.0084e-01 -1.8612e+00 -9.8093e-01 -1.3481e-01 +1.8593e+00 +1.0431e+00 -1.5417e+00 -1.1465e+00 +3.0890e-01 +1.5843e+00
91 +4.601649132e+02 +4.601649132e+02 +4.901349132e+02 +4.901349132e+02 +1.1654e+00 -1.7833e+00 -2.0046e+00 -7.7159e-01 +3.3881e+00 +1.0525e+00 -3.0115e+00 -2.0264e+00 +3.1930e-01 -1.9515e-01
192 +3.521612167e+02 +3.521612167e+02 +3.821312167e+02 +3.821312167e+02 +1.5359e+00 -1.4824e+00 -3.4596e+00 -1.8454e+00 +3.3559e+00 +3.2656e+00 -2.8311e+00 -2.7220e+00 +8.5039e-03 +5.9588e-01
238 +2.431261315e+02 +2.431261315e+02 +2.730961315e+02 +2.730961315e+02 +1.3148e+00 -1.2447e+00 -3.5950e+00 -2.7637e-01 +4.0071e+00 +2.4882e+00 -4.3184e+00 -2.6506e+00 +4.0670e-01 -3.9820e-01
331 +1.172605919e+02 +1.172605919e+02 +1.472305919e+02 +1.472305919e+02 +1.7287e+00 -1.4967e+00 -2.4248e+00 -1.1884e+00 +4.5643e+00 +2.1293e+00 -4.1746e+00 -2.9097e+00 +8.5441e-02 -1.9282e-01
413 +9.572102366e+01 +9.572102366e+01 +1.256910237e+02 +1.256910237e+02 +1.7061e+00 -1.4919e+00 -2.8602e+00 -9.6158e-01 +4.2845e+00 +2.3529e+00 -4.0952e+00 -2.9991e+00 +4.9959e-01 -4.6566e-01
473 +6.214443989e+01 +6.214443989e+01 +9.211443989e+01 +9.211443989e+01 +1.6954e+00 -1.4447e+00 -2.7540e+00 -9.3696e-01 +4.4367e+00 +2.4291e+00 -3.9532e+00 -2.8646e+00 +1.3247e-01 -5.4576e-01
607 +3.761186499e+01 +3.761186499e+01 +6.758186499e+01 +6.758186499e+01 +1.7394e+00 -1.4522e+00 -2.8211e+00 -9.7261e-01 +4.5329e+00 +2.4807e+00 -4.1491e+00 -2.8347e+00 +1.3091e-01 -7.7729e-01
865 +2.502554977e+01 +2.502554977e+01 +5.499554977e+01 +5.499554977e+01 +1.7296e+00 -1.4941e+00 -2.7371e+00 -9.2847e-01 +4.5367e+00 +2.3912e+00 -4.1313e+00 -2.8523e+00 +8.8939e-02 -6.8980e-01
3067 +1.463288293e+01 +1.463288293e+01 +4.460288293e+01 +4.460288293e+01 +1.5621e+00 -1.5291e+00 -2.9282e+00 -1.1553e+00 +4.2392e+00 +2.5838e+00 -4.0984e+00 -2.8668e+00 +2.3522e-01 -9.2453e-01
3141 +8.914322454e+00 +8.914322454e+00 +3.888432245e+01 +3.888432245e+01 +1.3434e+00 -1.5845e+00 -3.1632e+00 -1.4228e+00 +3.8684e+00 +2.8305e+00 -4.0512e+00 -2.8862e+00 +4.1262e-01 -1.2009e+00
3183 +6.176774617e+00 +6.176774617e+00 +3.614677462e+01 +3.614677462e+01 +1.0440e+00 -1.6420e+00 -3.4888e+00 -1.7736e+00 +3.3726e+00 +3.1614e+00 -4.0019e+00 -2.9071e+00 +6.6209e-01 -1.5694e+00
3244 +3.022679153e+00 +3.022679153e+00 +3.299267915e+01 +3.299267915e+01 +9.9792e-01 -1.6653e+00 -3.5334e+00 -1.8181e+00 +3.3060e+00 +3.1977e+00 -3.9774e+00 -2.9062e+00 +7.0322e-01 -1.6311e+00
3261 +2.332719591e+00 +2.332719591e+00 +3.230271959e+01 +3.230271959e+01 +9.6460e-01 -1.6753e+00 -3.5690e+00 -1.8542e+00 +3.2493e+00 +3.2386e+00 -3.9701e+00 -2.9098e+00 +7.3257e-01 -1.6739e+00
3340 +1.385627869e+00 +1.385627869e+00 +3.135562787e+01 +3.135562787e+01 +8.9810e-01 -1.6977e+00 -3.6356e+00 -1.9113e+00 +3.1460e+00 +3.3019e+00 -3.9519e+00 -2.9082e+00 +7.8553e-01 -1.7585e+00
3404 +8.876378036e-01 +8.876378036e-01 +3.085763780e+01 +3.085763780e+01 +8.6464e-01 -1.7076e+00 -3.6721e+00 -1.9563e+00 +3.0897e+00 +3.3399e+00 -3.9445e+00 -2.9124e+00 +8.0921e-01 -1.8030e+00
